 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.0362410274401	0.068083371988	0.127647831696	0.058913061273	0.24684412174	0.145776606295	0.11198549028	0.204508489583
a0	0.0209606896841	0.0724536857247	0.196781700076	0.0456979930243	0.326708987145	0.130787929752	0.0784769832733	0.128132038058
a28	0.0170939721587	0.105423792504	0.199738503392	0.0533714465014	0.320263395754	0.123874854244	0.101893800604	0.0783402412272
a31	0.0346510386688	0.0943642476273	0.193585663797	0.0514678258005	0.286509977372	0.115468925088	0.124188052648	0.0997642500037
a24	0.0860559489495	0.0702346860218	0.159137905352	0.0482661645068	0.328932438878	0.074790055556	0.120886312796	0.111696466301
a46	0.106453979687	0.0596193646606	0.0966082043373	0.0929602628089	0.343369396026	0.0894318770053	0.118821356732	0.0927355501787
a31	0.0692766912423	0.0444596760202	0.101250805632	0.139867995803	0.325564483275	0.111192739835	0.116815416844	0.0915721943262
a24	0.0522672925408	0.0691255316267	0.093971006464	0.157053088134	0.339675172625	0.0980976552117	0.107773994148	0.0820362684021
a31	0.0459963756003	0.0755212327489	0.0834610637547	0.159493926778	0.349239878875	0.111623317137	0.105313300223	0.069350908762
a20	0.0407973041801	0.0410276733696	0.0883790217182	0.156931048526	0.367763176958	0.116331056512	0.113664489808	0.0751062334553
a29	0.0415350986334	0.0348517289232	0.103285882906	0.162516878209	0.408132162986	0.0911876869307	0.099583502296	0.0589070603184
a20	0.0340110001605	0.0335025384411	0.114874301035	0.142127954703	0.480066270995	0.0766137967656	0.0772531851853	0.0415509340995
a29	0.0362298737975	0.0387203822804	0.116137267478	0.117962031948	0.537862008998	0.0639886414439	0.0557429156484	0.0333568465332
a13	0.0466852551758	0.0489492143601	0.118894722426	0.104274132496	0.542924321999	0.0548340597346	0.0481378267495	0.0353004483177
a17	0.0574280645173	0.05558297882	0.119517552009	0.102194170499	0.530057751	0.0500651104582	0.0456143010832	0.0395400541859
a31	0.0680674895544	0.05670612168	0.106778756203	0.091729580173	0.525050178067	0.0466641740527	0.0497932482411	0.0552104338086
a44	0.0612163778168	0.0574924922267	0.0988056545343	0.0936232921977	0.519152935089	0.0500860397909	0.0549502341804	0.0646729602962
a8	0.0596299697229	0.0630936170556	0.0986724936448	0.107252418399	0.478525455696	0.0554861441236	0.0712224835468	0.0661173900121
a6	0.071855419173	0.0687993909852	0.0969999144816	0.1262467506	0.397841796832	0.0557872295745	0.103923776116	0.078545698424
</S>	0.0755121504185	0.0715372453126	0.0998308786408	0.1457213877	0.347383823816	0.0563199065873	0.118006813558	0.085687781852
