 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a20	0.0224896705206	0.0358145995163	0.010153465846	0.0225954258324	0.02763150344	0.08521861115	0.06326985145	0.13132632995	0.0525285345	0.11041701676	0.07708267664	0.14418931218	0.11029910503	0.106983886043
a31	0.0177487543603	0.0644601102353	0.00718625796933	0.0329903050481	0.0277017380393	0.0823427677167	0.07390206983	0.119595559197	0.0669886657667	0.189907386387	0.0794415261157	0.08266672298	0.102994345297	0.0520737740983
a10	0.0084629273631	0.0618404383814	0.00879258817778	0.0331378931894	0.0386269684951	0.0638977917056	0.0631349797633	0.112979358119	0.0866333851889	0.228050412129	0.0895810474342	0.0603594234333	0.0889647178323	0.0555380574044
a17	0.00685202097903	0.0457881088106	0.0317653988613	0.0641306703565	0.076807195365	0.0787435584019	0.0562563669944	0.130549309306	0.090065324063	0.172987800976	0.0749931372647	0.0393842779644	0.0654414133108	0.0662354185735
a20	0.00913344793834	0.0542098298525	0.0403421748912	0.136692278979	0.100491259615	0.110020934734	0.0646936337315	0.111207194569	0.073967514921	0.109807031525	0.0561576202216	0.0270762976948	0.0583013117369	0.0478994737866
a31	0.0121184481994	0.0563214055109	0.0214369789159	0.118628617796	0.0796019065317	0.119852652711	0.0663502554638	0.117759957656	0.0715023068737	0.0724262586617	0.0558447396747	0.0743657321449	0.101850992599	0.0319397461422
a0	0.0314287743158	0.0390896965019	0.0106006545172	0.047086599902	0.0541825644572	0.0974759074703	0.0641102223079	0.143137039952	0.0891103825579	0.0563217764406	0.0542344469291	0.143902951368	0.133875604286	0.0354433724541
a7	0.0471459093213	0.0416876976411	0.0097243315522	0.0347836803673	0.0424513875991	0.0826033486901	0.0875627679693	0.154791127317	0.0905347618526	0.0464446534135	0.0461971795764	0.144469185123	0.134529172895	0.037074801818
a20	0.0472057905564	0.0480905610174	0.0134469700154	0.0347248679891	0.0377592252797	0.07847512679	0.110240587863	0.143420914239	0.0735454484842	0.0390838128712	0.0477212325741	0.133997707274	0.158976591832	0.0333111780727
a23	0.0550176431388	0.0336480171953	0.013663457575	0.025038685343	0.0370943766686	0.07346628707	0.119764960654	0.13317990628	0.0624583542947	0.0364277753971	0.0535068718127	0.143716412858	0.181164652077	0.0318525955509
a31	0.0456879502463	0.030060450054	0.0113291527323	0.016224782881	0.0372438822782	0.05249764281	0.0928033036713	0.09247689838	0.0456655408716	0.0363747983724	0.0688988507269	0.176272700086	0.252845463892	0.0416185665103
