 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.0603503101597	0.078829138526	0.05484722502	0.057175691826	0.14718158824	0.13346779853	0.13560803966	0.07519367351	0.101770585586	0.0792253112441	0.0763506184814
a23	0.0278387069067	0.0349513402827	0.0647305450557	0.0567293771127	0.12237268424	0.20976925309	0.16226597178	0.0936280112767	0.127116436306	0.0704200173588	0.0301776330633
a31	0.0132579434061	0.0165029524802	0.0634093778522	0.0528536909896	0.11483767096	0.248842962444	0.135043690953	0.119797211366	0.160413468755	0.0581204230009	0.0169205996977
a23	0.0149773781164	0.0111787559963	0.0710791013274	0.0576594758372	0.103860724107	0.206199284455	0.119701208037	0.166896401695	0.172357640952	0.0612985270643	0.0147915044648
a10	0.0400933961167	0.016704432443	0.0765924145011	0.0501927028744	0.099815630409	0.146883165805	0.123746640843	0.171976928365	0.135909893984	0.0856184795761	0.0524663061145
a31	0.0535033244635	0.0201367546743	0.049549638569	0.0403848635715	0.153853674292	0.115303150935	0.124686359692	0.166104843455	0.127318779261	0.0806178780027	0.0685407364055
a37	0.043727991563	0.0261619504438	0.0496028025957	0.0325697910505	0.165513975439	0.0787864609317	0.120151099328	0.201714358618	0.13504300212	0.0865464414342	0.0601821388438
a27	0.0430599531071	0.0368642884709	0.0504947450235	0.0270717824702	0.137265298216	0.0618076490572	0.0991104464653	0.212297060406	0.134179808027	0.122039462478	0.0758095180579
a31	0.0354877251774	0.031118338417	0.0472864760194	0.0282746712834	0.171757354954	0.0861953518591	0.135864320674	0.198800139935	0.104599461782	0.0998876271793	0.0607285526213
a44	0.0198743242767	0.031508121799	0.0474844622518	0.0307461851591	0.171285513824	0.109575912773	0.208978057048	0.193525979978	0.0802345647473	0.0716910313464	0.0350958719824
a23	0.0177938090848	0.0528409188263	0.0637405749499	0.0368466530337	0.139803929768	0.111224548964	0.220262066061	0.191025279859	0.0721264616491	0.0704380926488	0.0238976842268
a37	0.0251352779929	0.0658621766154	0.0844899276746	0.0387293356206	0.147145318429	0.088540701928	0.161751743689	0.141633558953	0.117486885883	0.0871477235496	0.0420773554083
a38	0.0392299928208	0.0744173878718	0.0904070770182	0.0389947130895	0.139116377496	0.066585821716	0.10515393549	0.0978114793177	0.173966872461	0.107577360717	0.0667389895561
a46	0.0518256542583	0.0757700400239	0.0885438806261	0.0504133626392	0.129459122705	0.0691210295053	0.09682685831	0.0919058057059	0.17684229192	0.0963693371057	0.0729226242854
a31	0.0399480386574	0.064198515168	0.099477280162	0.0474528274597	0.148440058102	0.0710143099351	0.0887560108833	0.0753697333686	0.17287355864	0.108095918102	0.0843737362885
a28	0.0292480333658	0.0617485512827	0.096106344074	0.0470271931332	0.149748566194	0.0633794238117	0.0754793767411	0.0588047359229	0.16396302008	0.139433517234	0.115061211456
a31	0.0267293032706	0.0530711746409	0.098800845538	0.0510958283777	0.157077252598	0.0617601776706	0.0850227483624	0.0693109659076	0.11788718572	0.141680776078	0.137563726473
a14	0.0248988358722	0.0450490293403	0.104223191213	0.0557988655926	0.163341862599	0.0874476422235	0.0881778473695	0.0898491574359	0.0778945085333	0.130261198559	0.133057853786
a31	0.0322378266907	0.0556767471868	0.100863520471	0.0583736297975	0.153003150866	0.0860624502745	0.0823792549965	0.085291186812	0.0709583068444	0.127763181453	0.147390747302
a20	0.0365286998902	0.0657169568823	0.105844480557	0.0636214644658	0.147491506022	0.0625612100248	0.0790405121722	0.0778218623373	0.0725277642148	0.129951438884	0.158894118034
a31	0.0525207614567	0.0718158415141	0.103846610319	0.0658645042886	0.149116864074	0.0562082370416	0.0662561586507	0.0768588167124	0.0739680918716	0.122516237361	0.161027893278
a20	0.0580966416922	0.0766267625347	0.103934556773	0.0595253892962	0.149869538691	0.0553581696472	0.0556628747436	0.0723935029708	0.0767200422239	0.12268822052	0.169124311626
a31	0.0619877036374	0.0762969451149	0.101117836391	0.0575289504321	0.14917824523	0.0557339950157	0.0512633110612	0.0707697718569	0.0794150614746	0.12291442964	0.173793761182
a20	0.0668893080925	0.0774598773956	0.0985664071303	0.054032610944	0.146068784943	0.0535481848719	0.0512665845471	0.070098837019	0.0829150627582	0.12242957628	0.176724785234
a10	0.0612202961175	0.0863862493025	0.0956442581768	0.061386659248	0.130799995448	0.0576174052906	0.055524712869	0.0747004064063	0.0866010501194	0.124918508693	0.165200470145
a31	0.0686328499125	0.0812724952142	0.0976834221256	0.0600157969493	0.150369202416	0.0555765855635	0.0510220709763	0.0728931945354	0.0878156489731	0.115179908231	0.159538828515
a37	0.0709583302842	0.0803133020847	0.0953133133085	0.0549269421831	0.150094560539	0.0532220547878	0.0485886462454	0.0730587383785	0.0896293145244	0.11998451201	0.163910292972
a38	0.0696097416747	0.0895636980749	0.0831474044362	0.0598613117277	0.126285961246	0.0542173979959	0.0539414552351	0.0782489037928	0.0913246165748	0.12787189767	0.165927620391
</S>	0.0726387128373	0.0900693278375	0.0756218152181	0.0643567470639	0.121440885623	0.055255066998	0.0574088992875	0.0800082150964	0.0914078577874	0.125948540435	0.165843936395
