 	ho	finito	di	scrivere	</S>
a38	0.24837284115	0.151191984866	0.20860588997	0.298686197375	0.09314306918
a31	0.343074434823	0.200996794096	0.257061249443	0.157790301642	0.0410772023336
a15	0.463099479348	0.190872881385	0.184169764221	0.128612358063	0.0332455134715
a18	0.447800141116	0.193067957193	0.130642890407	0.14574614543	0.0827428713638
a31	0.416946217039	0.219802827476	0.133544753202	0.125998142503	0.103708059628
a37	0.36419580868	0.20769205518	0.130963167067	0.159628157601	0.137520811963
a31	0.36342078656	0.151927780355	0.120062484089	0.174848136367	0.189740806521
a0	0.34131937432	0.130134968956	0.109321810563	0.205766929256	0.21345691064
a31	0.26802581024	0.146418038137	0.119591964988	0.263502109085	0.202462082013
a18	0.265991725147	0.150672254439	0.123620497263	0.282945705228	0.176769822738
a31	0.264404852116	0.127915196673	0.142226344554	0.277064037276	0.188389572246
a39	0.263492135705	0.116189906524	0.151487647785	0.265252841959	0.203577465882
a20	0.236464899435	0.110534611355	0.127605738462	0.297852285986	0.227542456694
a31	0.229222543012	0.119184516398	0.156191912087	0.259309940529	0.236091086031
a8	0.224438179337	0.124963181099	0.166869812829	0.247740655376	0.235988178877
a20	0.199239314112	0.125783278486	0.145314874076	0.281722314459	0.247940222292
a31	0.202701773704	0.137902819915	0.154836557025	0.258078085486	0.246480769031
</S>	0.216734615352	0.147174360358	0.165970083012	0.232431114743	0.237689839915
