 	è	che	stanno	ancora	svegli	</S>
a31	0.190640990272	0.19614152799	0.145600554506	0.09500946863	0.231353967903	0.141253476683
a11	0.164262925107	0.147395782418	0.132132439238	0.16151264859	0.264259393103	0.13043679734
a7	0.166902637553	0.0722388385143	0.133395954878	0.22126003069	0.281102420814	0.125100100937
a24	0.145223589027	0.0997938637781	0.123702021446	0.23715330083	0.288271214051	0.105855990279
a31	0.115461134529	0.162948009519	0.113148773795	0.238863080477	0.263126432637	0.106452554006
a20	0.106369875428	0.143506628765	0.110762446225	0.247242594692	0.242118989479	0.149999463482
a31	0.141532365735	0.10567233246	0.114937715742	0.248195647097	0.213157238493	0.176504694661
a46	0.152745109214	0.0829251591467	0.123995744314	0.230480317566	0.224123742831	0.18572990802
a41	0.116054519794	0.0617325391622	0.116345833371	0.210812466522	0.240998780277	0.254055838007
a31	0.106291499578	0.0668963725541	0.13588267259	0.170904089441	0.207254237426	0.312771116936
a33	0.092972705526	0.0668230257514	0.174435608197	0.142586798014	0.210172833809	0.313009031912
a31	0.107578994329	0.0931865959371	0.187867184132	0.128521877938	0.212185862336	0.270659491771
a0	0.11874349591	0.114264695286	0.182222297244	0.121455621646	0.220069860912	0.243244039724
a31	0.135507880703	0.126395166782	0.180508591415	0.119599124349	0.223518378704	0.214470861575
a20	0.150571524968	0.146456547234	0.159191847072	0.116426316916	0.221023652635	0.206330108192
a28	0.146648866323	0.157239756565	0.131619374957	0.118714450905	0.242342470945	0.203435083997
a11	0.147514932074	0.164946627168	0.124097424319	0.124760336568	0.240577221982	0.198103471266
</S>	0.136199263387	0.161706485484	0.124821373159	0.128382401284	0.240456640991	0.208433854633
