 	avete	cucinato	le	verdure	</S>
a20	0.20951810733	0.2655124895	0.2967456411	0.146173676026	0.082050098894
a31	0.239403797043	0.2360176359	0.361676296633	0.123265262393	0.0396370099003
a37	0.235463203488	0.205712629883	0.332086419478	0.185218685958	0.0415190414064
a10	0.175223460216	0.201803912264	0.276812970759	0.278224112313	0.0679355314555
a20	0.191683137525	0.207819461715	0.219931309853	0.313019905478	0.0675461812052
a28	0.193105277868	0.206870379278	0.161989704551	0.366436414199	0.0715982071351
a20	0.142926065769	0.195615481493	0.16827694345	0.382850296293	0.110331187378
a33	0.13992306611	0.180283204698	0.183658811417	0.350493252124	0.145641642059
a8	0.157050237183	0.176298489299	0.185341352339	0.308228246308	0.173081657753
</S>	0.171021448452	0.17353220125	0.176556473469	0.286883556754	0.192006307677
