 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.315182700215	0.0558604271365	0.04666050489	0.0436391509	0.087187877	0.178914168996	0.066372156038	0.0953185732207	0.110864448901
a18	0.290503303055	0.0309533138798	0.03046143253	0.06000801594	0.147143543	0.232886199715	0.07751724521	0.0565238524526	0.0740031127903
a24	0.226954454578	0.0177075094093	0.01875871639	0.0677887392467	0.224311207933	0.242545327418	0.0833178441553	0.0496187315052	0.0689974748158
a31	0.214574189559	0.0299813191778	0.035211700314	0.0868842077156	0.243637693711	0.244945738953	0.0635777718444	0.0340858547555	0.0471015325993
a37	0.241094494193	0.0370448872966	0.0634926185287	0.111873527779	0.214457996304	0.178996290224	0.0730143019008	0.0371536406198	0.0428722540304
a0	0.307301200622	0.0283059329442	0.0679793075229	0.104822473993	0.174273822301	0.146621437548	0.10108395888	0.0389040416739	0.0307078294701
a28	0.37688734927	0.0320437120027	0.0597353145476	0.0939173651777	0.1279040233	0.145131651785	0.112309917267	0.0297024713753	0.02236819409
a18	0.394781186455	0.0472458746962	0.0617946664559	0.0990024286992	0.110507582733	0.106575615644	0.109542304322	0.0411464022584	0.0294039379967
a31	0.324542853505	0.0610626314807	0.0837229025586	0.103396890493	0.140066726544	0.097252304248	0.107994639747	0.0481596486995	0.0338014154656
a37	0.258807302315	0.0627324995982	0.0856158082262	0.0966145113977	0.164366604515	0.101842684803	0.110746871449	0.0688891300998	0.0503846030552
a20	0.263954601452	0.0505163377541	0.0659118825287	0.0896148505392	0.182158930638	0.101611665041	0.096542687423	0.0913285003666	0.0583605521584
a31	0.234989799551	0.044304466728	0.0766605279629	0.107637597486	0.205159885613	0.0990318803803	0.103001075488	0.0831707701222	0.0460439869261
a24	0.208248320717	0.05292129784	0.0869777914543	0.112709478829	0.178890166271	0.0875102453668	0.105327104796	0.0993964747741	0.0680191013087
a31	0.198341361239	0.0638865229173	0.0840358896848	0.101304810476	0.145538345557	0.0870384783023	0.105545261365	0.118389234391	0.0959200920362
a20	0.168825195346	0.0666522644218	0.0915998019816	0.115895748025	0.129492130919	0.0859847184541	0.106056174188	0.139573818397	0.0959201493454
a31	0.169424824849	0.0835011588099	0.0984035006139	0.110046546542	0.115409476706	0.0885734768914	0.0964694659293	0.141436334199	0.0967352110485
a18	0.16740892315	0.0977789402253	0.109433014951	0.0935129088473	0.112307566569	0.0903123885771	0.0898625989098	0.133111898	0.10627175955
a41	0.16038001685	0.0842043161304	0.12008892373	0.0955196032158	0.124791848923	0.086865101079	0.0774276747699	0.137476111467	0.113246401583
a35	0.175302233883	0.0754987799768	0.109263360597	0.0990935260719	0.143001777041	0.0876038375197	0.0703478001233	0.122046449889	0.117842228328
a24	0.193844867294	0.0707798958816	0.0867032330057	0.099749378024	0.159516479614	0.0925362758666	0.0714179762744	0.11219274243	0.113259136509
a28	0.193702450165	0.0687991704765	0.0777836805219	0.100950312941	0.170814889471	0.0954008441555	0.0733635129248	0.10840055041	0.11078457717
a31	0.200988233722	0.0796807021522	0.0971045632406	0.091405573247	0.149474462224	0.0982071242498	0.0746541606749	0.0964134952033	0.112071677363
a11	0.197690358507	0.0812717823174	0.111979292287	0.0890963022823	0.132473833141	0.0925861514613	0.073422017325	0.0959602605344	0.125519998561
a31	0.204322488569	0.0776670611058	0.0957796913023	0.0854055539608	0.126977217847	0.0980987709844	0.077879564995	0.0996199939448	0.134249654367
a20	0.205462172656	0.0817987139019	0.0850322780741	0.0725559585869	0.126269235016	0.101643596245	0.0805459580183	0.0999943594816	0.146697720569
</S>	0.178772167428	0.082389603451	0.0854574307971	0.0730680718934	0.139921468908	0.0902672011225	0.0757323401092	0.107415037341	0.166976676284
