 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	0.0273688210522	0.0479653471007	0.06805192198	0.0705280136183	0.090546130916	0.0659189304	0.1153624107	0.16662267512	0.04201151583	0.15634552928	0.00946212312	0.00867973572	0.030262711132	0.100874118514
a31	0.0179280358222	0.0378864827432	0.0441704316667	0.0732566281881	0.0915044781027	0.0688665887333	0.110143368258	0.147745578169	0.0673982419207	0.182063311183	0.0204532675692	0.0222511630373	0.079907550908	0.0364248614648
a27	0.0142456814388	0.0569120444902	0.0413521938489	0.0634787546514	0.101176246321	0.0817514916911	0.140663039993	0.111305949838	0.0722149894576	0.120857482694	0.0361773315376	0.0370037140964	0.0997055451087	0.0231555328943
a17	0.0191947651997	0.0989392174807	0.0762057531496	0.0676523396438	0.114791089974	0.0710183225437	0.149816078013	0.113280915339	0.0674033845259	0.0717948763813	0.0397900673843	0.0327860703235	0.0554823486529	0.0218447672168
a31	0.0236687823134	0.0983892737613	0.0815274672805	0.0680970325186	0.115642036538	0.0556421893946	0.112668947518	0.133896658883	0.0820559385753	0.0638081430938	0.0640024785692	0.0489579112194	0.0359226180338	0.0157205273676
a24	0.0410826678761	0.0762212932801	0.0503570826308	0.0411497055889	0.107258323399	0.0643369984515	0.126438237824	0.140887033098	0.0844980385251	0.0784366423913	0.0844441335011	0.0533195603847	0.0406927234227	0.0108775689507
a29	0.0523062240322	0.0537542309077	0.0367709918169	0.034534272435	0.121190222333	0.107040139524	0.160502703319	0.120057963659	0.0762324625084	0.0700372976904	0.0640703657424	0.0322442895929	0.0629324282162	0.0083264127111
a38	0.0481058175341	0.0447240511729	0.0486113345723	0.043315138445	0.145172249644	0.140832400575	0.16079716828	0.0947121278863	0.0635207845695	0.0473468236301	0.0486651560725	0.029478546851	0.0763489615187	0.00836943984437
a31	0.037070067738	0.032455651683	0.0515462229374	0.0407128505283	0.142823246568	0.127891335192	0.144823397227	0.129424409829	0.0756053001232	0.0425533866767	0.0411076099263	0.0563448128037	0.0671526815862	0.0104890305655
a37	0.029690601486	0.0239360433943	0.0448324222258	0.0390890062028	0.136080299676	0.112320869197	0.140916784142	0.19795054301	0.0754447082811	0.0412832238189	0.0262388922672	0.0658504906172	0.0557391295241	0.0106270107485
a28	0.031354614142	0.0279988772181	0.0447009341553	0.0447674783076	0.123706863025	0.133021117032	0.142180245647	0.182811585137	0.0739637849337	0.0485597349996	0.0142682887844	0.0545251051617	0.0625409286567	0.0156004520895
a39	0.031622331714	0.029930792166	0.0343742314584	0.0353601394825	0.100950076528	0.140825341964	0.164523492749	0.123727554712	0.0912122845779	0.0639773352665	0.0133562531048	0.0650772725152	0.0819147253349	0.0231481550898
a18	0.0350826180713	0.0314006143553	0.0260669985795	0.0271166949942	0.0911566672093	0.129543035615	0.208656245916	0.0948647805573	0.0875902546593	0.0659563962755	0.0108922878123	0.0692632685664	0.10063029281	0.0217798288233
a46	0.0401158212838	0.0346464867518	0.0218129789465	0.0227707843781	0.0826429505164	0.112022650045	0.237070218039	0.0998383229724	0.0831982395531	0.0735830527452	0.0100020666376	0.0576810210955	0.102677736423	0.0219376563611
a31	0.0385128911213	0.0335209724173	0.0164805514888	0.016847028226	0.0709876585721	0.0968384455483	0.247758608546	0.121411982471	0.084830914451	0.0835457859151	0.0158366725031	0.0600125739585	0.090234493079	0.023181393687
