 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.048418107552	0.12212111204	0.1179487166	0.12982258093	0.12725494689	0.17796011608	0.04741564519	0.06410661185	0.164952145294
a16	0.0356127499853	0.09741605174	0.115415172027	0.15224229093	0.157661390517	0.272552374364	0.0382489382767	0.051231349902	0.0796196744562
a31	0.0357701818042	0.0673518597827	0.097463858753	0.15746216045	0.177362950019	0.284757933274	0.0437411981076	0.0743980562907	0.0616918045892
a24	0.0358785054298	0.0508769947636	0.103399039568	0.156889375157	0.213906026586	0.246061126344	0.0538686734045	0.0927790959949	0.0463411568544
a28	0.0443894167826	0.0498132053212	0.120236782656	0.156301895786	0.277466188195	0.176562139565	0.0610598186748	0.0708618004916	0.0433087415079
a31	0.0547004633209	0.0621185226404	0.127422391219	0.149293219529	0.276846407398	0.125965016288	0.0863903571783	0.0703117336972	0.0469518784693
a41	0.048077375943	0.0705578946801	0.130634669273	0.13359049531	0.249248009133	0.105554060509	0.121183093479	0.0765515350324	0.0646028650031
a31	0.037450961137	0.0755412524267	0.118094423264	0.112837264083	0.209820916111	0.109911151503	0.160112434566	0.106082162144	0.070149434121
a28	0.0602424107457	0.0734323503422	0.107310994661	0.0985376351877	0.168825972904	0.124376156454	0.155892993422	0.123882306715	0.0874991663337
a20	0.111928771322	0.0807190364474	0.126909725554	0.100221339643	0.167351159368	0.102815149818	0.121386661341	0.0922983439717	0.0963697919112
a46	0.147653333547	0.0925473792158	0.153378545518	0.112335473548	0.179437321856	0.078830326786	0.0983703714137	0.0666450719906	0.0708021612971
a11	0.121499253182	0.108224674739	0.148544054773	0.110809875183	0.189485692885	0.0790940889153	0.0789403680579	0.0806258509969	0.082776135299
a46	0.076684978954	0.125310885646	0.142285048524	0.108468913328	0.204509091762	0.0852639229384	0.0655464442526	0.0987620655123	0.093168646473
a31	0.0520017648913	0.104085977749	0.129704650641	0.103189555576	0.207119034454	0.115426745833	0.0745529772775	0.132225547351	0.0816937462643
a17	0.0679314099104	0.0831565347163	0.123864829347	0.099421525992	0.202040765351	0.128638358358	0.0699441326525	0.14386290605	0.0811395303681
a31	0.0948160150235	0.0839402515054	0.132309371116	0.101689404664	0.192759284317	0.109105147786	0.0596943267442	0.123812229883	0.101873967269
a20	0.0985422936612	0.0912210077018	0.128372654705	0.0987703662213	0.184966084639	0.0972202585287	0.0615052940414	0.121564559094	0.11783748859
a31	0.0974375412737	0.0972466386339	0.120918838835	0.10018993514	0.18283821288	0.102070957876	0.0611045301071	0.112603676165	0.12558967603
a13	0.0993703711579	0.098688443678	0.116016215678	0.101689168647	0.18225489056	0.105088481505	0.0594614974824	0.104944591922	0.13248635293
a18	0.124015189986	0.110442038293	0.120575855693	0.105495565949	0.192778460053	0.0838718445617	0.0540618006075	0.087096490574	0.121662762923
a13	0.140506930562	0.117274925164	0.121641365898	0.10539692165	0.197648291351	0.0701697798872	0.0552513220758	0.0761762632313	0.115934208436
a31	0.125346232234	0.110850879055	0.116578243366	0.10453676195	0.19315921865	0.0832795617824	0.0606893192586	0.0834443766504	0.122115404254
a18	0.114183673345	0.104294000152	0.110222530055	0.102397119183	0.18949281635	0.0858048522341	0.0610855957462	0.0912515585168	0.141267849385
a3	0.132665896575	0.101974103584	0.108108015952	0.104415651461	0.19874491445	0.0688583945447	0.0584637961221	0.0844488691923	0.142320356868
a0	0.142976324745	0.0998939011147	0.108276355051	0.106665352487	0.20903610215	0.0665786818242	0.0627005080914	0.0778212576508	0.126051510103
a20	0.138580520382	0.0970641932249	0.108001852684	0.104071845496	0.21480568205	0.0681149591214	0.0683552608945	0.0782350163903	0.122770675921
a31	0.114945495434	0.0942814270083	0.109759632561	0.107677059632	0.211824516283	0.0762024036645	0.0762045054728	0.0922447238368	0.116860256706
a13	0.101906522398	0.0958706190961	0.109504168187	0.111696036477	0.212770019428	0.0795647415395	0.0778564332789	0.0969273069189	0.113904165367
a31	0.0977029270527	0.092287501392	0.105049726996	0.108048688292	0.214344372809	0.0864147027578	0.0815275572096	0.0962454418796	0.118379096098
a20	0.0979660817642	0.0865668322173	0.0998944867987	0.102624240364	0.21691372987	0.0876150218459	0.0823856608965	0.0991117087599	0.126922263235
a13	0.109906395528	0.0879471244391	0.0974662557996	0.102786818388	0.231246127623	0.078433586522	0.0770807083462	0.09105564072	0.124077350525
a20	0.110969352076	0.090125481373	0.0993685345999	0.104789820863	0.240643990274	0.079441479954	0.0793548522394	0.08701013084	0.108296354428
a31	0.0980974649787	0.0863598130577	0.0998152114	0.103032926354	0.233530208625	0.0900017024647	0.0843789417275	0.0953260454467	0.109457673485
a17	0.0913116494129	0.0836769860992	0.0993076070667	0.102509745051	0.231373905075	0.0934081028682	0.0856998426622	0.0992436010489	0.113468553271
a20	0.0991224981776	0.0870857280331	0.0991767304889	0.10190757715	0.241197610158	0.0855382464294	0.0832658372927	0.094180326083	0.108525454764
</S>	0.101099994089	0.0885445813765	0.0991261223445	0.101307900375	0.243426236679	0.0838801854347	0.0832587363464	0.0938917347415	0.105464514962
