 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.03454074388	0.0247379272457	0.019865715503	0.017997458075	0.157426590658	0.13540375773	0.06798358413	0.068686907167	0.039163375676	0.13673566331	0.045486560664	0.075590929249	0.059174011682	0.117206785903
a20	0.0287646641139	0.0173871460137	0.0148922025464	0.0175597954457	0.254612644258	0.193266704563	0.0764822997833	0.0780344842643	0.0444397965787	0.145771499543	0.0281361736447	0.0353045214743	0.0247730866738	0.0405750030438
a13	0.0305116907342	0.0180013332393	0.0138466136382	0.0221240347686	0.260990748353	0.285478413821	0.0954125200011	0.0662366664334	0.0399958000662	0.082649283421	0.0246733164916	0.0289250789621	0.0154271459704	0.0157273747871
a31	0.0176276758464	0.0105122221397	0.00905081913962	0.0189104737249	0.235101702351	0.30717773322	0.099197966667	0.0564274053278	0.0458389515554	0.0727970657803	0.0279698271772	0.0510688289434	0.0393105021724	0.00900883896879
a28	0.0114151642639	0.00782966692517	0.00716665725076	0.0124720385236	0.202184677417	0.290781391153	0.092093825689	0.0886512310173	0.0506394435585	0.0665385989668	0.0237242973991	0.0908036773371	0.0459798034637	0.00971952894878
a31	0.012257516119	0.00793873849862	0.00746747896492	0.0121238476879	0.194794987139	0.265305668518	0.0980209736963	0.111989385802	0.0596360394595	0.0461972535223	0.0196382722997	0.091348712959	0.0470667330846	0.0262143911509
a21	0.0153377472116	0.0119160043208	0.00798975079297	0.0112232123226	0.225368227046	0.243846557039	0.0867684779988	0.0850369195953	0.0693594444665	0.0377012907341	0.0179389712132	0.0850257808063	0.0521232265095	0.0503643892819
a31	0.0218186586205	0.0185196163986	0.00893500923766	0.00940974610753	0.172663342082	0.28246691788	0.0780707302329	0.0725145720964	0.0710910778755	0.056430863658	0.0200206690311	0.0895426344021	0.0470004051678	0.0515157451204
a20	0.0241441649102	0.0185804489635	0.00939040223255	0.00798698926918	0.103306945361	0.36430647156	0.0694639078776	0.0565931646604	0.0714283834652	0.0756750245193	0.024459478017	0.0760846428674	0.0473570289393	0.0512229372788
a28	0.0221539150734	0.0452669767482	0.00850119262685	0.00541739825173	0.0697807623403	0.41007768372	0.0512044760925	0.0428843188911	0.0609997540151	0.0728609313531	0.0385727480657	0.0628583116718	0.0498988083491	0.0595227311796
