 	voglio	che	Maria	viene	domani	</S>
a33	0.19597933035	0.2279726578	0.160965897553	0.083954367214	0.134607420349	0.196520292779
a31	0.162534139378	0.344691808733	0.211169980729	0.0636462161443	0.126298565729	0.0916592712268
a11	0.147491447507	0.365100625111	0.177259203151	0.0955785053118	0.169327623376	0.04524260775
a31	0.189288283502	0.325595590037	0.16844265728	0.108903379304	0.175194030983	0.0325760927173
a18	0.240127980967	0.298321931246	0.174233569653	0.117479583015	0.136212384346	0.0336245861831
a31	0.213596831116	0.294538893849	0.152168163921	0.191794633518	0.111349102195	0.0365523994177
a42	0.187947180545	0.289656504883	0.132121312888	0.214089772106	0.135487484232	0.0406977569792
a37	0.198511884315	0.242186348161	0.0917802718882	0.214222352435	0.189323092744	0.0639760527931
a31	0.212724743505	0.19371656452	0.0860190211976	0.209850150545	0.185485269515	0.112204251131
a20	0.179590541502	0.192586007373	0.0918051381602	0.174273143782	0.199770145705	0.16197501671
a31	0.172657956834	0.172325740724	0.104425632153	0.149318155727	0.193520000435	0.207752514997
a8	0.196702930011	0.142205054975	0.11327749233	0.135713038242	0.179539962412	0.232561524492
</S>	0.196073877605	0.151065757488	0.106581524669	0.121435612321	0.202083564606	0.222759658146
