 	forse	stanno	ancora	svegli	</S>
a31	0.22507228107	0.248784429095	0.15056660005	0.148354021444	0.227222641363
a10	0.239217568765	0.222077701335	0.21216483829	0.134981078606	0.191558800643
a20	0.267383447376	0.196800235559	0.240872775203	0.135878189095	0.159065351941
a31	0.268620149144	0.241362380405	0.206007971214	0.170180707091	0.113828777714
a18	0.27394546986	0.284521110495	0.180011951418	0.174883843106	0.0866376189236
a31	0.29608744429	0.285621787614	0.165044053539	0.171482069515	0.0817646454696
a35	0.342053382168	0.270923357419	0.127643932446	0.155339517465	0.104039792306
a31	0.347859266344	0.240677154787	0.127146819615	0.158830926982	0.125485825069
a10	0.302536494295	0.238643386462	0.173167750538	0.165558557994	0.12009382891
a20	0.276971759152	0.228438291754	0.215034949579	0.166118692331	0.11343633397
a29	0.236999092991	0.239805378785	0.206747896126	0.172093258777	0.144354390503
a20	0.22381893153	0.249817981995	0.183941774242	0.176979669326	0.165441643034
a31	0.21005226031	0.252495318665	0.173349091214	0.191578161242	0.172525158385
a28	0.17978948497	0.263885679155	0.148970078871	0.215235030147	0.192119731102
a8	0.168699863457	0.262184077652	0.129387551424	0.234164435716	0.205564071394
a21	0.195585006552	0.234515337151	0.134191277608	0.241450714239	0.194257644691
</S>	0.213481169276	0.206594860976	0.141805726804	0.252937620119	0.185180605145
