 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.249516209	0.13737939327	0.32351904097	0.06618265848	0.07671917377	0.054848405719	0.091835118746
a20	0.1711201117	0.164590448957	0.420575208523	0.0960778709667	0.07133282685	0.034207627201	0.0420959159433
a31	0.116933405433	0.168124145119	0.453020696574	0.103711761262	0.0926902994633	0.0327921578897	0.0327275316451
a37	0.111768901656	0.18397810172	0.417767195525	0.0802155729273	0.118082765388	0.0592649907706	0.028922460617
a31	0.141341440059	0.208050644587	0.353750683842	0.0705052998291	0.109019059369	0.0891467055369	0.0281861684943
a30	0.186388091657	0.186427188796	0.319829711947	0.0412049109097	0.12078433183	0.0934630303456	0.0519027339981
a13	0.208249798941	0.169777819465	0.226289536996	0.0265958017299	0.18802398315	0.101647371715	0.079415673346
a20	0.25286277684	0.155451577288	0.134141713012	0.02455638225	0.234969281057	0.109781772438	0.088236495222
a41	0.21869679934	0.135849532429	0.113939223271	0.0499477246433	0.251502837219	0.126679479346	0.103384404074
a33	0.139697322513	0.122431351043	0.11858830149	0.0686138373478	0.24031510274	0.168796038382	0.141558038358
a31	0.0967078068443	0.131759060114	0.115284534963	0.0632498261159	0.23679314758	0.202369280327	0.153836336073
a41	0.109415724895	0.136560932971	0.113045105721	0.0630269001053	0.228951758527	0.214414869909	0.134584700111
a0	0.138619515132	0.13025733939	0.121887673307	0.0732950117018	0.198776147909	0.220365707636	0.116798617104
a31	0.125038971704	0.14856582913	0.124789347636	0.0812997303073	0.213334121703	0.192684711545	0.114287299301
a24	0.122691576635	0.153409165043	0.123360216745	0.0782241580424	0.212256722434	0.172665919582	0.137392237034
a31	0.130260937165	0.167909994014	0.119377397182	0.0749269201141	0.192179649345	0.154010170861	0.161334925231
a20	0.138812106722	0.166662304271	0.108194020994	0.0705510949047	0.196066757648	0.137508397154	0.18220532443
</S>	0.154198788361	0.142760811036	0.107124856497	0.0656895100024	0.193496257624	0.144128141977	0.192601652615
