 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.1787070774	0.19213005517	0.10921303325	0.06073820837	0.12506433351	0.1265504543	0.0918559826513	0.11574086826
a31	0.141960213473	0.177556727939	0.200441961074	0.0738960880367	0.166121853963	0.115909638057	0.0642335913713	0.0598799292966
a37	0.114186289031	0.147684236795	0.231394327192	0.0978509522322	0.149425555381	0.140105050493	0.0941099773318	0.0252436119554
a31	0.0975020454103	0.191540241398	0.222856596201	0.105552305764	0.096483407667	0.148807606271	0.120754244182	0.0165035494051
a20	0.0916982641034	0.207513578333	0.207739403514	0.118940666521	0.0988875934223	0.152709648347	0.0982120263728	0.0242987967464
a31	0.0820452918011	0.194313286978	0.165770287551	0.10086820444	0.143498948074	0.178128096849	0.0881449649903	0.0472308946135
a20	0.0772724891537	0.191994397326	0.121441748337	0.07039015512	0.148646535891	0.224386752883	0.0964851820941	0.0693827398712
a13	0.0684978556712	0.181700241042	0.101644866486	0.05761704348	0.137737843377	0.278982856228	0.0950335751354	0.0787857388437
a20	0.0689149655904	0.182398983281	0.089240328362	0.05185260816	0.139960230139	0.276088072276	0.0949595198358	0.0965853048679
a24	0.0741199346968	0.142312647627	0.0713795155473	0.0506102103533	0.13328383538	0.271187965959	0.124960460432	0.132145437589
a31	0.0858592264989	0.124164334942	0.0634778240624	0.0692401304178	0.12522382386	0.24610969492	0.147431556811	0.138493423936
a0	0.103587932633	0.126217627781	0.0599702003208	0.0864646905393	0.119645928887	0.223329464973	0.14340474667	0.137379413952
a35	0.110019640744	0.129617044994	0.0661033761069	0.101335392046	0.116111051362	0.203139319658	0.14048019789	0.133193976317
a0	0.0996693231147	0.130733400465	0.0665636498356	0.129223380482	0.135197525387	0.183757344553	0.140058789363	0.114796595806
a31	0.0830233570382	0.116806187622	0.0597521657452	0.136838534627	0.170321289129	0.174885146184	0.140061123388	0.118312201502
a11	0.0875325010127	0.108565386007	0.0616659991151	0.148124094409	0.186713417176	0.156705042728	0.128124193529	0.122569372234
a20	0.107692772071	0.118285539536	0.0681803540384	0.174338519136	0.181732269459	0.135650240643	0.10573102491	0.108389301211
a41	0.110105899757	0.124192887779	0.0719720757461	0.191677868445	0.18850492582	0.131060260748	0.0920179344367	0.0904681686303
a10	0.106285901319	0.125754983926	0.0724514569154	0.197149195882	0.18684139294	0.121356424383	0.0881918038789	0.101968845263
</S>	0.10078748276	0.122799681363	0.0715876129577	0.197932834941	0.18349678197	0.112888342191	0.0897775702394	0.120729688772
