 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.0977955486785	0.111448726715	0.115326854665	0.07356389666	0.11628430495	0.3080633513	0.0512536309467	0.126263679662
a23	0.0752560911318	0.0731588370214	0.162860038795	0.050477829	0.135232519337	0.358099412233	0.075818107713	0.0690971746697
a31	0.0625107041173	0.0687968663958	0.225306254305	0.0561262587093	0.127469685568	0.298162331544	0.116238717713	0.0453891887686
a8	0.0668683433504	0.11924012575	0.188885396502	0.0584483388058	0.138902736343	0.267481943448	0.123144491806	0.0370286309528
a20	0.0972220819168	0.181439514377	0.136459681407	0.0900528684553	0.121772774572	0.249943640283	0.090301688265	0.0328077639635
a24	0.175870795105	0.214761399199	0.131252559929	0.131963301185	0.0762630272973	0.190132581028	0.0494606015117	0.0302957481012
a31	0.227627493172	0.184233055574	0.12853823989	0.112612148042	0.0551496920324	0.223070823876	0.0362827917964	0.0324857557971
a20	0.21522551646	0.161831773904	0.0939171485233	0.085711082934	0.0392680619908	0.293947938025	0.0456436833121	0.064454773589
a31	0.171159136749	0.160578114929	0.124511127108	0.092876390578	0.0508230065103	0.273669784075	0.0509175756515	0.0754648410963
a37	0.146162573523	0.162051280362	0.157113231836	0.096581518366	0.0589170634701	0.247039482558	0.0484906852572	0.0836441454988
a41	0.138303322248	0.181912539736	0.112063359612	0.0900544878087	0.0437397774207	0.272392803559	0.0494021007924	0.11213159264
a37	0.112089140723	0.190629337829	0.084218834204	0.0827916304229	0.0440816938016	0.31678954672	0.0486081224461	0.12079168461
a13	0.0726416623743	0.18990802965	0.070217309268	0.0708048350343	0.0524695981579	0.357794699293	0.0548389984174	0.13132485217
a38	0.0561324794581	0.19026425629	0.066432566356	0.0680269217714	0.0592746130193	0.367408256591	0.0657363673631	0.1267245209
a35	0.0503356824194	0.194890519423	0.075276205252	0.0797995608771	0.0729302266598	0.349968043997	0.071898415861	0.104901345487
a39	0.0490486464731	0.195206340228	0.0855790728173	0.089317779679	0.0891306070333	0.343478095666	0.0685522703766	0.079687190185
a35	0.060813320491	0.196584469643	0.108898824939	0.0957140323063	0.0881869886111	0.325183235222	0.0616707455565	0.0629483808177
a20	0.072950556497	0.209086184108	0.126806561313	0.0978927945488	0.080356407537	0.295547921407	0.0579016747562	0.0594579001926
a31	0.072018565259	0.212801129889	0.113359509238	0.100845567736	0.0770785377523	0.297953248602	0.0556225103859	0.0703209355509
a46	0.0608862787797	0.192963243676	0.121186642346	0.117962964199	0.0823332540908	0.297534556267	0.0582991333491	0.068833946137
a37	0.0637887003266	0.188959301685	0.142470004049	0.132315270866	0.0906590743636	0.245605561622	0.0647125204564	0.0714895867123
a17	0.0771782369089	0.203682343428	0.148611177883	0.130577970622	0.0883956813879	0.209519564141	0.0630537608188	0.0789812730841
a31	0.0775541480363	0.211829268609	0.135415393161	0.127527921541	0.0837362547293	0.21685710938	0.0625679784863	0.084511922248
a20	0.0828759513854	0.217330427336	0.122000091387	0.12046761318	0.0850542520431	0.20472361046	0.0717857648421	0.0957622801893
a39	0.0954967039018	0.221518050045	0.133093705996	0.12872377306	0.092795096881	0.155588870687	0.0715455734807	0.101238214263
a31	0.0932561799006	0.232744936682	0.122620368999	0.150665622553	0.0995867339603	0.118951559696	0.0668052666269	0.115369322328
a33	0.0865514517669	0.220141635627	0.135487674	0.141685627784	0.0973702411868	0.131157594832	0.076699786809	0.110905984683
a21	0.084860817569	0.210827437276	0.1523312216	0.142841237861	0.0985759473289	0.128549240144	0.077922817803	0.104091266894
a31	0.0875098955697	0.232428068825	0.122470108667	0.137187417287	0.0965265797763	0.118235988581	0.0807546611343	0.124887271985
a29	0.0910624455232	0.241408345342	0.107862774356	0.108757965562	0.0872693942588	0.12681447246	0.0919637472448	0.144860858882
a31	0.0911130604744	0.239444254781	0.096579462852	0.093581436354	0.0785611918196	0.132560167353	0.105263785682	0.162896639694
a8	0.0878930292315	0.210593486127	0.113833930351	0.0943918966847	0.0769193541399	0.132246033384	0.115040603161	0.169081664765
a31	0.0924061052505	0.204878933576	0.11938066985	0.0855473175282	0.0715678235133	0.134949394061	0.121593342787	0.169676418455
a17	0.105077311037	0.210866903725	0.11001676175	0.0762890162761	0.0661854330378	0.132458298554	0.122395962596	0.176710323752
</S>	0.111471444548	0.194638553662	0.127831723375	0.0805819194381	0.0694674019189	0.123205776677	0.114631113098	0.178172075376
