 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.2022913603	0.135060074753	0.041444443493	0.04517609666	0.021841029968	0.02586609821	0.2560740316	0.27224683947
a39	0.15771095389	0.135229055893	0.070509634994	0.039802791008	0.023905100094	0.0680199690833	0.2937731134	0.211049369879
a41	0.11932113462	0.0903192583279	0.129444739992	0.0739726694507	0.0340540502613	0.0897751668544	0.2765259287	0.186587059615
a39	0.09646957694	0.07431353818	0.14809647302	0.125273660824	0.0881407699738	0.0695554302848	0.243604263427	0.154546296254
a20	0.12441766118	0.09265089904	0.109621745596	0.131102156708	0.124632001536	0.0723783730283	0.189108337162	0.156088832436
a0	0.17543054906	0.129212873343	0.0576953352787	0.103909691043	0.109178001597	0.0689602372761	0.175749869914	0.179863445394
a31	0.155044422753	0.131206056948	0.0419830076529	0.0953854938143	0.097864904239	0.0584638647987	0.236633695971	0.183418550471
a13	0.124968663451	0.108543894905	0.0430680307176	0.0937108713381	0.104796497533	0.0617421570396	0.29030521379	0.172864680857
a17	0.11269481959	0.097849769019	0.0492959171725	0.0931809167794	0.101469673438	0.0747460315465	0.293616815997	0.177146073219
a31	0.106532773837	0.126945524653	0.0826752515242	0.0957494799931	0.0767085895927	0.0786921668488	0.258059504999	0.17463670814
a3	0.102168136439	0.140754396771	0.105222190041	0.111180566931	0.0749141345976	0.0895950108163	0.217304119266	0.15886144398
a46	0.094432766973	0.120396191257	0.0957080920803	0.14892622791	0.102206159733	0.106435801672	0.201704943555	0.13018982066
</S>	0.0936648089865	0.115655549199	0.0896705759402	0.167371622955	0.116800048867	0.114985487536	0.190098467178	0.11175344603
