 	lo	sentii	ee	che	arrivava	</S>
a15	0.312846988697	0.031774477052	0.1876733416	0.0978068069	0.25794072386	0.111957647655
a31	0.13191831569	0.0783334141944	0.2334898778	0.112681322367	0.311265150572	0.132311924787
a46	0.0655292807233	0.0941640503885	0.231843632	0.148599248989	0.350172904843	0.109690888935
a8	0.0626459648744	0.0606491363188	0.254112837467	0.19760844713	0.369440683821	0.0555429415783
a31	0.0606849749981	0.0420262753009	0.240932338956	0.22579002511	0.39742542754	0.0331409755528
a23	0.049957659406	0.046660752295	0.233427764412	0.24410425577	0.402933922127	0.0229156698263
a8	0.110430394235	0.0885561676317	0.233000714031	0.24093141699	0.306892084922	0.0201892647174
a38	0.156957630478	0.110051936624	0.19823084255	0.189933878297	0.319953541841	0.0248721886658
a20	0.141174649026	0.112609521901	0.17470909361	0.129849290666	0.40307826728	0.0385791793153
a28	0.118906843409	0.107005945787	0.15811980489	0.103264032355	0.456882511093	0.0558208782384
a20	0.108388536003	0.0934161896463	0.16035323723	0.0989146475183	0.467893724764	0.0710336679928
a23	0.107793160868	0.0818445769528	0.162840158477	0.129305475373	0.433515578655	0.0847010463376
a31	0.107033269723	0.0683326666383	0.180813407626	0.153235300991	0.403102020885	0.0874833300059
a29	0.092287689901	0.0661763745488	0.186391224542	0.119122593997	0.465612002962	0.070410119142
a33	0.11264084336	0.0743788372689	0.148451802861	0.0978002960657	0.513732642987	0.052995591174
a29	0.134631582093	0.0778976964103	0.134717320834	0.0865862933552	0.510825302996	0.055341805418
a27	0.14291167072	0.082119798971	0.131932895465	0.0582918799384	0.502651458999	0.082092291382
a46	0.157323596912	0.0787255476367	0.123963141008	0.0454891691195	0.481762208333	0.112736323991
a20	0.16073582152	0.073674049607	0.119533927176	0.0387715475665	0.478708304778	0.128576331342
a31	0.180898206133	0.0727710181886	0.119709617772	0.0406532937622	0.472572989593	0.113394862059
a7	0.205094346362	0.0760023871952	0.104581489464	0.0450947087207	0.464320013198	0.10490704313
a1	0.202667206714	0.0751008096679	0.089779775168	0.0466589523602	0.461179381066	0.124613850611
a20	0.183787411251	0.074608409297	0.089234705496	0.0477970776401	0.454113153422	0.150459217346
a31	0.156221476313	0.0819261747732	0.0893808520587	0.0529045661	0.461467969541	0.158098940125
a20	0.154424950234	0.0825165179681	0.0845734445529	0.0539511740867	0.467459709847	0.157074193686
a31	0.144928922879	0.0779349875078	0.082542767651	0.0582171846356	0.451283073616	0.185093069517
a23	0.145643545272	0.0863145268801	0.0812822736837	0.0645746193252	0.395917811205	0.226267226852
</S>	0.175424790459	0.097449039428	0.0714992911418	0.0627241009226	0.344969722102	0.247933052699
