 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.180064371294	0.109613462673	0.052569973749	0.084838943477	0.1901764945	0.08750525993	0.086501838917	0.160551612365	0.0481780183859
a15	0.144960797118	0.119273887732	0.0566779166942	0.10407658759	0.261147672833	0.0884627719767	0.0586474192983	0.139865514848	0.026887403501
a31	0.0936605494327	0.059974201372	0.0379726356926	0.0665227206273	0.426843001544	0.0784649479389	0.0641175370541	0.150387931811	0.0220564701164
a21	0.0770141102409	0.0289875649442	0.0317801609262	0.0738114032931	0.430647066448	0.11839652238	0.0693465878047	0.140808717022	0.0292078857317
a31	0.087848483197	0.0274862233725	0.0421546864954	0.102394271431	0.379429785949	0.1507840557	0.0497886455856	0.132126741525	0.0279871147919
a8	0.117645221059	0.0425973447842	0.0638878400185	0.0847633286437	0.324715008583	0.127994943007	0.0530322422992	0.153741694186	0.0316223718373
a31	0.142275443082	0.0599917662672	0.0590540259062	0.0568513892812	0.225524015061	0.111415946102	0.0794316652997	0.220619227429	0.0448365204564
a20	0.15135751622	0.0837612287894	0.0481960513821	0.0621834904271	0.170572050887	0.099690834934	0.0911691946332	0.223727259776	0.0693423740855
a39	0.185813295617	0.145827694371	0.0587134868274	0.0678715838757	0.112118759229	0.088443042738	0.0947730021911	0.167814432672	0.0786247155685
a20	0.220384114072	0.194647145407	0.0639547794625	0.0537900969386	0.0735387332763	0.0741590814727	0.0968055600637	0.158003738824	0.0647167736362
a46	0.229084256391	0.184295638624	0.0635957991542	0.0587958446262	0.0869055887588	0.0691591751976	0.0930938171546	0.151819424341	0.0632504645454
a31	0.19946464211	0.15227968049	0.0806055335847	0.0842393560087	0.119347646453	0.0631424427059	0.0929547505649	0.140631647154	0.0673342873751
a39	0.153743518617	0.137915887388	0.0900502081616	0.107313752536	0.132322702084	0.064449904902	0.0918864102883	0.143349597025	0.078968000905
a31	0.123383637806	0.134583844878	0.104126585554	0.121058506645	0.119964054561	0.070522096454	0.0895709751094	0.133266985242	0.103523306582
a20	0.122414361535	0.115390175269	0.108817417918	0.116961979682	0.100767140187	0.071951171638	0.0889212590165	0.138191540047	0.136584957741
a31	0.135100201512	0.102583715397	0.112945722639	0.114477146694	0.085292766529	0.0731343414127	0.0839551100922	0.129036159482	0.16347484166
a46	0.135092803437	0.0960348643057	0.115134510146	0.112261840831	0.081814930843	0.0706259952042	0.0750999721841	0.128601576227	0.185333505033
a31	0.147389593079	0.0878624291952	0.109672379782	0.10391769921	0.0827716696143	0.0695923883347	0.073043551248	0.129794302876	0.195955973598
a46	0.16364461836	0.0841235159917	0.105167411727	0.0963012834033	0.0765612286714	0.0657548479782	0.0690177022693	0.139384107692	0.200045269986
</S>	0.17156378018	0.0780155172958	0.0863675197635	0.0839948527016	0.0724253565357	0.0620613023891	0.0655829781346	0.175426246946	0.204562442093
