 	il	morto	si	piange	</S>
a20	0.182336057581	0.34505967545	0.04741828073	0.225388559135	0.199797427585
a31	0.227615421974	0.382812256957	0.03655066465	0.253416349427	0.0996053239847
a18	0.305783314331	0.337233703959	0.03501583379	0.281042015003	0.0409251438546
a15	0.312724702543	0.29699737602	0.0491918733167	0.300107086327	0.0409789557582
a31	0.266046268646	0.36153848774	0.0796940338516	0.235372564058	0.0573486290641
a15	0.201607573754	0.403372017847	0.0712219529919	0.199279673155	0.124518765635
a31	0.169294652452	0.398922008149	0.0690500168878	0.18321869342	0.179514623467
a29	0.153842255396	0.394246189383	0.0664354442245	0.177953925262	0.20752218513
a31	0.171093445329	0.356525680461	0.0628495653282	0.165091258751	0.244440044873
a0	0.147778980452	0.328584130487	0.0675284184254	0.141975027837	0.314133439126
a31	0.128463520302	0.299627020696	0.0769491327045	0.145563468472	0.349396859269
a13	0.134951052497	0.284669615032	0.0913051728682	0.161500854531	0.327573314916
a18	0.122057039987	0.264366126477	0.0834969292227	0.212938992577	0.317140922239
a41	0.12198032376	0.276986255692	0.0831773117809	0.236771240392	0.28108486188
a31	0.133512278213	0.265199463897	0.104273430767	0.209417751464	0.287597063227
a18	0.165608163391	0.227031376766	0.121175890522	0.195946356355	0.290238202142
a31	0.16831884635	0.211987039055	0.141965072441	0.196359591785	0.281369442447
a46	0.19488058793	0.181693251352	0.14356060388	0.217152429595	0.262713127216
a31	0.21710098149	0.165214975451	0.139837142027	0.237847572932	0.239999328405
a0	0.213259457161	0.159138466484	0.143587891342	0.264284505844	0.219729679802
a31	0.215216559384	0.156997296161	0.144577926781	0.275472938815	0.207735276934
</S>	0.196000734532	0.17709890008	0.158655594391	0.248557351408	0.219687413467
