 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.1764373817	0.0864900339072	0.05591012685	0.06054395168	0.193978289448	0.112012274068	0.05585468569	0.06035864311	0.198414625865
a29	0.138585145499	0.0738287595728	0.096435826675	0.075587681384	0.316021871416	0.126392453516	0.0567057122533	0.041230589082	0.0752119841307
a31	0.109348797559	0.043872640147	0.12656743583	0.092483808992	0.320435441252	0.195324398852	0.0464971584878	0.034579876746	0.03089045098
a20	0.095835942833	0.0356009839807	0.153031217923	0.0933942364507	0.288933506397	0.199473201537	0.0487001578513	0.0457339513633	0.0392967967859
a31	0.105079549864	0.063382644532	0.142222020441	0.100108680764	0.243996701866	0.126756209564	0.0761316144504	0.0635357908398	0.0787867883565
a28	0.137449471655	0.0942565196467	0.102131473376	0.148980193218	0.151103683289	0.09670694312	0.0827915012148	0.0643938013373	0.122186409309
a3	0.192662777732	0.103336221477	0.0855947833473	0.159738786749	0.090840940743	0.08840080352	0.0703727460383	0.0561084358504	0.152944495757
a35	0.241408927791	0.102357763134	0.0775928129758	0.141951030396	0.0630910499143	0.107398050173	0.0762080212794	0.0534051889148	0.136587135187
a31	0.238085740597	0.125310774598	0.0850189099919	0.115210949532	0.0663614617248	0.128501208658	0.0847329984265	0.0638713233049	0.0929066262281
a20	0.208049032066	0.14383649035	0.100922455331	0.089908900344	0.0678485496416	0.123286849619	0.0867869981422	0.0769437829016	0.102416953276
a31	0.171140030155	0.162387142259	0.119471455444	0.069945880928	0.0847947207472	0.103593212073	0.0771671412274	0.0775907723005	0.133909654559
a28	0.163075760385	0.156534758283	0.122061943415	0.0481426274293	0.0934926923157	0.110686627758	0.0698205929225	0.0757132463002	0.16047176032
a13	0.174749195595	0.106734978836	0.105230810138	0.0357970013564	0.0760967573719	0.138308680853	0.0760918559742	0.0805264886334	0.20646423904
a41	0.159358095932	0.0907830439127	0.097392144646	0.0401421881188	0.0949891687906	0.129637482284	0.0781773837914	0.0846050324778	0.224915457813
a28	0.144113296111	0.0856996726049	0.094083215082	0.0548100463996	0.137295182397	0.109002973428	0.0762865169305	0.0856570933926	0.213051998604
a31	0.130182351104	0.0911785265663	0.115834418627	0.0605288413665	0.165969954132	0.110381386009	0.0689122073768	0.0771313755642	0.179880944615
a20	0.135936043235	0.0879194150488	0.111787883676	0.0519690933155	0.166770250244	0.108251455203	0.0721528627256	0.0928439977214	0.172369012085
a31	0.155609363412	0.0836890106976	0.0972219437587	0.0465156716885	0.152788840281	0.0995606203343	0.0826672556419	0.115965334174	0.165981965468
a24	0.152901607071	0.0883988000679	0.10471832932	0.0563087059662	0.141866594494	0.0994327949781	0.0816826581473	0.115286946991	0.159403562329
a46	0.129781724957	0.0739328082813	0.0935010321733	0.0777302776354	0.144543458098	0.103309329326	0.0792440820491	0.117516063397	0.180441227976
</S>	0.119697062678	0.0636554825007	0.0865713490866	0.0892854478177	0.147405623349	0.107938203263	0.0797101621245	0.119763774698	0.185972896188
