 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a18	0.053295259474	0.101867248285	0.130681080139	0.042883983763	0.029557390287	0.05889140962	0.137617006121	0.0173871690282	0.032675413715	0.0516069316756	0.082052943044	0.059317705345	0.20216644647
a20	0.0506005109407	0.0947986886854	0.137417428026	0.0562280834697	0.031087902229	0.06094658594	0.186064111281	0.0137223091015	0.028219462831	0.0689951658141	0.0801412239707	0.0400730130637	0.151705526613
a31	0.0655640708269	0.0748176307273	0.133469270135	0.0839786630566	0.0456423733983	0.0886656412333	0.163226411201	0.0123239811	0.0249314686503	0.0838963917385	0.0957599326102	0.0425832679512	0.0851409152857
a24	0.0757880720556	0.0475815798409	0.106524847258	0.0726898377855	0.0503811737794	0.155739792011	0.133771010221	0.013454628082	0.0384439650608	0.0892866050308	0.0946030053167	0.0466702854331	0.0750651965714
a31	0.0693806455185	0.0526286652906	0.0566292286033	0.0536358273952	0.0418223802885	0.198167628564	0.133549506907	0.0171366733531	0.0599812892669	0.0711931117169	0.101742581466	0.0516125691404	0.0925198847513
a7	0.0653877863395	0.0590067838766	0.0440737091924	0.0546801088651	0.0457144795715	0.173222413415	0.148695503796	0.0246136305278	0.0624447256223	0.0540762987923	0.096423759622	0.0515031499568	0.120157638947
a20	0.0976837345132	0.066162057195	0.0534284880915	0.0594475556884	0.0547458457038	0.125717473472	0.132341853219	0.0255074773673	0.0584102418741	0.0600563732574	0.0906703561407	0.0458821329823	0.129946401537
a39	0.114160982304	0.0925728611983	0.0695392954038	0.0759841842961	0.0714874520346	0.0943760959573	0.0947244276997	0.0200422206882	0.056640591098	0.0614386700591	0.0828768779136	0.0535647908414	0.112591556682
a31	0.133040354235	0.116939967233	0.0793896265946	0.0821071962987	0.0702053491449	0.0910975043191	0.0798922331732	0.019161262593	0.0732677223207	0.048933110073	0.0695676824379	0.0589966140611	0.07740137955
a46	0.160966196158	0.108541012611	0.0782458812649	0.0882729398129	0.0558986095816	0.0875711786397	0.0913553820311	0.0201462834119	0.0839872858702	0.0397587639443	0.071912636346	0.0538572208737	0.0594865980573
a31	0.157781798599	0.086855052337	0.068091449955	0.104322730384	0.0613090341272	0.0962291195466	0.094383413877	0.0207038592293	0.0884717275987	0.0417855882948	0.0695708588287	0.0568765325512	0.0536188171124
a17	0.133131822526	0.0744246272657	0.0681018388983	0.109781856528	0.0614298527624	0.101726221049	0.101506485459	0.0203302130564	0.0998181349062	0.0402322568049	0.0829281872696	0.0592725014624	0.0473159956908
a20	0.129806432533	0.0659645481752	0.0717467732128	0.134902094843	0.0663446970541	0.0827788282163	0.113876529293	0.0189916245001	0.0939899549221	0.0337870750616	0.0904709050765	0.0541928873728	0.0431476566703
a17	0.134830170442	0.0680888158584	0.0689513894976	0.154314790434	0.0711668592647	0.0749086501388	0.120991474404	0.018240033568	0.080230750694	0.0268681718872	0.0963020171322	0.0522987226509	0.0328081443514
a31	0.111814830247	0.0929431221528	0.0752003059925	0.128992017465	0.0831119176882	0.0768784887129	0.113072930201	0.0203520898027	0.068917764678	0.0437799871624	0.0984153851774	0.057219413257	0.0293017311851
a5	0.107461252682	0.108245178051	0.0973728070642	0.0997609801483	0.0977410805961	0.0818812696376	0.095486500107	0.0201651222742	0.052941552366	0.0628480903208	0.0670546950591	0.060685930659	0.0483555334217
a35	0.120514463701	0.104223532884	0.117867415201	0.0935628143428	0.0791219789987	0.0663552308792	0.0981410852357	0.0200963586114	0.0351913268353	0.0504520017069	0.084792104553	0.067053411873	0.0626282775406
a15	0.14629277212	0.122948230161	0.12455743998	0.0942784480209	0.0635542193596	0.0551916018264	0.0946240040052	0.0221748993058	0.0298915892851	0.0371764450356	0.101140618751	0.0664367944043	0.0417329343735
a24	0.141006914013	0.14252283112	0.118006202393	0.0815701212736	0.0721878298999	0.0713559275421	0.0939808366351	0.0210156298973	0.0294058317084	0.0397023442785	0.082244954217	0.0650835482681	0.0419170100352
a7	0.109999348031	0.145365377773	0.109928571998	0.0604399785179	0.0817769540533	0.0907432809807	0.103188996945	0.0203532409524	0.0303480622428	0.0423171866928	0.0693380722723	0.083976149476	0.0522247760024
a31	0.101807306477	0.145044033324	0.118860897333	0.045233658406	0.0824633872178	0.0881951132936	0.0944372929683	0.0237403294708	0.0354696972409	0.0536964864976	0.0623066054908	0.101820069165	0.0469251350675
a11	0.096391600959	0.150151631308	0.119367568711	0.0414115630353	0.0756802334059	0.0916719017312	0.0825149754428	0.0256732465969	0.0367064140136	0.0597793979659	0.0588914916969	0.119760031182	0.0419999536558
