 	non	deve	magniare	la	sera	</S>
a20	0.1982402627	0.163176967572	0.082705205629	0.1771928965	0.256426654811	0.12225803467
a31	0.21251889548	0.153657632617	0.0394065361771	0.249496537527	0.262731979678	0.0821884356023
a18	0.129276388787	0.0784641114702	0.0622256038412	0.326713276402	0.352053368826	0.0512672615098
a37	0.0872040929157	0.0696129407615	0.0775454186864	0.323586214241	0.363313695342	0.0787376434466
a18	0.158195923512	0.0653120054872	0.0441072617688	0.27580445452	0.338968268514	0.117612069472
a31	0.244636343637	0.0968060043624	0.0247087977963	0.172611791373	0.305937399438	0.155299632247
a13	0.268288604932	0.142556869921	0.0350803326081	0.128237446124	0.270332250813	0.155504460129
a31	0.226688237031	0.130010861307	0.0637064235387	0.139208068441	0.281849653071	0.158536727443
a17	0.156953004677	0.100736866102	0.0816318168329	0.144619581214	0.32084490969	0.195213810481
</S>	0.124648234538	0.087629505351	0.0879402424564	0.142663017607	0.348208145845	0.208910854541
