 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.0535671483497	0.151910109591	0.0317154206663	0.0106479344002	0.01479824095	0.015275074919	0.024046179098	0.05223243631	0.0402841209223	0.173397978823	0.319176913013	0.112948468901
a31	0.0647332884907	0.137525987639	0.0918097831773	0.00776136255	0.00895683422267	0.0124140159573	0.01441692199	0.029456849802	0.0282592681426	0.224621481641	0.329369938783	0.0506742909401
a0	0.0522073357611	0.1217836357	0.139727980855	0.0103861909345	0.00967309702289	0.0357299241254	0.0415091153953	0.0227699278193	0.0346930552438	0.182030469519	0.3223357688	0.027153514044
a37	0.0469380146128	0.109595940085	0.122202967575	0.0130553238198	0.0221962322979	0.0485444550418	0.0585974295651	0.0387659172644	0.0904229510672	0.115638844266	0.304826159722	0.0292157683256
<UNK>	0.0539237152276	0.0783848669844	0.125496249313	0.0243315773513	0.0477651486522	0.0352661307939	0.0608008473817	0.0581713236561	0.125373480343	0.102534974881	0.248489472189	0.0394622141408
a31	0.0452455150577	0.039414818938	0.0971784260114	0.0295845402094	0.0498586534041	0.0930037254646	0.0672771433272	0.0657221045687	0.0997184849253	0.100158068294	0.269813899809	0.0430246262021
a3	0.0366974100616	0.0211803360184	0.0708860551884	0.0299240577955	0.0369075082414	0.157438708288	0.0701754644424	0.0816978040896	0.0821868976431	0.0955710520313	0.274341841652	0.0429928621112
a20	0.0424608540038	0.0199385951099	0.0786481758438	0.0408457971427	0.0524178818405	0.179903377963	0.0944722348808	0.0859499863032	0.059778658335	0.0938817469438	0.211582084534	0.0401205999891
a24	0.0433031104244	0.0226984788437	0.0687808224041	0.0498689838148	0.0628066896135	0.192574555988	0.10170838306	0.0662588457411	0.036719899495	0.106618527715	0.207349560326	0.0413121378814
a18	0.0480944935599	0.0272811354839	0.066032106076	0.055304492978	0.0596651828112	0.181282853463	0.102376410687	0.053561330447	0.0268629956557	0.119450043572	0.22226804771	0.0378209017308
a31	0.0504264746459	0.0296100056326	0.0817823549607	0.0564098804753	0.0528927810904	0.189364582154	0.0951327561957	0.0451618326157	0.0250501700519	0.107421756057	0.228606807208	0.0381405897983
a28	0.0484938820826	0.0307327066689	0.0898688581329	0.0606009890938	0.0563351861501	0.216846345051	0.0790920009986	0.0374010469386	0.025478159522	0.104974591286	0.206754243192	0.0434219828248
a37	0.0476583154595	0.033452371855	0.0865856492939	0.0617697089779	0.0685523672967	0.229626502884	0.0741880254662	0.0372217144462	0.0257826519687	0.096316235962	0.19928151083	0.0395649337709
a31	0.0429027217265	0.0462558238323	0.0921806793462	0.072447854206	0.0662680057922	0.179790674695	0.0778126412221	0.0484653664821	0.0293455201262	0.0903354221673	0.206739330021	0.0474559386796
a20	0.0416362664728	0.0578185014816	0.0975991037441	0.073963219772	0.0612104119041	0.112502857498	0.078442161374	0.0539444657274	0.0393319944394	0.123356600969	0.208101906207	0.0520924948465
a13	0.0422790345069	0.055310859271	0.122305451649	0.066266584818	0.058455539716	0.108399976959	0.065427645558	0.0437002387331	0.0421886759318	0.128395232323	0.216990822536	0.0502799317662
a20	0.0462648988056	0.0555500841576	0.124860649753	0.06519553669	0.055038257696	0.110617367446	0.0576762926527	0.0449472459284	0.0389939821537	0.111324538641	0.220400684312	0.0691304691394
a31	0.0461840763025	0.0833287774315	0.112158559516	0.0600894694707	0.0505290169833	0.0829738110353	0.0546418244376	0.0467215075328	0.0387152373121	0.105214461547	0.225171225037	0.0942720400865
a44	0.0450303304395	0.103883671775	0.108856820055	0.0568177350496	0.0569247337164	0.0643111932251	0.0511399190325	0.0409662468409	0.0394731306811	0.122840193249	0.226829701546	0.0829263263555
a31	0.0495930732825	0.0924352159695	0.092698645994	0.0576031568645	0.0653113484215	0.0627741177417	0.0503675254375	0.0399356452116	0.0487958704046	0.12859865355	0.241537321915	0.0703494311852
a23	0.0537548378968	0.0966272820272	0.0829033554598	0.0578255199875	0.0657312430185	0.0584541711539	0.0476944943058	0.0386881541085	0.0502377925287	0.12636233125	0.244884812438	0.0768359997817
</S>	0.0580091683624	0.10793981895	0.0794224680701	0.0554795241887	0.0681135648623	0.055801996827	0.0466813189529	0.0375772630143	0.0445188469257	0.143632236425	0.231256503919	0.0715672778308
