 	mi	si	gonfiò	il	dito	</S>
a41	0.299429411076	0.149934710932	0.149557652157	0.235325202	0.12542240218	0.0403306113
a20	0.358312934377	0.0826949680773	0.151948940582	0.215346885052	0.162513272436	0.0291829702
a39	0.356106449047	0.0635623719778	0.166194615116	0.179298515469	0.190867261488	0.04397076248
a31	0.238120620956	0.0807769917526	0.176088432727	0.209249371556	0.226992131716	0.0687724539333
a37	0.153821715319	0.0649042833575	0.185855197675	0.274846309719	0.235494058179	0.0850784406778
a21	0.160382721041	0.0421637819525	0.182478537477	0.252797399506	0.25070558212	0.111471985533
a38	0.259719213242	0.0362513476642	0.182042727156	0.172962223389	0.240046378127	0.108978107971
a18	0.332549232867	0.0416692115281	0.203834736957	0.146511356323	0.199345398302	0.0760900570503
a46	0.317666721209	0.0808159729494	0.222016738222	0.151534444681	0.158455317154	0.0695108097301
a31	0.23279535393	0.11407931581	0.244512889274	0.172892625694	0.135896166525	0.0998236495474
a20	0.213492153943	0.117966595563	0.249100975291	0.184416955298	0.105999591315	0.129023727953
a46	0.213345080308	0.144067599788	0.24245063903	0.170338053033	0.0786741523383	0.151124465944
a31	0.177438474829	0.133710252556	0.252962010077	0.156071859944	0.105194341499	0.174623052128
a8	0.18725717201	0.128620845812	0.243566251826	0.145070761848	0.111765276986	0.183719689463
a31	0.19495028387	0.128260545377	0.237534322742	0.137614571283	0.116393097235	0.185247182012
</S>	0.189982713735	0.0988419042485	0.239336241471	0.137635595842	0.142678043378	0.191525509842
