 	qui	dentro	vuole	un	tappeto	</S>
a31	0.246137334205	0.1621084724	0.210630423539	0.0638321785	0.2725304665	0.04476111559
a18	0.165551178409	0.0900930044	0.190607692002	0.0933052074333	0.4277463067	0.0326966039567
a10	0.0917040696036	0.0412563650433	0.164348202818	0.144651384878	0.482790548233	0.0752494296522
a31	0.0827063186621	0.0319166354844	0.193320072291	0.153811448626	0.426141852678	0.112103670977
a14	0.0695897836254	0.0232515171481	0.231747495905	0.167571963942	0.399876922893	0.107962320919
a31	0.0772260484158	0.0448924894494	0.231500420151	0.182074611447	0.352732263698	0.111574167406
a39	0.0917892366986	0.0544948785965	0.178168831066	0.216934140816	0.356174233899	0.102438670002
a31	0.109162603993	0.0459749008722	0.131028274571	0.222269369939	0.3801135993	0.111451249467
a39	0.103417791798	0.0620692595374	0.12538620585	0.197503960646	0.381133956433	0.130488828889
a33	0.104417852999	0.102722296492	0.126822461733	0.163888447949	0.360261716011	0.141887227163
a31	0.1714224078	0.129013736897	0.109009257198	0.135233868716	0.28086410227	0.174456620021
</S>	0.2133415124	0.120589223448	0.097069224099	0.139496617858	0.237693230735	0.19181017346
