 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.141696367705	0.0658271740942	0.092905369159	0.121418585812	0.105020108967	0.107293304635	0.0307989663743	0.0141059127	0.006343278768	0.107942419525	0.0387296170706	0.0848438738034	0.0830750058742
a31	0.107551939029	0.0618424681795	0.15263555292	0.105357435421	0.0953976760038	0.107037147863	0.0399510204929	0.0319058280267	0.0170859213387	0.163135852256	0.0231674952043	0.0637450471701	0.0311866277429
a20	0.063588100336	0.0471616803552	0.169398011381	0.110245868371	0.0688647066627	0.117560048439	0.0483315057507	0.0758264374356	0.04151918453	0.151458131289	0.0182044201118	0.06310029089	0.024741645145
a31	0.0525031316644	0.0509021037892	0.113168842954	0.15401784139	0.0873054828209	0.156758843813	0.0366894340809	0.0816702545919	0.0605878014719	0.096350057779	0.0217781129673	0.0595036972633	0.0287644210837
a28	0.0516671458285	0.0485708668932	0.0876952076827	0.173143082797	0.120764279407	0.181709759404	0.027582474777	0.0496324647106	0.0521702627094	0.0553107241157	0.0339898700958	0.0817930631211	0.0359708131452
a20	0.0559211601452	0.0410428194317	0.0954015212942	0.162617986532	0.173392022202	0.181828283801	0.0296087556117	0.0391954019035	0.0373402379643	0.0291668005852	0.0384931729519	0.0821191416337	0.0338727028791
a37	0.0679670404841	0.0439542793086	0.0983557974314	0.134647205977	0.213860140534	0.167831812334	0.0376427067399	0.0423754777678	0.0423406679404	0.0166312677351	0.031604256324	0.0771465646379	0.0256427913864
a31	0.0740382276407	0.0469545299042	0.0853011403105	0.105849781059	0.188332859111	0.139738878111	0.0348606261626	0.0471604407893	0.0663932365329	0.0280605606984	0.056383749568	0.0993059147126	0.0276200654288
a20	0.0725493171756	0.0436845602727	0.0667466082435	0.0797817128197	0.166561699237	0.152430658704	0.0290576600562	0.0463202533964	0.0855270388054	0.0404936435128	0.0898669499227	0.104836398438	0.0221435112563
a31	0.0735110015599	0.0356121293609	0.0670076125212	0.0818502223599	0.150486863879	0.160770479568	0.0280552523881	0.0450019511988	0.0929720584419	0.0369363948376	0.0899896284209	0.111748419746	0.0260579865054
a46	0.0664805891813	0.027377983167	0.0787228735071	0.0956642228733	0.133787547026	0.167111456523	0.027722520432	0.0464600698263	0.101044862636	0.0348440664792	0.0763640970736	0.116533335895	0.0278863603485
a20	0.0621136735271	0.040964443469	0.079060078969	0.101421713158	0.121558379542	0.197436504441	0.0340305572773	0.0526202413021	0.102735368845	0.0292884348464	0.0607703964245	0.100470998885	0.0175292081295
a31	0.057393146749	0.046295905223	0.0969358596563	0.118146162586	0.110026433247	0.164249695214	0.0396039051211	0.0587771803674	0.0991847952617	0.0231902998355	0.0568170730748	0.105758931168	0.0236206200632
a20	0.0555006285563	0.0407175658743	0.132205593419	0.114264840129	0.105779118016	0.184374066538	0.041555744587	0.0530964733225	0.085137258546	0.0204105632118	0.0548964869849	0.0843198995893	0.0277417677411
a37	0.0563806895854	0.0630815949581	0.148805462606	0.10970667111	0.112521148872	0.219308056846	0.0430543354703	0.0437842071742	0.0701131190403	0.0154003098039	0.0434906344216	0.0517928761098	0.0225608932937
a31	0.0492155645951	0.0662934981194	0.146693453802	0.13382005357	0.123636919824	0.191420174415	0.0490050276688	0.0431465949914	0.0645559568408	0.0161440691346	0.0406079852072	0.0434933042699	0.0319674006346
a17	0.0625347383317	0.0589714119731	0.147709095467	0.12693883659	0.124386456408	0.188351105405	0.0478273425536	0.0390006649305	0.0633565187417	0.0179300067115	0.0456963657691	0.0392205697433	0.0380769024549
a31	0.0737057406439	0.061822983391	0.133407534509	0.109485820597	0.121113231203	0.196341680935	0.0465497798645	0.0355952319768	0.0581572988392	0.0210072854372	0.051060236423	0.0387882616478	0.052964916497
a18	0.0813699763946	0.0722976144637	0.119897864723	0.093207066199	0.109768034601	0.203504699645	0.0470485816888	0.0356948258589	0.0538412216836	0.0234786364457	0.0532134918743	0.0402358136159	0.0664421589243
a37	0.0984821642649	0.0911153097546	0.135634424908	0.0771199250663	0.095421246467	0.211080008682	0.0395420698649	0.0307403070196	0.0454787536045	0.0222542740819	0.0530955460248	0.0346933015386	0.0653426590748
a20	0.101565781575	0.0982305218515	0.148776250303	0.0855930104221	0.101054037289	0.186467566561	0.0338240441696	0.0291299642465	0.0359906356888	0.0249906434406	0.0524777422949	0.0312471249129	0.0706526816916
a31	0.103102881192	0.0869226724838	0.139329944381	0.0928696131407	0.10474973303	0.174433970254	0.0354239794719	0.0318839608555	0.0366649300895	0.0291554585602	0.0467414924983	0.0343707413616	0.0843506329625
a11	0.103809712557	0.0835917452279	0.130923107607	0.0817560295802	0.09648724701	0.189512044351	0.0371302765526	0.0327837459518	0.0361564458027	0.0294716890867	0.0407416756128	0.0379088925445	0.0997274001195
a31	0.108241203412	0.0820203667426	0.112604704782	0.0690226853267	0.08930837687	0.196248712384	0.0362059907622	0.0332328821839	0.039607794225	0.0344721372689	0.0455518185376	0.0454884193615	0.107994910896
a8	0.116008022004	0.0774003431475	0.083249588734	0.0591282227756	0.0813303692233	0.205960632928	0.0360550312867	0.033965543328	0.0419729532961	0.0374301792963	0.0467811738459	0.0572603959005	0.123457530375
</S>	0.116471757102	0.0845065614237	0.080268458007	0.0521938864878	0.0779089383116	0.214664826864	0.0338691342353	0.032233773364	0.0371961960051	0.0334592094981	0.0420829919229	0.0620010199002	0.133143224718
