 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.117637176184	0.114369281501	0.13303299718	0.2771240739	0.1406176284	0.09880286319	0.118415954182
a8	0.091114152932	0.111844815101	0.136107413993	0.315512111167	0.18812468284	0.108030134963	0.0492666850547
a20	0.0539959094893	0.11031204	0.119550275931	0.277974770822	0.205260750833	0.190026522201	0.0428797514909
a8	0.0523937028216	0.103773914867	0.128368131444	0.241490307774	0.156903163624	0.253540062909	0.0635307348736
a31	0.0434563437037	0.119463754802	0.145271429681	0.244715965725	0.111944855441	0.277476272314	0.0576713788545
a37	0.0474824444818	0.143487040087	0.13747555956	0.299887218322	0.0809778582803	0.25223524676	0.0384546309302
a10	0.0997550160959	0.167985032736	0.11437815532	0.285589844987	0.0663731988268	0.211463658433	0.0544551090021
a31	0.111547125278	0.15319663911	0.113913286573	0.257245401929	0.0881988256089	0.221000663211	0.054898087274
a21	0.118153096678	0.160308696588	0.129423866791	0.256980306396	0.0846400051163	0.212606843338	0.037887195938
a31	0.114108675855	0.168422757946	0.135975249284	0.254690663419	0.0952304974854	0.194177227821	0.0373949260327
a10	0.0993160369583	0.132613856245	0.138219290335	0.28189308934	0.125632831162	0.177857601527	0.0444672913909
a17	0.149486132953	0.105000833582	0.153366902132	0.27530312518	0.113163065521	0.143907118369	0.0597728184636
a20	0.188819713011	0.115376138827	0.154329020777	0.232177426527	0.0997861660403	0.12529623807	0.0842153041545
a31	0.16933167407	0.114177334626	0.126943381259	0.213987848442	0.106406322813	0.120826620123	0.148326836612
a39	0.133636107757	0.119970548292	0.10219316642	0.238444894814	0.112648713338	0.117145543641	0.175961037697
a31	0.137010707519	0.127176822744	0.08715566414	0.239908641071	0.115159894379	0.114479783147	0.179108481566
a8	0.143666257573	0.128964927941	0.0816716519133	0.214138663157	0.119604924926	0.116515042916	0.195438532722
a39	0.155978760058	0.138426696207	0.0843024077711	0.189523794852	0.125391260775	0.124404575105	0.181972511641
a8	0.171634339286	0.144948212676	0.0880246023237	0.190835823417	0.124893435325	0.126618208035	0.153045375747
</S>	0.172473858843	0.158087409478	0.0925816812618	0.199226993708	0.119989218862	0.124401092618	0.133239740173
