 	le	ragazze	vogliono	guardate	</S>
a10	0.184383320017	0.4166042564	0.0734687271	0.104782358657	0.22076130974
a20	0.20942383101	0.442818653533	0.0430191125667	0.11322015937	0.191518243468
a31	0.25329449565	0.415419541111	0.0446011876622	0.143681132769	0.143003650177
a20	0.243609236137	0.421719170837	0.0366778383007	0.16936595056	0.128627818431
a11	0.274343876612	0.307563083446	0.0445873778402	0.217160159605	0.15634551935
a31	0.289480456464	0.277258365049	0.0666789500801	0.228877762248	0.137704468783
a0	0.274522363615	0.270038908903	0.106664610827	0.209053273349	0.139720835974
a31	0.259388864838	0.258429241854	0.151185336076	0.18143423965	0.149562297725
a39	0.233280104386	0.282198366951	0.165368591825	0.161448203217	0.157704720842
a18	0.207635514635	0.255139315317	0.166633246875	0.150666376406	0.219925545214
a31	0.185436167478	0.262738715772	0.147462894625	0.139553132202	0.264809084271
a8	0.178692230293	0.232247075724	0.175924931408	0.143658742134	0.269477011024
a31	0.171722150298	0.218065657708	0.193129442869	0.147219023911	0.269863729875
a46	0.161356919233	0.220825498836	0.19579775609	0.157956187637	0.264063645492
a18	0.163440226744	0.229835177879	0.204748678097	0.151981973546	0.249993945964
a35	0.156332030181	0.276156553293	0.184532114432	0.135201822849	0.247777489388
a31	0.155439796327	0.284488204764	0.188421630811	0.134446199483	0.237204182663
a39	0.158730290076	0.294737915655	0.184389720937	0.135094537361	0.227047542954
a8	0.162386922392	0.321970590952	0.170947437979	0.127462343387	0.217232701451
a23	0.179485249731	0.336203089651	0.170014938993	0.117366025796	0.196930682617
</S>	0.184841876365	0.344524239825	0.173133946496	0.113161305498	0.184338613509
