 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.710923244	0.1053324544	0.0331856972	0.030797017758	0.0295879570053	0.0297646950766	0.0300078083487	0.030401159435
p	0.417219718	0.370758446	0.037182841556	0.0326555781165	0.0330017547081	0.0349316211385	0.0347951670454	0.0394547218987
e	0.330258523	0.3193943958	0.07620797924	0.09448250182	0.0277492445266	0.0374794894431	0.0410439186139	0.0733838369223
t	0.2749606412	0.499825352	0.04672879588	0.034649351992	0.0339349819187	0.0357562366388	0.0347033814355	0.0394412128573
à	0.233030636	0.3973156468	0.10528345254	0.0576269424	0.026098078698	0.0448836683354	0.0461194783884	0.0896419072057
c	0.1197957918	0.536978232	0.1808630828	0.02850147508	0.026435345394	0.0321552703407	0.0315312741337	0.0437394639274
i	0.147471452	0.48600071	0.1725157244	0.067546923	0.026890767332	0.029240443399	0.0288841772629	0.0414497646341
a	0.113473909	0.245919278	0.347282242	0.125190898	0.0370429291306	0.0409233871904	0.0398330868244	0.0503341357307
k	0.074867968	0.14698731712	0.420799664	0.1846531872	0.023638900734	0.0545582308343	0.0305976937317	0.0638971517731
è	0.1380590524	0.12464226392	0.27863521224	0.2095421228	0.04978445744	0.058727247	0.051593879168	0.0890159248488
c	0.062935794	0.1294981704	0.4677959472	0.180983954	0.03500202266	0.033222732024	0.03574788229	0.0548135550029
c	0.04103393095	0.07264352888	0.301835885	0.285931738	0.13679861536	0.03565430746	0.0356610224454	0.090440899494
i	0.078237618	0.1050211282	0.2113211968	0.326122695	0.070968090388	0.0553550597164	0.0522306819902	0.100743374478
a	0.03269215928	0.04175234868	0.248890614	0.3416966	0.1011164212	0.0450324742	0.057933548084	0.1308857526
u	0.03504957784	0.04476192504	0.182429166	0.3141274834	0.152215292	0.103868796	0.06353746998	0.10401026794
s	0.04769812475	0.071834071348	0.120530522	0.161010355	0.219791548	0.10315082	0.1608227958	0.1151618718
e	0.09527663383	0.03230281974	0.0423827419	0.169116108	0.172383913	0.0997005422	0.12399367559	0.26484342886
n	0.018712847328	0.020210141896	0.0582636034	0.07285963234	0.2187004078	0.30540579	0.1000516888	0.2057958178
d	0.014478371006	0.0156478384	0.0322824942	0.0656701532	0.3202868958	0.135522016	0.1072967054	0.308815562
ì	0.021133464859	0.0306808743	0.030017563194	0.1987111273	0.03916927558	0.168612440538	0.16276633756	0.3489090182
n	0.010970904708	0.02461619036	0.0833880226	0.0534089934	0.1906134976	0.280035988	0.128411704	0.2285545236
n	0.0132521370214	0.01517659696	0.0518719088	0.0880051196	0.1911974546	0.2809168864	0.0583827068	0.3011973636
u	0.009364832604	0.017999181	0.04526399713	0.21611557006	0.0645500378	0.18264525594	0.12216492522	0.3418962182
n	0.010350442068	0.009192221486	0.011778179266	0.012431432782	0.0530018292	0.32511816594	0.231396382	0.3467312068
e	0.0217698551008	0.01809977032	0.01985536846	0.046237190614	0.1069684217	0.254839886	0.190429382	0.341800244
i	0.0098469859796	0.0081630741988	0.009236522264	0.0104180712046	0.02672931878	0.080488299816	0.55266066	0.302457071
g	0.0111900971194	0.0109158947676	0.01169778666	0.0133353603526	0.02819324437	0.12838535302	0.459417982	0.3368642808
e	0.069123170972	0.019489003056	0.008399569918	0.08087726856	0.02297052756	0.088305186	0.33893728	0.3718978412
n	0.0093140470454	0.008840237744	0.010713674856	0.0100218022986	0.026880786792	0.10823836004	0.515829614	0.310161398
i	0.00493309329	0.007079962674	0.0089551566632	0.016571614	0.0514873318	0.13931720224	0.313436236	0.458219468
t	0.0094050660306	0.007306093408	0.008206413942	0.0084520422	0.0188400103	0.0576672846	0.491498708	0.3986244306
ò	0.010974881586	0.010596678748	0.0070761551176	0.012729693798	0.02111541386	0.08176741658	0.298854431	0.55688526
r	0.005691961835	0.00653801417	0.012025798612	0.009561077712	0.017354882134	0.0523370912	0.4021888012	0.494302405
i	0.00939282648	0.009503720008	0.009125669226	0.011677323118	0.0261149445	0.0567959704	0.465139844	0.412249694
</S>	0.012751856354	0.0162327249288	0.012265118652	0.0143293450478	0.023789489186	0.0421366412	0.325854452	0.552640384
