 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.781542238	0.0341257142	0.03012056554	0.0257818431004	0.0255767272148	0.0252981074706	0.0261808043035	0.0252991875111	0.026074711883
j	0.6074588388	0.1505236676	0.034739270876	0.0307568479266	0.0303912195662	0.0287694537314	0.033497535495	0.0461212925705	0.0377419041627
i	0.4129782192	0.2776059268	0.05798914108	0.028376083874	0.0301777488938	0.0259983296065	0.0535197686476	0.049271440414	0.0640832240497
n	0.43984517	0.2962453648	0.03730671114	0.0325280098588	0.0301571913917	0.0281502471588	0.0388592399577	0.0436777958434	0.0532302699944
è	0.176087488	0.3591818032	0.1652792496	0.0430371834	0.0495838672	0.025736523808	0.0478618104417	0.0554104316235	0.0778216752293
k	0.100738286	0.522303674	0.199270203	0.02559443514	0.0260509225026	0.0200995311362	0.0254641327798	0.0270037463675	0.0534751419532
a	0.224862876	0.340880076	0.174615114	0.0555350578	0.047300072244	0.0459465833903	0.0294691629149	0.0322786134587	0.0491125098897
p	0.095015037	0.270008048	0.4138914312	0.03655059208	0.034217268032	0.0257095595823	0.0313068911808	0.0331346932884	0.0601663130266
u	0.0547959574	0.204560844	0.336566318	0.1267637904	0.0572302316	0.029718127102	0.082868379646	0.0442868236646	0.0632097696346
l	0.0449127628	0.1119108662	0.5324638828	0.0773500758	0.03066877752	0.0272175467096	0.0982178504909	0.0248922788127	0.0523660606349
i	0.04088320644	0.1312591162	0.4136810548	0.1325622296	0.0707704952	0.03888033682	0.090827094128	0.0315408842228	0.0495954914443
z	0.03992671886	0.08109448448	0.381781644	0.2288409032	0.04431247744	0.0304571149952	0.111332887194	0.0244244114427	0.0578296012853
z	0.023431497294	0.0719494432	0.4224874684	0.159882708	0.0917450804	0.06791585746	0.093085183564	0.03168859155	0.0378141146745
è	0.02952922913	0.187089215	0.2721605802	0.168731952	0.120581405	0.03540031114	0.0635488335223	0.0417590959912	0.0811993671796
i	0.0211046462	0.0353604812	0.23118604	0.390237265	0.1145213808	0.02675951918	0.0170745946363	0.0548507857435	0.108905318978
o	0.016242939508	0.02877569332	0.1307948178	0.423304231	0.1896196264	0.0374743204	0.073398784352	0.0246923640846	0.0756969953109
s	0.020556596964	0.04156187095	0.069779119	0.3506048358	0.250238313	0.0690817848	0.06199045428	0.0424086597852	0.093778316366
p	0.013936095226	0.0232353917	0.1331744512	0.2056148232	0.36036744	0.1077338605	0.04897570228	0.0444086789792	0.06255375148
ì	0.007003434666	0.21223715496	0.0764220724	0.1201510312	0.20471828	0.0738954052	0.07604690328	0.10701309312	0.12251280726
t	0.01196075148	0.02139898272	0.0506531144	0.2172753564	0.334593023	0.155084483	0.0464984491	0.06634731245	0.096188602832
i	0.009549806972	0.015569160704	0.0320511942	0.1853123392	0.4504826992	0.0818922366	0.09198688886	0.03701625618	0.096139422892
o	0.0175977078	0.02298671431	0.02732390594	0.07800549674	0.17565680976	0.3905890648	0.071344449	0.13647653632	0.0800193274
à	0.011985643372	0.013773025268	0.015805541754	0.05009972302	0.13142086094	0.31685174792	0.1927055111	0.20704195726	0.06031618988
n	0.0121724224	0.023668240274	0.02299761554	0.0540606318	0.1890848192	0.25452621	0.1643521664	0.19907219672	0.08006582912
t	0.01743186264	0.02025091448	0.0364309046	0.0595532432	0.2556696688	0.2072893636	0.1527481642	0.14252514668	0.10810075152
r	0.007870485246	0.017032212502	0.00784929	0.02194014648	0.10364754592	0.1938490003	0.322187692	0.2036671466	0.1219564438
e	0.0046396748656	0.076127500499	0.00725376542	0.0188636012	0.08136462876	0.22136351592	0.239179536	0.2104651214	0.1407425808
p	0.00891749011056	0.009778033351	0.010077048015	0.0137399362	0.033979755356	0.0845901954	0.2010821328	0.3719906228	0.26584452
o	0.0043076302624	0.0075191177454	0.011565873776	0.02361229048	0.05070891208	0.07741384126	0.300362955	0.351524232	0.172985366
d	0.00818480128094	0.0113233862011	0.0105070934802	0.014016996312	0.0207664682906	0.053708204594	0.21435533666	0.401867514	0.26527013
è	0.0037466421916	0.007124329502	0.00913203188	0.02089398893	0.03866382662	0.05467708716	0.203513116	0.399932894	0.262316082
g	0.0058377650876	0.00941367855	0.009920918242	0.01811054078	0.02438283784	0.06024592348	0.1437695416	0.452054816	0.276264208
g	0.0044754955654	0.010600499464	0.01158304241	0.025259044726	0.03960844122	0.05679346408	0.1359829846	0.487897336	0.227799674
h	0.005891213168	0.030844304762	0.010842088044	0.01841313034	0.051570264	0.0879301232	0.238164455	0.3686284668	0.187716033
e	0.0063082027628	0.022773112246	0.0191891753	0.021724852452	0.03222321546	0.08372169028	0.2184532038	0.298650408	0.2969561258
</S>	0.0103169330354	0.0080082248642	0.009902312442	0.01049482436	0.01517776926	0.02202494564	0.091773767	0.341919134	0.490382042
