 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.6913829166	0.0624110966	0.024539398984	0.0199069134914	0.0173203065816	0.0167295518093	0.0167880203658	0.016716008088	0.0166903927407	0.0166917237165	0.0166951843695	0.016700421717	0.0166277299151	0.0166620332544	0.0167139765974	0.0174242143579
t	0.539772862	0.1812576374	0.034121652632	0.020233672478	0.0180209970216	0.0175804913822	0.0178964623932	0.018840933359	0.0180221768696	0.0179001874259	0.017993011311	0.0171779337192	0.0166246077891	0.0181684664387	0.0220337854158	0.0243550379578
t	0.2626518824	0.436696254	0.0576904678	0.01955040394	0.018597677726	0.0176136871522	0.0191455509131	0.018025248337	0.0178294788799	0.0178542166452	0.0171960981646	0.0148058249576	0.0147322386279	0.016639505985	0.0188030411896	0.0321683611616
ù	0.4195482486	0.2816300632	0.03351788352	0.024339147848	0.0250094636308	0.0161238645258	0.0231268030753	0.0197799264279	0.0186945070464	0.0187809077186	0.0207550771148	0.0146117941103	0.0150814831307	0.0229166540119	0.0221344473284	0.023949839206
s	0.248307794	0.4541660734	0.0831734367	0.0218806782206	0.0204961621099	0.0137254174588	0.0201744371269	0.014771556741	0.0142262255618	0.0137014227406	0.0165382671151	0.0131069762414	0.0135467509943	0.0182979574104	0.0153173912473	0.0185694544293
t	0.1668115314	0.4023754746	0.184062674	0.0246212395	0.024535952143	0.0200390924275	0.0228728594142	0.0179140916622	0.0171455444953	0.0161907167133	0.0176086443955	0.0146424721473	0.0148875184693	0.0176732915164	0.0181493203926	0.0204695572645
o	0.1933287012	0.374633938	0.106572556	0.0389837061876	0.0376033004657	0.0241182686109	0.0345091455873	0.0215120735327	0.0193326599968	0.0184019481047	0.0229649758915	0.0154991608323	0.0174582021722	0.0275923466085	0.0236769192027	0.0238121022087
s	0.0734357434	0.358076972	0.287745222	0.03276453388	0.0254128251284	0.0210135692294	0.0230406702386	0.0193791072191	0.0182726702852	0.0175946801818	0.0180143363758	0.0162155115447	0.0181355356992	0.0199497894685	0.025159540465	0.0257893483252
p	0.0438641584	0.311922263	0.312536404	0.06910059726	0.03039705566	0.026299121006	0.0279776977156	0.0197483803832	0.0189835943427	0.017024239445	0.0184161118835	0.0146133564167	0.0154036849917	0.0183820281844	0.0213429085384	0.0339884585333
ì	0.0738634661	0.293794485	0.241498622	0.0778661471	0.044475677776	0.0240415874266	0.036999880012	0.0194534211638	0.0192214256024	0.0169481977299	0.0241134966441	0.0152543637789	0.0148381068254	0.0264923060914	0.0200410770403	0.0510976421002
t	0.0559093114	0.240816761	0.4226117306	0.0799508612	0.02613591312	0.01664297226	0.0196525483402	0.014589830879	0.014670445715	0.0138111095922	0.0156918952497	0.0128600493891	0.0131068736496	0.0158454665085	0.0138663800288	0.0238377295987
i	0.03116241956	0.1653524092	0.3796157852	0.1482571692	0.0576296074	0.03063409008	0.0320351653534	0.0167046255624	0.01688497629	0.0164843023855	0.0182007601537	0.0192347508351	0.0145681366618	0.0171100322886	0.0166359965218	0.0194896563996
è	0.0450122794	0.0844297516	0.2501356526	0.333451376	0.071510471	0.027205370162	0.0228676940374	0.0176082209024	0.0174137606724	0.0167610324413	0.0172368432743	0.0160092091116	0.0169623583412	0.0173253829455	0.0198315333019	0.0262389462932
c	0.032241011046	0.07535027048	0.2582491924	0.3102241952	0.143460062	0.0215004445	0.0216965345972	0.012888312307	0.0168543247717	0.0125681132872	0.0139529251371	0.01185099905	0.0118680117418	0.0137742567058	0.0127859623627	0.0307353454838
h	0.033786217608	0.0886362868	0.1463099232	0.325172246	0.1574308532	0.0288551333	0.044415070848	0.0175118071133	0.018263510757	0.0175400064243	0.0217219565725	0.0207693322165	0.0135571374327	0.0230173737329	0.0153042148967	0.027709026435
i	0.05264011176	0.10256533648	0.0975466274	0.295837138	0.137766252	0.0856910058	0.0515494784332	0.0201363769394	0.0201250675614	0.0211368981146	0.0214050631738	0.0217882523497	0.0156436833916	0.0174447767081	0.015912666293	0.0228114286962
o	0.03247780004	0.03595441052	0.06926363398	0.2491243056	0.2878543144	0.1197905056	0.0352642248	0.0190386130874	0.0179443547639	0.0177407878631	0.018518029954	0.0185453668751	0.0157225113608	0.016268184482	0.0186876083194	0.0278052923783
l	0.026893613688	0.029707193536	0.0443629661	0.158670784	0.34840325	0.14312506	0.050604328	0.024900927432	0.0220299599812	0.0199962067872	0.0202236688785	0.0190062626967	0.0158939141251	0.0187281538405	0.0205228989696	0.0369309707473
