 	non	aveva	dove	aveva	per	stare	</S>
e	0.783145926	0.05405659058	0.03675201339	0.032748141922	0.0300663942608	0.031525947096	0.0317050244834
n	0.676402496	0.119164969	0.04051461978	0.0359151749033	0.0458184649776	0.0428497201969	0.0393346451464
ì	0.220882848	0.401651816	0.09301061308	0.044150693936	0.0542796144636	0.0811606928635	0.104863804238
c	0.170427654	0.581945934	0.100919431	0.0404569624	0.0325187442243	0.0344163775156	0.0393148065349
h	0.0789741202	0.314891368	0.328682182	0.0486442606	0.049005322656	0.0402229560248	0.139579803232
e	0.0731491938	0.2373535	0.446977328	0.0900757816	0.06283855479	0.0390124752776	0.0505930281767
p	0.0463788626	0.172710332	0.514722431	0.125614639	0.03333922364	0.0326155371316	0.0746189455636
u	0.04227088907	0.0821313442	0.471119194	0.1425972862	0.1076772032	0.0502924018814	0.103911691712
ì	0.0386403532	0.0542379488	0.235547996	0.42483066	0.1177744916	0.0496628748694	0.079305654938
c	0.022862952198	0.03446752386	0.1606187652	0.462077442	0.168852092	0.050094315208	0.10102690276
h	0.0423673922	0.0490349384	0.0737509354	0.370822745	0.170994396	0.114944670953	0.17808493003
e	0.0478074276188	0.0547940208	0.2164735408	0.239293598	0.2587613044	0.0628867002	0.119983361824
n	0.01021259868	0.0186659166	0.030291125	0.13832079	0.471280142	0.1393057494	0.191923685
a	0.019434537641	0.022773532064	0.024787333	0.1258303186	0.541916194	0.12094476	0.1443132976
s	0.007725957748	0.009837570434	0.01100065858	0.0463130823	0.213754944	0.518237104	0.1931305242
t	0.012026177968	0.01325199342	0.01834682054	0.0448870506	0.2549018626	0.49183563	0.1647504364
a	0.004960981772	0.00335076584	0.00481008038	0.01565899552	0.19462148416	0.615051344	0.161546408
t	0.0039861307768	0.00477968842	0.005492112836	0.02567008946	0.0744319652	0.658476498	0.2271634448
ì	0.0118327385234	0.01484204786	0.01408320148	0.0420582906	0.14512814454	0.399714096	0.372341328
</S>	0.0069455911904	0.007128321804	0.007676651962	0.01215936778	0.0345943544	0.5422720328	0.389223765
