 	avete	cucinato	le	verdure	</S>
m	0.742189224	0.06307201222	0.04684521987	0.0504898509704	0.0974037268579
a	0.644787846	0.1003536994	0.104562166977	0.0551341798199	0.0951622463272
r	0.39321476	0.3108410172	0.0867046404018	0.0498364115593	0.15940307823
è	0.188806988	0.483648774	0.1515180082	0.0502874674034	0.125738884528
t	0.141982807	0.5760700332	0.1389574146	0.0322404540442	0.11074930705
s	0.200712916	0.534863512	0.137274604	0.049447243228	0.0777017185196
a	0.0761891444	0.473849228	0.24678012226	0.0561207099	0.147060679995
t	0.0610341634	0.1668742696	0.491436044	0.047671225316	0.232984454701
o	0.0645009614	0.168688676	0.465865512	0.0979133752	0.20303142022
t	0.04047773874	0.0550136312	0.5293555	0.1298687738	0.245284410086
a	0.02221581596	0.0335651501	0.537181576	0.3246438354	0.0823936106
l	0.029208847182	0.0388010613	0.410216772	0.29143351536	0.2303398902
à	0.01275386515	0.02270652886	0.4172094328	0.3342590188	0.213071142
c	0.019073066966	0.079417654164	0.269631796	0.3985824906	0.23329504368
h	0.023640140224	0.02556971758	0.3055967932	0.420270194	0.2249231354
a	0.037069806714	0.06868613106	0.492114464	0.2550810109	0.1470485106
n	0.030939846916	0.02053044152	0.167448845	0.340165072	0.440915746
a	0.015152030058	0.015290442686	0.205349346	0.509070494	0.2551376814
</S>	0.017729753276	0.022206697	0.142716588	0.2186078674	0.598739168
