 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.7670352592	0.04043248786	0.0193076838528	0.0194893150108	0.0171205787033	0.0170200887853	0.0170208053255	0.0170022155159	0.017010601207	0.0169921724477	0.016986014887	0.0171458811868	0.0174368561615
o	0.613481008	0.0924835776	0.033620650212	0.0237803661396	0.0228219075336	0.0227703519956	0.0251516512306	0.024176222102	0.0262430988008	0.0248897080606	0.0270938035628	0.0340128310408	0.0294748477602
c	0.4713467328	0.245359205	0.0405666767792	0.0258733803673	0.0232924156789	0.021387643172	0.0207321643327	0.0205005748116	0.0209550483884	0.0209616959589	0.0227527500061	0.0337813340911	0.0324905245778
h	0.2225741466	0.41744707	0.0947613155	0.02865402086	0.025842797564	0.0263539456168	0.0250642033222	0.0224090387663	0.022732056633	0.0214516137822	0.021142611494	0.0340480079933	0.0375192106744
r	0.126651552	0.53733868	0.0621856338	0.0299364054	0.0262444256	0.0257457640968	0.0245005733669	0.0226772241317	0.0248017248587	0.0244853482545	0.0285907784532	0.0336508710044	0.0331909958609
ò	0.1455591798	0.4811775228	0.1039725742	0.032898415822	0.027269070308	0.0303120194716	0.0243316967698	0.0209492277306	0.0233841010768	0.0223116479637	0.0221985961978	0.0299384289333	0.0356975447204
n	0.1934289874	0.3695156828	0.201595836	0.0382187092	0.02596329446	0.023608405068	0.0204974347584	0.0193047001424	0.0201066695826	0.0208595518404	0.0188854504359	0.0196097399155	0.0284055297417
o	0.1233443728	0.342423092	0.248707986	0.0636809304	0.04038692724	0.0266243930888	0.0224845014856	0.0207171030427	0.0211452026085	0.0202248414021	0.0191094965337	0.0244105253645	0.026740578461
k	0.055794416	0.117894912	0.482101452	0.1092512924	0.04426523306	0.0273809874839	0.0231155979443	0.0214141835753	0.0209413231184	0.0210046046859	0.0214772702993	0.0243835009046	0.0309752478926
a	0.057354505	0.1348426114	0.38777913	0.1572657828	0.06494804546	0.02933854512	0.02351676613	0.023440122553	0.0207192102014	0.0202791646485	0.0213775003651	0.0258605583533	0.0332782843438
m	0.044738505	0.0605611342	0.352615864	0.2352687872	0.1034154098	0.025828706364	0.0245105169391	0.0223331274773	0.0210308389755	0.0214391358034	0.0204247681024	0.0242249525903	0.0436082536266
b	0.039994790972	0.0546156015	0.241719563	0.256691498	0.127988093	0.049924423153	0.03175940316	0.0295151675188	0.0285596665996	0.0274733871767	0.0373511213162	0.0330434280266	0.0413638997786
