 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.7658879988	0.048868842938	0.028199800558	0.025131648444	0.0223925770722	0.0217216491203	0.0217159791001	0.021768690075	0.0218048272122	0.0225079654897
i	0.437946504	0.0879159556	0.083004978204	0.0694593693142	0.0648967832346	0.0389255227462	0.0375259178204	0.0458524670857	0.0587571686722	0.0757154278039
n	0.288651976	0.3036735148	0.113514027466	0.0557824185869	0.065055491262	0.024678808405	0.0238903365807	0.0253408037806	0.0454648948895	0.0539476282581
d	0.1253112256	0.2048098666	0.267791686	0.13370810104	0.083052744798	0.0280732458848	0.0248390735584	0.0329946676901	0.0487020049142	0.0507174027409
è	0.1390087308	0.181309246	0.215487677	0.1608134574	0.0828396516	0.03072955202	0.0257025994016	0.0477606842594	0.0579655282633	0.0583830221967
l	0.0734524084	0.1402784864	0.467344314	0.10818035266	0.08511020164	0.0256803520213	0.0188374989929	0.0244226167516	0.022709136121	0.0339846939365
a	0.0502013274	0.1778572972	0.451353919	0.09102314226	0.07429040856	0.03715609678	0.0235142438075	0.025290672002	0.0280617641703	0.0412510746302
à	0.0596929096	0.1097323276	0.352820387	0.23652616428	0.117067056592	0.02578592546	0.0210696070797	0.0210273802213	0.026288758599	0.0299895155113
l	0.0419072173	0.0613344711	0.327781998	0.191682436	0.21728071286	0.033525671688	0.0206921241491	0.0268196813302	0.0252237762497	0.0537519659151
l	0.04917335494	0.07422318088	0.256514188	0.1967131066	0.1718837008	0.053083059208	0.031968047802	0.0361275461779	0.0414406028471	0.0888730424987
e	0.069143283814	0.03918817638	0.137643454	0.1462039208	0.292838644	0.06953544744	0.0348445915112	0.0513278609056	0.0583722490264	0.100902445378
s	0.0290192751	0.04018291156	0.0621620126	0.361470482	0.17794783	0.1438096788	0.0503223295	0.0266891842112	0.0399924307447	0.0684038989532
è	0.025129623724	0.024432945732	0.0518838322	0.155758708	0.29481693	0.10262609506	0.04723848964	0.07258098266	0.0762857772892	0.149246542254
t	0.023965747916	0.0386428446	0.0549928999	0.2100393774	0.285666118	0.160527934	0.0621726459	0.024212520112	0.0155572705175	0.124222625333
t	0.017942962268	0.017854891014	0.0466448576	0.1361967824	0.378896126	0.0891824572	0.03903719576	0.070462127362	0.0600192103808	0.14376336049
e	0.025978836182	0.025049191012	0.02944726966	0.0603060952	0.384655264	0.1537879036	0.0587868885774	0.112843377845	0.0632497767106	0.0858953301125
k	0.022140350346	0.024213479798	0.03048034568	0.0771694724	0.0781582546	0.4353071106	0.092854262	0.0685601432	0.0526534359714	0.118462911747
a	0.017058936728	0.0200619120426	0.028596818	0.112605637634	0.1021316262	0.2651799508	0.04824740544	0.10795456896	0.095542723834	0.202620461352
v	0.024340424592	0.025039145454	0.026923500612	0.0446501474	0.0416922941	0.3300912806	0.1398412336	0.097448226	0.06006151944	0.2099121889
ò	0.012126725148	0.0147271646616	0.017942201292	0.064495357666	0.05680887852	0.2637239736	0.062761332	0.1433052994	0.1821333246	0.1819754908
e	0.0090186626232	0.0104006943586	0.01281581532	0.0214991916	0.0384666259	0.2021869496	0.1673828396	0.263594468	0.12014688562	0.1544877238
n	0.0062996854552	0.00617611418216	0.00699603654	0.00963979563	0.0118960245	0.1069701298	0.2050751686	0.2351443	0.197065402	0.2147373442
ì	0.008847630198	0.00907518204412	0.012446776928	0.029336419154	0.02817766588	0.1029681853	0.1089433211	0.292561844	0.1934858348	0.2141571702
m	0.008177472622	0.0087001595426	0.01046576702	0.01072169918	0.019050175	0.0641132501	0.0783005898	0.320046974	0.301422608	0.1790013008
e	0.007314111774	0.009084478312	0.013243898474	0.02242794314	0.02437602354	0.0628678821	0.0982236678	0.2327330508	0.345202828	0.1845262428
p	0.009840721942	0.0101410500758	0.01030159876	0.010363542992	0.01089187028	0.019122615836	0.02744361476	0.069052389	0.637256302	0.19558644
r	0.004197810229	0.007569318312	0.007511697208	0.0135504362	0.01123610704	0.027418097952	0.02726311564	0.086196449	0.645310868	0.169746024
ò	0.0008170813814	0.0010251438679	0.002976132386	0.0083169495834	0.045851856788	0.01349503894	0.0064138565	0.0608222472	0.65369068	0.2065909066
n	0.004515962971	0.004485934762	0.00459187718	0.00496676914	0.00575043842	0.01219746074	0.0274814451	0.0707845554	0.612163604	0.253061914
t	0.018753351564	0.006932375382	0.017423471954	0.021042095438	0.02542688724	0.030789735874	0.02034798364	0.0829251	0.554383232	0.221975778
a	0.006547944747	0.004297769075	0.00661194652	0.0105550677968	0.095130620092	0.033676817164	0.00598175402	0.05923435406	0.487015312	0.2909484126
</S>	0.00820057548452	0.0078516037281	0.009210728689	0.0084768024908	0.008769963928	0.013146566654	0.01722101916	0.0755797782	0.530249844	0.321293024
