 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.805370884	0.0427223759	0.03036776648	0.0300305144025	0.030065130336	0.0304114439791	0.0310318180779
t	0.708664256	0.09793169846	0.0377813609512	0.0359467274214	0.0386157609488	0.0418546733519	0.0392054294417
e	0.610570896	0.13725903724	0.048705553194	0.0389313474176	0.0389023603482	0.0475221021309	0.0781085886122
k	0.303695828	0.444320974	0.0478672666874	0.036419575162	0.0406837445705	0.0576212576664	0.0693913465683
a	0.327540688	0.3098755356	0.12585621188	0.05285762092	0.04100421852	0.066267743358	0.0765978326442
m	0.1385134752	0.59700788	0.070490263	0.0336745116402	0.0364848106613	0.0488590619783	0.0749700629016
m	0.1615246496	0.293959102	0.244583268	0.07258720398	0.066478926368	0.079695145688	0.0811715555261
è	0.273844661	0.1843397448	0.2320182188	0.0676355488	0.04824673008	0.0730683718994	0.120846583542
n	0.11424699	0.417792644	0.271246749	0.04291833068	0.023452928886	0.0356564966836	0.0946857019533
i	0.1134393454	0.310311481	0.34026456	0.0841969314	0.03948479478	0.0367363407333	0.0755666271397
s	0.054878887	0.1365843872	0.381982038	0.2785391784	0.03788777597	0.0325337698613	0.0775938934734
t	0.05136313926	0.0776070418	0.553256946	0.1706357754	0.04516348904	0.04065873858	0.061314964754
o	0.085686097	0.0965158986	0.437074702	0.1891188282	0.0499663038	0.0479001490576	0.093737956609
g	0.05138236582	0.0816184672	0.2747089464	0.3687277988	0.04800698212	0.065723384342	0.109832074519
i	0.03000355073	0.0718257244	0.289137782	0.288795824	0.092811712	0.0611167182	0.1663086295
a	0.02734280002	0.13532482666	0.12615047432	0.3901844322	0.0729795546	0.054144698932	0.193873105624
r	0.01846931064	0.05002109932	0.10542000108	0.3914416196	0.146688438	0.14604895724	0.14191045072
d	0.0243497255	0.03377079068	0.10136564462	0.2993539736	0.20304054	0.1544852368	0.1836340674
ì	0.0302663048814	0.069347115534	0.1381866321	0.10535109	0.2072230718	0.149096425832	0.30052938704
n	0.01248822788	0.03643779864	0.0824474976	0.25540717548	0.2618126967	0.18553058884	0.16587604774
o	0.011548068736	0.01637837414	0.07882141434	0.3121052888	0.249674073	0.11390661294	0.21756619544
s	0.018095868348	0.01923560666	0.03042284131	0.15363801082	0.2816755962	0.2580635067	0.2388684654
t	0.012951513286	0.014812313488	0.027696504468	0.1346938	0.3036121566	0.2900643128	0.21616949924
o	0.023578564712	0.012516676654	0.04668215166	0.0572036111	0.3792284634	0.2554964636	0.2252940378
c	0.012069342191	0.01251694445	0.01631850806	0.0690013066	0.205815664	0.4124528412	0.271825506
ì	0.004722846888	0.006121925151	0.0139067356992	0.05031590264	0.1526105408	0.464399406	0.307922586
p	0.006163455318	0.011307882176	0.01485766514	0.0424687178	0.1938017632	0.5294036	0.2019970214
o	0.006117003505	0.0080002249881	0.0112586987192	0.031561627398	0.19019312076	0.5030433548	0.2498260854
</S>	0.0107827268023	0.009819776546	0.0123539010626	0.03026895852	0.0787083196	0.4987983	0.359267984
