 	ora	ho	finito	di	scrivere	</S>
à	0.80171888	0.04775913636	0.0430759046	0.03575369003	0.0361310640323	0.0355614084863
r	0.68967075	0.107193454834	0.0417155823514	0.055991871399	0.0521001564466	0.0533282919735
t	0.377897852	0.408438819	0.0953730069	0.0385133611	0.0391868282402	0.0405900976945
e	0.405792974	0.3173553444	0.111251567	0.05300705945	0.0506825561777	0.0619103450634
s	0.1159321689	0.592750944	0.1407226582	0.0453137132784	0.0492240442945	0.0560563777737
p	0.10948073466	0.46660229	0.233658944	0.04982710711	0.0477568129984	0.0926741799703
ì	0.06599359196	0.489788308	0.195822216	0.089211313516	0.052698696676	0.106485996316
c	0.079108367	0.33656168	0.421865502	0.06120749486	0.0328163713514	0.0684405946967
c	0.04368526454	0.2404440592	0.5115419	0.0814908148	0.037330340652	0.085507703448
e	0.07882168442	0.40222211	0.2813790812	0.08516278658	0.0597976405076	0.0926167933888
t	0.0399500596	0.1124921428	0.305620458	0.369397294	0.0656897712	0.10685027802
s	0.03773999728	0.14876737	0.426675138	0.1981470894	0.0582189832	0.130451468044
a	0.05990542539	0.179270497	0.25579108	0.28609602412	0.062798355772	0.156138554463
t	0.01185332872	0.03141715324	0.0520559716	0.547050612	0.188620876	0.1690020812
s	0.00799019265	0.025774575	0.138129994	0.557896082	0.0948154484	0.1753938372
e	0.010313687114	0.1396995388	0.110970675	0.3229807888	0.120377256	0.2956578902
g	0.00798179975	0.01489601198	0.02559238222	0.3002321166	0.268732724	0.382565138
r	0.002826528048	0.013026740746	0.0361604266	0.3035361058	0.426184936	0.21826544
à	0.0031672150012	0.009852805854	0.030528225	0.231456054	0.497280864	0.22771488812
t	0.0097706128	0.01132043028	0.01798230028	0.1817648436	0.591180844	0.187981071
s	0.012115608406	0.0068871345	0.0160713042	0.150535486	0.598615864	0.21577458
i	0.0042099154952	0.050682274424	0.02519273528	0.2148125748	0.394920104	0.310182331
</S>	0.00582281244	0.00798003548	0.0207690716	0.0554154236	0.373493628	0.536518898
