 	le	melanzane	vogliono	ee	girate	</S>
t	0.767811406	0.05463014472	0.043340123052	0.0430803152914	0.046759217584	0.0443788278862
e	0.743009872	0.065474640148	0.04458163648	0.0434745226631	0.0469654100675	0.056493907305
s	0.65432796	0.115346737	0.0491266583071	0.0478811477602	0.0665958730257	0.0667215285094
m	0.45083649	0.2186186116	0.0729400992	0.053713473	0.03977425532	0.164117020676
a	0.507727278	0.281632941	0.06122839	0.04160259652	0.0405802670266	0.0672284001955
r	0.383806306	0.31128592	0.0773286712	0.057075797908	0.0653528950753	0.105150508299
a	0.305523872	0.382825188	0.111701172	0.0423292722	0.04150171414	0.11611873406
n	0.1585405262	0.515309012	0.141246163	0.04424573806	0.0460977884151	0.0945607795874
g	0.09250859	0.460895388	0.184687143	0.0504718894	0.04972788426	0.161709002
i	0.364006736	0.2155793278	0.119042878	0.099862788	0.07182763648	0.129680607548
à	0.0773731792	0.2024512992	0.3854260532	0.128968576	0.058792494252	0.146988463028
n	0.0738453618	0.1690566986	0.4548359732	0.1075767176	0.0454131057	0.149272235728
e	0.0463528566	0.1125038534	0.4722564496	0.109039167	0.03069378028	0.22915385754
t	0.08398813396	0.1409065552	0.34438027	0.2141784396	0.0649051738	0.1516413844
è	0.03428590434	0.05173209226	0.444817745	0.10408600688	0.0713765852	0.2937016926
l	0.0371093468	0.0742256946	0.405941826	0.219532772	0.0902509838	0.1729394032
u	0.0184194052	0.0293131382	0.3818874228	0.175661806	0.116455052	0.27826308
n	0.038351034028	0.05871886968	0.0871737748	0.285906224	0.241173046	0.2886770548
e	0.01373967756	0.02133952578	0.13200264906	0.2941841916	0.2005784106	0.3381554408
e	0.01772726752	0.02363529232	0.03039211044	0.19478555108	0.398357054	0.3351027088
e	0.015786077916	0.01667566348	0.03198963114	0.2098950608	0.45385896	0.2717944898
v	0.015134709184	0.01562685594	0.0362556006	0.1598276332	0.437739596	0.335415535
o	0.01724631526	0.01961698391	0.0359204094	0.1464827654	0.400107046	0.380626492
t	0.011046225594	0.018064588874	0.01827287096	0.0539773854	0.477201396	0.421437512
i	0.00902973224	0.00696416474	0.030389950586	0.07027606214	0.601575224	0.281764718
m	0.01035435445	0.020462595596	0.01582456742	0.03713588208	0.494492344	0.421730294
m	0.00984491153	0.022180756116	0.05410466554	0.0802325829	0.308516296	0.525120986
è	0.0125433293608	0.010061742138	0.041196079526	0.062377711	0.382364314	0.491456738
n	0.01138908364	0.018400906234	0.03189779094	0.0511788162	0.429636242	0.457497088
e	0.0202896276042	0.0208318441052	0.038364696336	0.05959516824	0.45588834	0.405030266
</S>	0.0108223687442	0.016379265513	0.01284525908	0.0259671842	0.398392084	0.535593848
