 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.676868467	0.1268806064	0.03102822574	0.0287675497684	0.0277164473315	0.0268416944421	0.0268888951933	0.0271334830187	0.0278747009694
a	0.653491448	0.128960824	0.03264014312	0.02619393446	0.0268043875316	0.0272598474238	0.0312717908839	0.039484222826	0.0338935699285
p	0.297440146	0.451188518	0.03379146005	0.0268402138873	0.0277691624859	0.0277001578684	0.028988665688	0.0455183804473	0.0607632953919
e	0.289786612	0.3758394208	0.0607259772	0.04462254584	0.03228619012	0.0262517382172	0.034792330598	0.0679965636581	0.0676986588384
d	0.20251993	0.487833548	0.06310057808	0.033758140026	0.0339207171305	0.0334708597911	0.0372675531714	0.0521760618486	0.0559523845105
ì	0.152746534	0.409426606	0.1218555716	0.04593534918	0.0331614122	0.0269721022012	0.055894318498	0.0768953285173	0.0771126657734
a	0.103221442	0.4758574012	0.206662776	0.0566524382	0.026355481396	0.0242020824246	0.0355149072004	0.033960395091	0.0375732042328
m	0.0846733794	0.2426892724	0.3872505888	0.0764380686	0.03394693614	0.0285993130772	0.0449634180089	0.0428895298159	0.0585495078379
i	0.1339776276	0.1716015718	0.270846216	0.104411273	0.0624197122	0.038590126052	0.08128220604	0.056361104269	0.0805101738373
n	0.0868747622	0.12843993806	0.3815165208	0.128503079	0.073397789	0.0289203534332	0.063309448203	0.0411228980621	0.0679149884164
c	0.05724339934	0.08090691732	0.3120693708	0.1847505538	0.07231456332	0.079693458334	0.04451803132	0.0582891945022	0.110214569504
i	0.133803593	0.09859763768	0.1678973532	0.1450160648	0.1409047854	0.09280786306	0.076625834	0.068975684416	0.0753712681308
à	0.0505574536	0.10046860514	0.2417758674	0.2237548652	0.1260860266	0.0385047958	0.02483755552	0.0404257409516	0.153589034001
e	0.028908693	0.08723066806	0.268493704	0.271630106	0.1024003234	0.066304436	0.0573460842	0.0313698528514	0.0863159682936
n	0.03070336228	0.045035650554	0.1114776516	0.2797679198	0.192400614	0.120649022	0.038416375694	0.0224835680876	0.159065855891
i	0.0205779109	0.02313274088	0.08644745	0.1816831968	0.145579008	0.28614455014	0.078378627	0.076101803985	0.101955028821
n	0.025218131746	0.029833946912	0.0779271759	0.1477787613	0.2092508948	0.239025044	0.0421478588	0.0330171201784	0.19580099758
d	0.014024365654	0.01711936698	0.041729573	0.0972057139	0.1502194156	0.3266751594	0.104264224	0.122266704866	0.126495310372
ì	0.076334257336	0.0504095806	0.057521028146	0.0409963726	0.0792281314	0.0842984638	0.282118342	0.12816195964	0.200931839624
n	0.01305153401	0.043746885992	0.09762145532	0.07519265134	0.1497349188	0.252744542	0.113468377	0.066817117992	0.1876223766
n	0.0101738359652	0.01159983898	0.0547534282	0.084795916	0.1696943698	0.2380796796	0.127637702	0.10589652706	0.19736873274
u	0.006837186952	0.00808151312	0.041205747832	0.0373639116	0.136772379	0.13537145786	0.2942808582	0.11084394309	0.22924282906
t	0.009258832574	0.009219073094	0.014838786976	0.021827757042	0.047766030236	0.16115210806	0.37171629124	0.0983419053	0.2658790936
t	0.009678863379	0.00972482324	0.00687145256	0.02390950912	0.05699676732	0.1583960684	0.2921841632	0.2026076668	0.2396305729
e	0.005768120096	0.007593003092	0.008262716178	0.02221974122	0.080043326	0.0623058658	0.4369830318	0.1265319966	0.2502922319
m	0.0107982573686	0.0113939470896	0.014758968324	0.01724471523	0.02564722598	0.07115255008	0.262135574	0.2876937772	0.299174893
a	0.0099487592252	0.02158868508	0.0110077740208	0.0202516163752	0.044919172204	0.0796592788	0.2423138824	0.255531732	0.314779206
n	0.00890577112386	0.00932967938	0.0143842652885	0.0158626863434	0.0236344542478	0.08867559716	0.193343068	0.366840074	0.27902453
i	0.006822695094	0.0107388006592	0.011678570703	0.021917224892	0.036425804866	0.08755143994	0.2033118002	0.281941518	0.339612192
c	0.00663823540988	0.0066418936752	0.0099871170816	0.0117620468854	0.014797546719	0.038207741672	0.0911086256	0.474395674	0.346461238
h	0.009296863855	0.02320151224	0.013966924496	0.0199746186828	0.03526017074	0.05636105132	0.1277406124	0.2518459514	0.462352072
ò	0.006180601586	0.008866976794	0.003972649462	0.010877276466	0.0459429708	0.0174121091	0.1962511332	0.2950571392	0.415439066
t	0.005227261962	0.007055095028	0.01028561419	0.01199705258	0.011449794032	0.02666530198	0.06905446	0.50005482	0.358210596
t	0.0123554097788	0.01161986582	0.0087758770292	0.011611880648	0.01633672248	0.02732372804	0.0688827699	0.3574986076	0.485595162
o	0.00397008098638	0.011592648958	0.0110901317008	0.0227460497888	0.038990097542	0.01344823597	0.156239086	0.332582609	0.409341014
</S>	0.00932242279612	0.0528591541934	0.014908288904	0.0211152862036	0.0141990591028	0.01757031096	0.0469283118	0.4132090568	0.409888092
