 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.787517168	0.05937391348	0.03172620804	0.030151371118	0.02995459514	0.0304648302338	0.0308119826606
g	0.494280264	0.3248990682	0.035034460434	0.0335352512558	0.0316793814632	0.0368655093327	0.0437059781079
e	0.37447484	0.29651968668	0.0674883712	0.0761113344	0.03563937995	0.0565225370191	0.093243919139
n	0.292826558	0.46799117	0.0511103463	0.050035200386	0.0365764732769	0.0392828418812	0.0621774411992
i	0.203153766	0.328455326	0.08721313	0.0960295348	0.04865736274	0.0778825310028	0.158608435432
t	0.179129944	0.487629012	0.132190864	0.0507794434	0.0328745009911	0.0395139164791	0.0778822790621
ò	0.1741975496	0.2483669052	0.119019579	0.124891524	0.0705372098	0.0665007598	0.196486208965
r	0.1473026858	0.3780710212	0.2556756346	0.067705008	0.028092578914	0.0377011068953	0.0854522002116
u	0.098459084	0.31403523	0.22896217	0.172110024	0.0553915655	0.038909557294	0.0921322944266
e	0.0644876493	0.156810847	0.42387333	0.193112206	0.03220057818	0.0247539829094	0.104761360991
n	0.09134674939	0.0985168986	0.2704113878	0.2638247908	0.1282893	0.054871059544	0.092739792244
è	0.0761690837	0.07087495894	0.129677768	0.208372354	0.223250686	0.0841304232	0.2075245082
n	0.0966886796	0.1643392194	0.137345807	0.211468616	0.167851608	0.0760513846	0.14625475348
u	0.071785693708	0.07642261506	0.1233811584	0.253905235	0.2567014192	0.0520526704	0.16575106334
s	0.0482035216	0.055640891	0.1142689038	0.170638266	0.24336069	0.189873214	0.1780145858
s	0.04343905207	0.019897815472	0.0179035736	0.123197758	0.422372934	0.219347316	0.1538415326
c	0.06692927738	0.0236946052	0.0285876336	0.1404797078	0.396491898	0.1447763024	0.1990407506
e	0.014052599788	0.013081146786	0.01935322588	0.15822922772	0.208593944	0.268916606	0.31777315994
r	0.01297305558	0.01485176232	0.02359081884	0.0437222094	0.2197042012	0.349935464	0.335222546
r	0.01133366614	0.0102186371558	0.014579291632	0.03375404112	0.2733369716	0.270196586	0.3865808092
è	0.0038935802646	0.002986640288	0.00406506217	0.04877937582	0.26301105194	0.3898857924	0.287378544
t	0.0098368554766	0.0199339471358	0.030036642478	0.018981256766	0.18783050904	0.43997324	0.2934073611
s	0.00817060911	0.007225779122	0.00699323964	0.02789347694	0.2095519906	0.3484856212	0.391679324
u	0.018462104298	0.0070099619904	0.01639424637	0.083133631	0.1600871606	0.360141692	0.3547711322
m	0.008198919646	0.007553356202	0.016242288746	0.01034708572	0.0318982693	0.527423076	0.398336932
e	0.010463905464	0.005498656708	0.003517707816	0.02190498538	0.1097324456	0.503937788	0.3449446708
m	0.007940378358	0.0085494176166	0.01392235942	0.010630252452	0.0263383694	0.53566301	0.396956202
à	0.013281070302	0.00539699406	0.002540259896	0.017458754566	0.0879556718	0.448854268	0.424513106
i	0.009585347838	0.0202327779408	0.034048800834	0.02239103028	0.0584172924	0.428911288	0.426413404
</S>	0.0140723343746	0.0147040600692	0.016171713508	0.01653782098	0.03813396914	0.390565324	0.509814766
