 	sta	e	dorme	nel	letto	</S>
s	0.806543546	0.05049628196	0.037052552089	0.0348697130725	0.0351889636237	0.0358489684986
t	0.708198778	0.10830941996	0.043276195566	0.0429236269525	0.0510754789324	0.0462166930064
e	0.59114631	0.14098817228	0.0686387147784	0.0471390449224	0.0593958158787	0.0926918623752
c	0.35948687	0.410448426	0.0611945529612	0.0425350683203	0.0660667539587	0.0602683126094
e	0.147637789	0.441686162	0.244758794	0.0481925874	0.0579852715348	0.0597395526385
p	0.1290661352	0.453223814	0.229898184	0.046028514026	0.0638679074143	0.0779153579659
l	0.10287439608	0.153134876	0.511272964	0.08695191356	0.06975634628	0.076009351854
ò	0.2501416872	0.1130996812	0.298033668	0.0993794176	0.06929599252	0.17004944794
n	0.0548722682	0.132321808	0.555109788	0.0775318732	0.04081721672	0.13934700936
n	0.05914976534	0.156218414	0.513758714	0.0933923008	0.04252970964	0.13495106306
i	0.1366060722	0.0914753366	0.258214714	0.239148727	0.097159362	0.177395872753
s	0.03221202564	0.04150864	0.148342648	0.527039164	0.1154974916	0.1354000804
t	0.02653196534	0.0287543161	0.1213644594	0.487013253	0.1398534382	0.1964824926
o	0.08267456366	0.02928995708	0.1515619824	0.3408762148	0.207250818	0.18834661392
g	0.0166898373	0.01634056068	0.02951420332	0.280416243	0.3642970712	0.292742146
r	0.0090359012676	0.0120985046068	0.03962401878	0.1973018988	0.427181578	0.314758018
à	0.00650416914	0.00508928604	0.02854520584	0.2336037826	0.4770103068	0.24924708618
t	0.010730547374	0.01713936587	0.0257242349	0.15087328988	0.498011748	0.297520696
t	0.007139420588	0.009070498464	0.01732737046	0.0830184034	0.545449624	0.337994692
i	0.015135763302	0.006219697814	0.02566987746	0.19160479238	0.411499158	0.34987066114
</S>	0.0115227097192	0.0108420419196	0.0162528125148	0.0543291126	0.409294672	0.497758578
