 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a	0.691821914	0.02206958638	0.0164601746951	0.0151308453825	0.0149740219945	0.0149578888769	0.014941418889	0.0150875546062	0.0150155844175	0.0149293316666	0.0149067513663	0.0149238654721	0.0149011468575	0.0149180582329	0.0149161251256	0.0149184207957	0.0149224001814	0.0149362749928	0.0149165580869	0.0150675056344	0.0152844815465
l	0.532667571	0.1072489668	0.0255464904823	0.0186052666275	0.0176248388552	0.0178753500227	0.0179396225445	0.0179477745918	0.0187646563169	0.0176509330232	0.0179187412807	0.0176646635679	0.0182273243217	0.0178674657674	0.0177249598349	0.0176184709493	0.0181595921148	0.0186631089013	0.0197319190324	0.0223649289495	0.0221873572883
l	0.368501598	0.225343213	0.040483221	0.02144318634	0.0194898780856	0.0208077820996	0.0195658962101	0.0200038511704	0.0220970883733	0.0208086493689	0.0194071461727	0.0197387547624	0.0187867367305	0.0180975517747	0.0176656323238	0.0177058175391	0.0175889573156	0.0175636915644	0.0190999516545	0.0211860054892	0.0346152239752
ò	0.207170708	0.31566523534	0.03911221908	0.0244937012408	0.0249193786517	0.0285976743675	0.0173201868266	0.0211711562542	0.0268756997485	0.0255068060717	0.027244242294	0.0237415984625	0.0272544337656	0.0213674384687	0.0263429869767	0.0217984841231	0.0208792314694	0.0210638576711	0.02486677042	0.0278413554132	0.0267668226858
r	0.1375613294	0.4337400928	0.0615038058454	0.0228595940131	0.023834599388	0.023901751313	0.0132477164593	0.0146730533327	0.0228595063446	0.0203715731	0.032004638429	0.0193974928448	0.031975599743	0.0158470980187	0.0296051982297	0.0165820360332	0.0153952986565	0.0152746961596	0.0152569577376	0.0157334632336	0.018374387563
a	0.216105462	0.2888683504	0.1177898813	0.0312525594848	0.0217702138657	0.0241816252706	0.0150450326136	0.0206106033069	0.0207103858676	0.0195257281764	0.0337000461078	0.0178688879143	0.0334463554672	0.0157402010795	0.0286061154937	0.016029148215	0.0155998142815	0.016529820721	0.0150415556219	0.0166790826424	0.0148991127103
e	0.1178350772	0.4424445216	0.10051513644	0.0224185815796	0.0190679061094	0.0229625764038	0.0183722684511	0.023068488538	0.0225421971972	0.0214473901894	0.0174358064724	0.0179860437446	0.0168723343056	0.0163870612821	0.0161152708936	0.0162008247111	0.0161893362983	0.0162244488577	0.016368189607	0.0180502195627	0.0214963592461
v	0.05269550426	0.3202407684	0.292455488	0.02627581536	0.020228125414	0.0229781543174	0.0186724855943	0.022856530451	0.022760572945	0.0216059910747	0.0170704524586	0.0182064940343	0.0159079865391	0.0151304531707	0.0147631236306	0.0149935433694	0.0147877610567	0.0145323776652	0.0170956288883	0.016022008379	0.020720828112
ò	0.07841368434	0.121303709	0.24344286908	0.166680791	0.0414916654	0.024309373132	0.0205888695315	0.0225229374669	0.0210362522161	0.0223091877249	0.0212769861598	0.0216434491764	0.0209152405876	0.020789492168	0.0216001504306	0.0213079738298	0.0194963171062	0.0176922425109	0.0200105171088	0.0195909603206	0.0335771669864
à	0.087948297	0.2470278544	0.303002292	0.0759431544	0.022914055794	0.0258647435855	0.0152468821501	0.0148841418982	0.0268004459052	0.0184679776754	0.0193117428062	0.0207826668475	0.0174663796027	0.01245244827	0.014441960971	0.0125261570002	0.0121558926988	0.0108444981205	0.0103596306074	0.0110652841755	0.0204934903897
