 	le	melanzane	vogliono	girate	</S>
e	0.762789668	0.0651179834	0.05352284088	0.0642542114122	0.0543153728132
m	0.757509892	0.0730702093	0.0520768455492	0.0538880629687	0.0634549086437
a	0.635700172	0.182879322	0.052301065	0.050723897146	0.078395479227
r	0.582607814	0.16376703	0.06702953976	0.0776366046948	0.108959038659
a	0.420147278	0.345098405	0.075665726	0.04182701534	0.11726147341
n	0.2549113786	0.54319515	0.0608080206	0.052725914009	0.0883596321536
g	0.144550715	0.559017582	0.086438238	0.0448223408	0.16517096704
i	0.458066446	0.20835980352	0.119343482	0.07570499178	0.13852521106
à	0.1250807268	0.2928493004	0.342802798	0.0846560234	0.154611245316
n	0.1186834122	0.35650891	0.2831352528	0.0782908628	0.1633815244
e	0.1058829798	0.221220528	0.33181772	0.06558212966	0.2754965686
e	0.0926124752	0.194483506	0.433244728	0.0984340528	0.181225228
t	0.04938275178	0.05887517474	0.47293293	0.24063531	0.1781740426
è	0.058782604268	0.0870469051	0.327556963	0.163112368	0.3635010732
l	0.043329562	0.0989495938	0.371731474	0.226926244	0.2590632295
u	0.0219808683	0.04073365794	0.4479573768	0.1834094814	0.3059187432
n	0.04221000361	0.05961923954	0.0803761688	0.480908964	0.336885571
v	0.01296166964	0.02293838104	0.1532763958	0.3710828532	0.4397408092
o	0.05210416302	0.01738428982	0.1347308598	0.397363922	0.398416822
t	0.01481515328	0.02181320182	0.03390435242	0.404567668	0.524899656
i	0.00886810998	0.006945980152	0.03650846164	0.591887622	0.3557897786
m	0.012353525493	0.020039558148	0.0199747071	0.49987789	0.447754258
m	0.009994553332	0.031221007606	0.05513978266	0.367017872	0.536626712
è	0.009996665406	0.011497342378	0.0563657524	0.39113356	0.531006828
n	0.01413594632	0.017249527144	0.0573963384	0.32930728	0.581911006
e	0.018473208733	0.019960358254	0.07820259646	0.407574548	0.475789462
</S>	0.011617493374	0.01589117168	0.02019138464	0.3486884724	0.603611406
