 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.635926492	0.075294138	0.03756153832	0.029264996892	0.0278224691434	0.0279892366303	0.0273283381611	0.0275919474939	0.0268361766537	0.0285145684297	0.0272518178868	0.028618346303
M	0.5594735184	0.083395300166	0.0409003175252	0.0357650370141	0.0326959822427	0.0314343350583	0.0329788833555	0.0369535750676	0.033551734066	0.0377504981341	0.0333832513286	0.0417176116738
à	0.2765792488	0.3074574748	0.05231020372	0.039018786894	0.037728396364	0.0304646606091	0.03750353042	0.0368885452866	0.0361312430494	0.0497019268892	0.0290874216632	0.0671284297453
r	0.376593254	0.281235576	0.0501209646	0.0351096931446	0.0312727085521	0.019458691097	0.0349366591909	0.0483231196508	0.0338185003145	0.0271829859159	0.0213992496282	0.0405486596496
i	0.3573801732	0.331026206	0.07266991912	0.0353645789123	0.0297866380721	0.0244814333407	0.025077804277	0.0258889330768	0.0294608280686	0.0217843304788	0.0189904604884	0.0280887414059
k	0.0708573174	0.628399284	0.06348433886	0.0298539878344	0.0295920472226	0.0289879879526	0.0257407372123	0.0243526715094	0.0227041583801	0.0228982268197	0.022652104888	0.0304770106854
a	0.0772126576	0.554681136	0.0973609238	0.048699474492	0.0398840549125	0.0299127945355	0.0293855565476	0.0229474032787	0.0229452225564	0.0238889640152	0.0208812620647	0.0322006180025
j	0.051452685	0.410692442	0.2618560834	0.0338119069468	0.0317234863953	0.0316032915048	0.0306900054081	0.0283086599578	0.0247456270981	0.0254933268887	0.0264374345568	0.0431849482505
u	0.0471110436	0.502665183	0.1551591678	0.0583764996	0.039386121322	0.024037618358	0.0299467132486	0.0387193202517	0.0229148203404	0.0232753643908	0.0208269185551	0.0375812112378
r	0.0459874774	0.2375515688	0.42145468	0.0344549436	0.0253268473921	0.0253263909506	0.0337602165912	0.0437832435604	0.0229012235071	0.0243858774924	0.025960967805	0.0591067107918
è	0.0430961094	0.351000252	0.2987178308	0.0513032505	0.0351608782	0.0238101855648	0.032386325613	0.0412757807805	0.0300578112226	0.0255343804456	0.0195396046214	0.0481176259031
i	0.0406428086	0.1489188804	0.516459268	0.084129555	0.027291035558	0.0217632569079	0.0277248961179	0.0372497591411	0.0238558778631	0.017393939714	0.0169695405412	0.0376011074745
