 	voglio	che	Maria	che	venga	domani	</S>
i	0.795459702	0.043360368	0.0319096148051	0.0319462411699	0.0320525212692	0.0330562816223	0.0322151675696
t	0.651860218	0.1290371258	0.044038334066	0.0363890456694	0.0362617439977	0.0535967684424	0.0488167648343
è	0.344309962	0.340903918	0.05522462788	0.040377421686	0.0470946021758	0.0945931362877	0.0774964305073
l	0.35129168	0.415901396	0.05940927778	0.0277871344224	0.0317679666286	0.0738952232655	0.0399472707591
o	0.153701045	0.441439636	0.2108425622	0.038312774148	0.0349770048839	0.0610603509647	0.0596665807506
k	0.141578778	0.572723985	0.0744827786	0.029541122164	0.0275105436563	0.0780322943487	0.0761303859153
a	0.1092317148	0.356902048	0.25855895665	0.061451898	0.06049717698	0.0720796885612	0.081278443654
i	0.1505594484	0.3240561212	0.2151279258	0.0393004429	0.02466225652	0.090616654714	0.15567708886
M	0.02036335108	0.0771169604	0.531651657	0.0967376584	0.0670064408	0.0946368792	0.11248703847
a	0.16426184986	0.1182129592	0.189450679918	0.1183988042	0.147490818546	0.113616731537	0.1485680608
r	0.0377502258	0.1540672322	0.2600594308	0.1443937772	0.0688248628	0.11811447162	0.216789957596
ì	0.03169983028	0.133739658	0.139243368274	0.1964587506	0.06668289254	0.183454111	0.2487214056
a	0.04510077508	0.1086893068	0.3612795814	0.1602124286	0.0687668554	0.14697639398	0.1089748472
n	0.025881178516	0.06889072332	0.12283536988	0.28780225622	0.1746102501	0.2084446307	0.11153569022
a	0.03442057439	0.05426102487	0.121056274	0.2475056826	0.255972948	0.161529464	0.12525383448
r	0.03269696888	0.047699822314	0.06456244606	0.164974576884	0.246341877	0.2042886268	0.2394357418
t	0.01521017622	0.019928292124	0.03461752286	0.1692678356	0.2554088064	0.226954313	0.2786130308
i	0.1831698142	0.0173471404	0.0304271697	0.09409713888	0.14445905112	0.2341312496	0.29636854
à	0.0440576450908	0.048730894024	0.05115062702	0.07843571422	0.1314206984	0.307372344	0.33883208
v	0.00430773928	0.006734436094	0.01660171814	0.0168817285	0.1074487136	0.62681046	0.22121525868
v	0.011079263286	0.01738805103	0.02499033108	0.0476680756	0.0642316924	0.4589415146	0.3757010761
r	0.172798086314	0.006443000851	0.01209255395	0.029292532268	0.08132227288	0.393073217	0.3049783036
i	0.184793707126	0.0164750834348	0.020824329902	0.028400128554	0.037274457152	0.307366372586	0.4048659976
</S>	0.030970702482	0.027461062254	0.02004860016	0.032538161554	0.0366623166	0.263706322	0.58861298
