 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.804206126	0.04088078974	0.0304736002892	0.0303257360374	0.0304058250521	0.0326129363698	0.0310950220981
i	0.678607108	0.1031587814	0.04315677635	0.0380846006818	0.0462152690519	0.0487990354303	0.0419783944021
k	0.33708503	0.433752256	0.040953840587	0.0400400907049	0.0432123492927	0.0574597749888	0.0474965746387
à	0.20616283	0.423666854	0.0938612572	0.08070925346	0.05781395716	0.0581360253398	0.079649907984
n	0.1694523512	0.597124076	0.07738599048	0.038164961239	0.0360994351219	0.0350112651326	0.0467619565536
n	0.1013271814	0.578775226	0.134793704	0.05623254204	0.035338524554	0.0327122815941	0.0608204481701
i	0.1721627444	0.349606526	0.2381553232	0.07781142998	0.04784030551	0.0393545884715	0.0750693304682
e	0.0873146451	0.2676546786	0.347868426	0.11247863404	0.028700049378	0.0450090451595	0.110974705233
A	0.03168181722	0.0609528758	0.495411616	0.244589973	0.02867089015	0.0406295102844	0.0980634586907
n	0.02036858648	0.06211693696	0.4467745912	0.2093738936	0.10425375862	0.0716256551911	0.0854864336199
n	0.01459097272	0.0663295678	0.3654231488	0.28919416	0.0623485044	0.056244196466	0.145869448274
a	0.0325840337	0.0278537368	0.3603234548	0.27560906	0.063951919	0.12446790235	0.115209636592
o	0.01400133392	0.020686268272	0.103007264394	0.52190288808	0.082814348	0.19481913819	0.0627687780184
s	0.0230250654026	0.0267214590136	0.0905607301912	0.39000721494	0.14373307	0.2414730211	0.08447934368
à	0.068497004346	0.052130241404	0.0747990565	0.1866669832	0.354530428	0.19446572888	0.06891069226
m	0.0129759425988	0.026585370332	0.081396077472	0.21640636016	0.37397786	0.2188863978	0.06977209638
b	0.009064447078	0.0207841025468	0.070609513764	0.13258815014	0.473404164	0.247357202	0.0461924623
a	0.0122073175776	0.013208704198	0.049374891691	0.13656749264	0.486496904	0.202955113908	0.099189655036
p	0.013452186853	0.015313883821	0.0340283463408	0.09727176076	0.2563637034	0.40138018	0.182190004
o	0.0078888995998	0.0090584401594	0.032111566426	0.04809508204	0.1668036152	0.506526274	0.229516108
r	0.0137759991792	0.014659646791	0.0300203801428	0.056627908381	0.0941605228	0.532308282	0.258447046
n	0.005797326116	0.006425276548	0.021865517292	0.028260343888	0.11573900894	0.603317598	0.218594756
ò	0.002671181319	0.002519382114	0.010706895942	0.034543497	0.2162484304	0.530020142	0.20329055
</S>	0.0107888868818	0.012564237982	0.03131501703	0.0590642247768	0.0680129798	0.471491262	0.34676348
