 	avete	fatto	già	le	verdure	</S>
i	0.717008396	0.07382431472	0.048563725822	0.04420337733	0.0639758374761	0.0524243240675
k	0.542694626	0.26604342008	0.042207780039	0.0443358435392	0.0394309864932	0.0652873413887
à	0.155739901	0.533108376	0.1190810846	0.0733973361332	0.0462986982366	0.0723746149871
m	0.202109258	0.499114946	0.115122467	0.0614657930938	0.0323276714316	0.0898599276018
a	0.1765366434	0.3172971964	0.18654261614	0.130060909297	0.0636632701791	0.125899268954
t	0.159265002	0.264209634	0.286222754	0.0710460535165	0.0387919797278	0.180464666925
o	0.0709129036	0.3489249032	0.266477871	0.1377894985	0.06348669446	0.112408021319
g	0.0890730743	0.2114053649	0.1940955412	0.233740570554	0.0767768907546	0.194908542918
i	0.0941479726	0.1460987949	0.1373864668	0.346736022	0.1688635436	0.1067673286
à	0.10448831152	0.04876371562	0.1709708402	0.2663564094	0.15959755894	0.2498232201
t	0.02771783484	0.048143432568	0.20633778832	0.308604593	0.2123226757	0.1968736444
a	0.032444103404	0.062735569552	0.1668904278	0.295465722	0.38258190746	0.05988237948
l	0.0205540186656	0.025652653012	0.04584060072	0.3509003496	0.3882119308	0.168840458
à	0.01408973238	0.015996526388	0.04113643412	0.2948357346	0.415434764	0.2185067828
c	0.0179318294568	0.027644696178	0.03634784808	0.2783528444	0.4483802054	0.19134261034
h	0.011867986206	0.017730766482	0.0424320859	0.3020396416	0.408234306	0.217695044
a	0.0419714544972	0.050698591472	0.06216705372	0.321826894	0.3645688632	0.1587671646
n	0.013840634678	0.008808032332	0.0190117642	0.147011266	0.355261118	0.45606714
a	0.0135596115236	0.0117411222692	0.03356587547	0.180900218	0.474761468	0.285471744
</S>	0.014881377	0.020881757228	0.0392309998	0.1458814534	0.210338945	0.568785542
