 	lo	ho	finito	di	fare	</S>
t	0.796974714	0.05047476646	0.04540308658	0.0358107692164	0.0358896790277	0.0354469617965
o	0.693571528	0.11512824044	0.048157329048	0.0461790080264	0.04811507226	0.0488489873763
s	0.432084098	0.340601204	0.06076429722	0.0435853519786	0.0604339605736	0.0625309808583
p	0.1820581898	0.364591614	0.2369507394	0.05813612	0.0531955832603	0.105067773246
ì	0.181523076	0.319818238	0.222396348	0.0775083108	0.0862716849733	0.112482477531
c	0.0978584532	0.38461624	0.37324191	0.04761334534	0.0425689751436	0.0541010079636
c	0.045473843	0.382686536	0.463753552	0.0482777796	0.028369731904	0.0314384810846
e	0.1202811192	0.3552061012	0.320385754	0.08044464814	0.0611231291317	0.0625592820618
t	0.060570092	0.14413557	0.388795756	0.2286776234	0.0543753559849	0.123445604505
s	0.0567045877	0.1464802472	0.494966624	0.1576424104	0.0596241116	0.08458207292
a	0.0729675828	0.1449710948	0.33403867	0.241739721	0.061791212492	0.14449137378
a	0.0363419297	0.05352509348	0.0967324404	0.5378475694	0.160939470102	0.11461339214
t	0.02232531632	0.03051642802	0.06238356024	0.6004955752	0.17508742078	0.10919155
s	0.022867692612	0.026026671186	0.1498393072	0.437297634	0.176339895	0.1876287628
è	0.041078209798	0.01399865332	0.0854164812	0.367805186	0.2743405508	0.2173610362
k	0.01673741162	0.04093776336	0.0337071294	0.303020146	0.3657335596	0.239864051
à	0.006102072978	0.00865555964	0.0309648922	0.348083337	0.38374263	0.2224515488
m	0.009830108872	0.014832130066	0.0204542542	0.21031956006	0.478482588	0.266081372
i	0.0082522022092	0.01265132759	0.023776062	0.1594831256	0.538010392	0.2578269894
</S>	0.012612697224	0.01192880606	0.01645589064	0.0555877256	0.494389752	0.409025178
