 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.531015193	0.06852331612	0.0790573185	0.07609610304	0.0757007465248	0.0708143150306	0.0987932051557
c	0.63513971	0.04858377644	0.043083895488	0.0483458764096	0.0475657767188	0.086755592645	0.09052538947
h	0.447219428	0.327474024	0.0477824234	0.038804414236	0.0419812041256	0.0474801957811	0.0492584403122
a	0.429278182	0.318189524	0.086481011	0.04334752796	0.0407856021	0.0410797934413	0.04083837161
n	0.393232204	0.40346441	0.0421906382	0.0356214952139	0.0357109141805	0.0394273776816	0.0503529785443
a	0.29887147	0.42865203	0.0675882488	0.039409931	0.042001127914	0.0447946603063	0.0786826570011
a	0.1389564784	0.5268472948	0.1295187276	0.03692972024	0.0502658190697	0.034964116945	0.0825178528873
g	0.0722818294	0.4362869028	0.199972641	0.057170827	0.07405659268	0.031804239608	0.128426832434
o	0.09817538138	0.165230311	0.256430666	0.1976323436	0.1270192856	0.04709187942	0.108419969352
r	0.0563665398	0.160831632	0.402277414	0.0990321376	0.087386658188	0.0380586080572	0.156047128977
à	0.02081202096	0.1801724264	0.304224718	0.122505912	0.1509003744	0.07695133062	0.144433128387
s	0.029150937	0.1075018454	0.3754269472	0.2047327764	0.10965357752	0.0428870660426	0.130646858514
o	0.0328595839	0.165632842	0.41017207	0.155652991	0.093831034	0.035652269378	0.106199287884
o	0.027613364474	0.055517943	0.317929384	0.318370022	0.1035136412	0.064092761396	0.112962866698
s	0.020698222496	0.02954675546	0.2300484892	0.34409817	0.1138798944	0.10310806286	0.1586201
s	0.009314711614	0.02893032488	0.199945908	0.44334767	0.1024736738	0.1138687982	0.10211863064
o	0.01911919998	0.03503491228	0.165857804	0.45996663	0.169632555	0.075996737156	0.074392174
m	0.01246955022	0.01327876434	0.04021300208	0.12935306886	0.2458145914	0.2659463246	0.29292469328
ì	0.007255577748	0.00916511602	0.0386585448	0.239953314	0.1526417854	0.3126757076	0.2396499506
k	0.01597327448	0.02226148132	0.04323915668	0.0713170854	0.32583044568	0.3337462146	0.1876322236
a	0.0070702663	0.0089764635	0.0253344536	0.171966818	0.200577838	0.289522998	0.29655119
m	0.018475067928	0.0164673112856	0.032782915636	0.047759837156	0.1662477478	0.369699742	0.348567524
è	0.006074337076	0.005328409252	0.02320025526	0.065799958	0.1598537538	0.494642828	0.245100448
r	0.007786283446	0.01473369943	0.0197172733	0.02649404826	0.1105281228	0.484173658	0.336566916
i	0.005559635726	0.0065970563424	0.00940549118	0.02932358612	0.086413437	0.526501762	0.3361989892
</S>	0.0100385752088	0.009434409652	0.0127165999146	0.014710486224	0.0274942482	0.36754226	0.55806326
