 	lo	sentii	ee	che	arrivava	</S>
t	0.797032452	0.04507619163	0.0359179259454	0.0377344631674	0.0471584636192	0.0370804394522
o	0.709297948	0.1048269616	0.042954815508	0.0443322910678	0.0527766938377	0.0458112110401
n	0.4821531	0.31227011	0.04947696306	0.0454533843591	0.0570927614799	0.053553684259
ì	0.232062176	0.2532634682	0.14389428	0.064515002608	0.144618229375	0.161646903673
k	0.117737097	0.420117142	0.2908086094	0.03831191334	0.0590381316956	0.073987087634
u	0.107557026	0.292612136	0.3571061	0.090671751	0.056953018286	0.0950998766956
s	0.0856662632	0.206265938	0.49562021	0.086843211	0.0470069786214	0.078597507498
a	0.03822941412	0.098002946	0.534511547	0.1617113432	0.08589410876	0.081650636636
e	0.0412184576	0.0679676886	0.2916409692	0.3648183572	0.03395935524	0.20039533324
e	0.0310013675	0.03439972404	0.1048762074	0.5480728146	0.1722516642	0.109398237
k	0.03190989236	0.03428664582	0.0751282622	0.4651153576	0.254983608	0.1385762254
a	0.07338777018	0.01666542428	0.0463876256	0.281098807	0.460855332	0.121605104
è	0.0162920587872	0.01967842217	0.03326963619	0.303149678	0.431879956	0.1957301648
s	0.006831838982	0.00724655757	0.01990068866	0.13678111	0.74125798	0.08798189306
t	0.011860571616	0.012477298358	0.0420342885648	0.1730316134	0.600186608	0.1604096726
a	0.047568571118	0.014262634338	0.02350903554	0.154306189	0.479030238	0.2813233316
z	0.0111390240434	0.0089499530084	0.01046183843	0.0339930956	0.575880686	0.359575476
z	0.004624222772	0.0050982411432	0.010870174242	0.06119294	0.597526474	0.320688034
e	0.004558046952	0.001884820172	0.003091350128	0.02749399652	0.649329118	0.3136426428
</S>	0.00966139652	0.008535544926	0.00992114818	0.0449460934	0.450822242	0.4761136
