 	voglio	che	Maria	viene	domani	</S>
t	0.801179548	0.046526949114	0.0375116680736	0.0393551791072	0.0383747170694	0.0370519347851
è	0.664982254	0.09823053914	0.0555227917801	0.050970519956	0.0728549402651	0.0574390323335
l	0.641221634	0.1569289816	0.0661084571442	0.036730146386	0.0522091710645	0.0468017575769
o	0.274340354	0.349031744	0.214190437323	0.0415138402033	0.0612849558875	0.0596386482081
e	0.206583302	0.5575311168	0.04542149152	0.0281972502037	0.065081730531	0.0971850725787
M	0.0419634483	0.228067656	0.423312692	0.04109133872	0.11429090139	0.151273959916
a	0.1779273146	0.184246034	0.301858256664	0.0851555078	0.12550029098	0.12531272512
r	0.057239736	0.3473494636	0.175520898	0.10139720734	0.0877458288	0.230746889744
ì	0.05807350868	0.2236028154	0.1550395867	0.1362064172	0.1692595742	0.257818085
a	0.0794023262	0.2201208898	0.4428870806	0.0368177338	0.12401863882	0.09675328776
n	0.043535813392	0.13458994562	0.2609021659	0.23922559654	0.219600203	0.10214630856
a	0.028840976976	0.0947619156	0.259159025	0.329980765	0.192329608	0.0949277376
r	0.044685464544	0.083134169508	0.14258711676	0.30786227006	0.2017100437	0.2200209356
t	0.01472410582	0.027182388852	0.0664631192	0.3964467136	0.2070811054	0.2881026572
i	0.19379306412	0.0190988366	0.04710814094	0.19828014824	0.2284494224	0.3132703638
à	0.05524031231	0.06342533543	0.0809727537	0.1270988118	0.334502762	0.3387599332
v	0.004658168106	0.007093155468	0.02785109408	0.0802483205	0.65241388	0.2277353606
v	0.010518385464	0.0192463946	0.03243419314	0.0903963818	0.474373322	0.3730315474
r	0.164479952344	0.00806520222	0.014183499086	0.086468562314	0.43156575612	0.295237022
i	0.175949510719	0.020712974158	0.0223308297332	0.04791189988	0.32045520893	0.4126395308
</S>	0.024001623902	0.023181324626	0.018640308868	0.0241848158	0.2618989448	0.64809293
