 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.786646262	0.03448319978	0.024737891216	0.022349628564	0.0217384742486	0.021463804015	0.0214655136534	0.0215128958126	0.0229956117496	0.0226066681991
n	0.609198627	0.1381643274	0.04004481862	0.027201599211	0.0260235342735	0.0272272610203	0.029102313971	0.0327532568388	0.0385574546559	0.0317267481554
è	0.1907783572	0.398816004	0.1462990184	0.0385370862	0.03733538342	0.02938863284	0.0294499248413	0.0274996381381	0.0385966495905	0.0632995696619
g	0.212728622	0.401044764	0.194680484	0.03937307624	0.02847602897	0.0229028376188	0.02693001315	0.0228651617382	0.0241581561665	0.0268408676473
r	0.08733699626	0.359314844	0.244009894	0.1012623306	0.050038269256	0.0250620688474	0.0349508633204	0.0233688647111	0.0280398189272	0.0466159135888
a	0.0744766865	0.349000029	0.260664218	0.13280690328	0.0498499143602	0.025359464876	0.0271605126766	0.0239866766163	0.0277653220712	0.0289305150436
t	0.0552601222	0.1327234556	0.379704126	0.2571387326	0.04055522576	0.0248555202726	0.0250144124351	0.0250732281128	0.0294384097918	0.0302366560206
s	0.03951035818	0.0991842086	0.322301912	0.289918544	0.07279571584	0.03619475485	0.030519874892	0.028065381354	0.0289778376609	0.0525312759474
a	0.06594975254	0.1042365768	0.321296412	0.2369748364	0.089485629145	0.032193838252	0.040973162612	0.0258484815208	0.0321392540953	0.0509022161158
m	0.0409395134	0.0560609028	0.1792906298	0.39540258	0.142603604	0.040672259734	0.034139015448	0.0328360306807	0.0332460143658	0.0448094270459
à	0.036721492988	0.05947027302	0.2054614012	0.2382173888	0.216553724	0.04195237698	0.07680493934	0.037404358076	0.0286824841622	0.0587314702864
i	0.0242764149	0.0362501344	0.0926227504	0.302198326	0.3174559988	0.08982932734	0.0436210557718	0.0208958250168	0.0181407431614	0.0547093989737
è	0.02319788782	0.02380765396	0.0481990624	0.194689953	0.452762358	0.1201288506	0.03764856286	0.033395043364	0.0224016045659	0.0437689986489
n	0.0212135628902	0.02660401346	0.04538502022	0.1284546716	0.52712552	0.1067593458	0.04460235386	0.0259862344949	0.018468579168	0.0554007812938
a	0.03872228171	0.03933241624	0.06425361058	0.1196066256	0.446354022	0.1361023594	0.04059671274	0.0241097991008	0.0256259666151	0.065296352645
g	0.03142140112	0.03905108288	0.04951604188	0.07075594234	0.248355575	0.300828314	0.1116563784	0.05347743206	0.028031550512	0.066906224466
r	0.032154267632	0.041093126828	0.072177081572	0.0989006446	0.1733998016	0.1882770546	0.178043116	0.076399345	0.02830852384	0.111247105345
à	0.0227462042168	0.029016129836	0.0467411687	0.0480446974	0.1307412778	0.2436613946	0.295678994	0.0600430254	0.03211039228	0.09121654972
m	0.0123972402052	0.02392814558	0.031441200914	0.05314309316	0.201465832	0.214251764	0.2557459408	0.0733276939	0.02223029014	0.1120685737
m	0.014519285874	0.018342932352	0.047329128406	0.050990824064	0.1206930464	0.1676411848	0.346048336	0.061773731	0.03553266794	0.13712903376
a	0.019176698376	0.0355855861	0.06857617574	0.06391455368	0.1972854714	0.1278323782	0.237978812	0.119848776	0.041397378352	0.088404236202
s	0.011998466954	0.012699566734	0.01437881809	0.018809576934	0.0439948628	0.1367317674	0.247209208	0.267110284	0.108210561	0.1388569804
o	0.0082096824612	0.01042875718	0.012950356916	0.019620737144	0.032167768	0.1456422862	0.355426274	0.19773639	0.0700672254	0.1477507186
n	0.013865107424	0.014202470166	0.015275811532	0.01649890636	0.02860056152	0.09316360752	0.1232670172	0.2726402614	0.2847403536	0.1377458884
a	0.00893056349	0.01415572008	0.02405743582	0.022472515454	0.03887488332	0.0986654216	0.183320912	0.326259728	0.0967998892	0.1864627806
d	0.012850098021	0.01309311767	0.014540661512	0.015159273236	0.024926145372	0.06054439212	0.0811535104	0.2118711188	0.379467372	0.1863944338
e	0.00830700982	0.01060451282	0.015773988874	0.01781851734	0.0268945915	0.0442376618	0.1262015332	0.23013675	0.256116218	0.2639093088
r	0.00944880137608	0.009773274896	0.012220052276	0.013374549501	0.020953558768	0.02983465335	0.03916061332	0.1733335566	0.507871746	0.184029271
f	0.00753062515	0.00970295118	0.009872086978	0.012734834194	0.01929761838	0.03774733048	0.0811511764	0.18837946	0.352924394	0.280659549
ò	0.000983645426	0.00473609305	0.008394288434	0.003662388606	0.004681211586	0.01658586127	0.0775939149	0.2911953474	0.2942028298	0.29796438904
m	0.00600478586	0.006213112334	0.007406264966	0.00826759209	0.01480486556	0.02125595472	0.03629270632	0.0972547716	0.551689346	0.2508105894
m	0.0089881768406	0.00933196592	0.023794963618	0.0224181716792	0.036817614804	0.05005487296	0.0579691242	0.1052729246	0.43535061	0.250001538
u	0.00267862271496	0.0060207899856	0.0106686834726	0.010099212584	0.011206964256	0.11321668022	0.104334069	0.3069015412	0.2696217048	0.1652517414
</S>	0.0071615152968	0.0075875463988	0.0084630508232	0.00992672356	0.014520280734	0.02170537874	0.01927649878	0.053292241	0.377373818	0.480693182
