 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.805763188	0.04115982122	0.03144430438	0.0299326142086	0.0304070736252	0.0309838420362	0.0303090789373
k	0.669095848	0.1286714314	0.043413998657	0.0365142744124	0.0370122505635	0.0430715939148	0.0422205842737
r	0.339292114	0.291595344	0.1128527672	0.049051420236	0.0550840936614	0.0722859203212	0.0798383589928
a	0.318559434	0.443578016	0.0520327916	0.04540984818	0.0482811079142	0.0446889434927	0.0474497497884
s	0.190898218	0.495532564	0.14360015418	0.0376990150356	0.0361716670734	0.044805585927	0.051292746336
ì	0.1240649928	0.3235666388	0.2459691558	0.068564951	0.05449465694	0.0793047501294	0.104034735434
k	0.1453393396	0.44873906	0.1646397312	0.08426962626	0.055219869598	0.0391389294731	0.0626533719584
a	0.0831914214	0.2531161944	0.322421326	0.12626706964	0.065768029567	0.0496691729793	0.099566704733
l	0.09798330628	0.180412804	0.400097078	0.1878239118	0.039955963876	0.0385028123825	0.0552240426345
ò	0.04603694954	0.0839627812	0.496315364	0.183512083	0.0618901381	0.051365974434	0.07691675367
e	0.04444885706	0.0859216466	0.304814076	0.3760253898	0.0821796396	0.025815765192	0.080794634481
n	0.02533001756	0.0328826906	0.233326243	0.337496496	0.2174649392	0.043803683792	0.10969596857
a	0.028026431054	0.04070825274	0.25455023686	0.2453109522	0.1985681872	0.06871879492	0.16411725742
è	0.03019386426	0.0343327756	0.0823116642	0.214980715	0.352519322	0.10008748244	0.1855743401
n	0.01728792622	0.02641686306	0.11094251846	0.2386257862	0.31025601	0.10740567136	0.1890651576
e	0.02628415266	0.0318504619	0.087782209426	0.24860678432	0.1665019594	0.2097704344	0.22920393438
a	0.02375907552	0.02429599774	0.03448444658	0.06211566394	0.333847053	0.2507664288	0.2707314056
n	0.01480117454	0.0147992413	0.020655933046	0.06702199692	0.2801422334	0.3800723228	0.22250705188
v	0.01217282302	0.013590681828	0.0476360772204	0.0713796455	0.20279093658	0.442608952	0.20982095
e	0.00344186904	0.0072382717808	0.032717898668	0.020604201	0.1406719778	0.570032924	0.225292725
k	0.006320152292	0.0060665237144	0.007735143001	0.017527164046	0.1199114484	0.512149214	0.33029044
k	0.00920576596	0.010209092376	0.027061837113	0.018036312	0.095851785	0.574658028	0.264977346
i	0.03757515518	0.010307041606	0.08652718268	0.0228119212	0.21316015534	0.383558496	0.2460599798
à	0.0061391597028	0.0057148516162	0.007559432287	0.01784791644	0.1387729196	0.550172066	0.273793626
t	0.0047816972382	0.0052508616549	0.0084202984442	0.01171772886	0.0499821966	0.530402282	0.3894448874
o	0.007618683902	0.008900874806	0.012211898178	0.0175465311	0.0594119286	0.484474796	0.409835234
</S>	0.0108478091	0.0107144720456	0.011720936082	0.01302056068	0.0486127082	0.493989256	0.411094292
