 	mi	si	gonfiò	il	dito	</S>
m	0.75421148	0.09284965648	0.0402607626	0.037071149716	0.0389428621822	0.036664202792
u	0.368399584	0.2194084652	0.1199360084	0.0726793250676	0.0681637599213	0.151412997938
b	0.1664557312	0.348893148	0.2823214712	0.0550196260943	0.047304712932	0.100005423175
r	0.0697651456	0.224244412	0.31778599	0.10314770646	0.1581168218	0.126940023844
i	0.1116734582	0.183836025	0.492722506	0.09098000968	0.06180453386	0.0589835877651
s	0.0606483506	0.170735176	0.468136578	0.1782794312	0.03777057362	0.0844298209737
t	0.0273925674	0.091827113	0.340531902	0.2315543814	0.189544735	0.1191493002
ì	0.04705867708	0.1560870688	0.2443497868	0.1714405514	0.1631817776	0.217882218024
o	0.0334690978	0.0595142655	0.1316091506	0.44245046	0.19492421808	0.13803284066
d	0.01809757787	0.0222939469	0.0526356652	0.452515414	0.2901001074	0.1643572384
à	0.00777565026	0.009182533252	0.02192120602	0.1760411292	0.66714392	0.1179356632
t	0.0124432117232	0.02448482378	0.0349036292	0.109495359	0.576553034	0.2421199434
t	0.01139776617	0.012138360874	0.02187771728	0.1183534516	0.657070678	0.1791620042
i	0.060398612656	0.03147975889	0.02521098882	0.073044117	0.556679324	0.2531871216
l	0.008401360312	0.007406699478	0.015151337	0.0621736198	0.57197307	0.334893908
o	0.005666153334	0.0057808681508	0.01066489227	0.0327243981	0.582820204	0.3623436244
</S>	0.0139829287	0.01122184896	0.02054474472	0.062137409	0.345921762	0.546191352
