 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.571644966	0.209819927334	0.0209567933911	0.017653569433	0.0167352553607	0.0163806895135	0.0161639503331	0.0162299977539	0.0160529933122	0.0161033047228	0.0161463548112	0.0160950021748	0.0160960757165	0.0165412107567	0.0173798442521
à	0.418004554	0.1332262216	0.0399606776556	0.0506945113719	0.0375352259568	0.0378507046387	0.0308061687375	0.0335069426044	0.0247376729811	0.031479086004	0.0337026078007	0.0288409322011	0.0279295870024	0.0386780438015	0.0330469710007
t	0.560909444	0.2111585048	0.0239360634226	0.0195941084652	0.017085415088	0.0165988144992	0.0159000354476	0.0163727516141	0.015626589421	0.0170687619458	0.0174614827549	0.0150587341551	0.0157552848315	0.0196828857983	0.0177911611128
t	0.375882982	0.293434176	0.02968579169	0.035421845032	0.02531991429	0.0312254869555	0.0262094639992	0.0266198379677	0.0201831702077	0.0236153660094	0.0254668554316	0.0204845904079	0.0176481473261	0.0243947720517	0.0244074642003
e	0.332904568	0.219989221132	0.041596742693	0.0558812178801	0.0325622082225	0.0464656744417	0.0278713303233	0.0390118709844	0.0229705970524	0.0284169352135	0.0339906870073	0.0267277936472	0.0240921678159	0.039935403307	0.0275835986039
o	0.2601417354	0.406631456	0.04021635916	0.0243950438814	0.0278435967963	0.0202938799168	0.0206858862075	0.0216444860617	0.0249038053703	0.0233036769474	0.0232099825558	0.0210207390276	0.0228903095658	0.0306812312758	0.0321377539718
G	0.0775083334	0.524146776	0.0845225262	0.0324916336	0.0295977588437	0.0220180328374	0.0225840603015	0.0240417416344	0.0274372140199	0.0264581988285	0.0240088561563	0.021013782598	0.0233018081126	0.0292010748521	0.0316683069397
i	0.1065937246	0.2317880984	0.0881469222	0.1140239462	0.0505571836	0.074863974	0.038138666828	0.055017805143	0.0227891074437	0.0348542788101	0.0382300926226	0.0223554538321	0.019558195241	0.038782301633	0.0643002280069
o	0.09647323	0.467255418	0.13848035	0.0440098632	0.024522452624	0.0191588877931	0.0194290904073	0.019303292167	0.0222861457883	0.0241606741112	0.0229665666115	0.0181395475814	0.0215847832429	0.0308574062906	0.0313721904588
v	0.04393671886	0.1264006136	0.276201936	0.118250771	0.03183178992	0.0283885035888	0.0466633432314	0.0592595774033	0.0215111299909	0.0367892977052	0.0516274356098	0.0255193143651	0.0592989446516	0.0288776960617	0.0454429430494
à	0.0782618256	0.1130798614	0.1336599472	0.129503516	0.0427222312	0.0557617638	0.05945771192	0.06642153134	0.0271959253456	0.0420887304357	0.0723670316595	0.0378583063971	0.0249485219854	0.0447788666583	0.0718943150195
n	0.03572351016	0.1658799926	0.3675972352	0.1864637086	0.0262613802	0.019213619166	0.0171405214558	0.0198714077132	0.020253532275	0.0314958580553	0.0270672434567	0.0166894334053	0.01382579549	0.0189230149701	0.0335939195786
n	0.0366710192	0.1267985446	0.228886751	0.181106714	0.0432722258	0.0465116202	0.047156570506	0.0567908245912	0.0174630708743	0.0313646836101	0.0691605283341	0.0256551932491	0.0230452639446	0.0254753222109	0.0406418513011
i	0.0685809118	0.1654690966	0.2166049792	0.1470987754	0.06161082414	0.05781764798	0.0489315444432	0.033795604391	0.0257168919357	0.0351249143022	0.0374731199617	0.0266784872428	0.017325391851	0.0240133502504	0.0337584032004
è	0.02433358262	0.05002302036	0.31568428	0.2408024748	0.110782185	0.0368681894	0.026257705986	0.022950130574	0.0255021953273	0.0309266983669	0.0267343820774	0.0206052465999	0.0187564802792	0.0214475943771	0.0283257696169
s	0.01982618396	0.0409124373	0.246662631	0.360483719	0.0823917996	0.0438131676	0.02250094851	0.022623352722	0.0199170829763	0.0302385425124	0.0278393072538	0.0165505880242	0.0136401513526	0.0179753518509	0.0346246518674
t	0.0306639566	0.0466149084	0.2350176394	0.267499056	0.123643783	0.062474294	0.038583963494	0.027761282292	0.0241819295192	0.0295394238219	0.026552486556	0.0193230365838	0.0146976157629	0.0218995679088	0.0315468751553
a	0.1266229702	0.0508320658	0.0832358624	0.24642584	0.09047306272	0.07662677044	0.06102216302	0.0482877614106	0.0383827729892	0.0342761505966	0.0316742651821	0.0333884624509	0.0216193228502	0.0284565337299	0.0286761071422
s	0.024976706912	0.0371850522	0.1039590184	0.2361624354	0.239770469	0.097651278	0.03507848654	0.02512205566	0.027594567816	0.0357268677571	0.0334273106086	0.024941589364	0.0199735513636	0.0208888567115	0.0375417426091
e	0.01525607804	0.02118872814	0.0552062082	0.1991747856	0.24240005	0.1252001298	0.0550061626	0.0354185186	0.0291763955208	0.0401781266625	0.0391102799977	0.0365402082733	0.0179421468103	0.0277240966645	0.0604782228064
è	0.022424707934	0.033091646576	0.0458089282	0.0972829288	0.2464015366	0.236451058	0.0833270966	0.0321529312	0.02708091598	0.03102535106	0.0321370202613	0.0295074995149	0.0245233147864	0.0217464022564	0.0370385730866
s	0.0142136606	0.01870296314	0.0438250596	0.1466816448	0.212047063	0.2510579374	0.055969267	0.05402591	0.02577103198	0.0270053196032	0.0276036681184	0.0236390802278	0.0253962244817	0.0262530901582	0.0478083152144
t	0.0203763446	0.0204586486	0.03893861184	0.1133046743	0.226966409	0.2398599252	0.0835465256	0.0505876562	0.02453794568	0.0302878261014	0.0273589197156	0.0255529505779	0.0131071358487	0.0207020443629	0.0644142593322
a	0.0502134758	0.02907297816	0.0307041478	0.1294645084	0.1415227566	0.2244382828	0.097935081	0.055133767	0.0409745684788	0.042356821946	0.0359529856958	0.0340161322683	0.0189992880952	0.0268930703329	0.0423221732482
s	0.016177878348	0.02271356872	0.02800205268	0.0630077308	0.1572581716	0.2187138356	0.1540359878	0.0740559508	0.04898852536	0.0313120228484	0.03377010702	0.0426950111236	0.0333001643788	0.0243240112356	0.051644866721
