 	non	ha	mangiato	mai	un	rustico	</S>
e	0.796905616	0.048960336988	0.03180923891	0.0301668588872	0.0304871533306	0.0307606846399	0.0309101075055
n	0.613981926	0.18270518	0.041806247386	0.03918450252	0.0445369194397	0.0379503449894	0.0398349363227
è	0.1433069476	0.480974878	0.1576938372	0.050694426	0.042665796714	0.0480390055928	0.0766252399058
c	0.183000562	0.431980834	0.240008944	0.04142068188	0.0357943213994	0.0324054147804	0.0353892536916
h	0.0827745106	0.347417988	0.362832274	0.089784006	0.04498822486	0.0324268896578	0.0397760259133
i	0.073830505	0.3254207854	0.350115936	0.1266795432	0.04303928879	0.0397825187309	0.0411315711214
f	0.0488990608	0.14040431	0.527568978	0.164174156	0.04066589522	0.0357445604516	0.0425429757907
a	0.06315604764	0.157368068	0.316888538	0.266912402	0.06619123366	0.041724765668	0.087758916021
m	0.0446583268	0.0595537706	0.238075298	0.461247614	0.0557108072	0.0537373288632	0.0870166861179
è	0.0374576836	0.05879000188	0.0749869472	0.494558138	0.152117863	0.0554445756	0.12664480364
n	0.02516305392	0.0432793998	0.150659872	0.4482882368	0.158510817	0.02562898842	0.148469668978
a	0.0459834924234	0.0543291976	0.1400678938	0.491641291	0.109379634	0.03804788018	0.120550558426
m	0.01944392052	0.02649326726	0.0428709984	0.23513547	0.476636418	0.0708187249	0.1286013637
à	0.027649445564	0.03629237376	0.03554110192	0.265151592	0.3497620606	0.1020235582	0.183579848
i	0.013572245094	0.0249718928	0.0585969748	0.168346055	0.44829552	0.0881500932	0.1980673262
è	0.014377781386	0.01479576218	0.02575623298	0.0822110919	0.500899721	0.102023306	0.2599361146
n	0.012086169956	0.01505937146	0.03439358708	0.067365721	0.356111258	0.297687726	0.21729603554
a	0.028452840816	0.03098305618	0.04652722786	0.0774646578	0.463159254	0.1137659636	0.2396467584
n	0.0254189368948	0.026808447746	0.02987208623	0.042245995774	0.13647137002	0.5416929	0.1974903608
r	0.00778613162	0.00900441108	0.01624525766	0.040115115428	0.1584198586	0.47342856	0.295000662
ù	0.010342639664	0.0180859697	0.00664354782	0.01789345526	0.07504325	0.522082048	0.349909136
s	0.00697680277	0.0081347548	0.01070350518	0.01739863144	0.0522731374	0.530123416	0.374389856
t	0.007026599868	0.00650228002	0.01240249262	0.028139539732	0.102994096	0.471570786	0.37136404
i	0.0222144132533	0.05622277931	0.015902622344	0.03308179436	0.0663715084	0.40379459	0.4024123098
k	0.0129029761524	0.014162524704	0.01479550646	0.02164930006	0.0390147986	0.444621126	0.452853762
o	0.0063941896994	0.00725370406	0.00810861732	0.0173730063	0.0557061008	0.462935884	0.442228562
</S>	0.0197253317928	0.020073378334	0.01871035704	0.02226601078	0.0504054704	0.32970048	0.539118982
