 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.783464872	0.048222834	0.02531843198	0.02403573464	0.0236204313284	0.023735037881	0.0235965912216	0.0238941549071	0.0241120652746
a	0.650170966	0.1102424308	0.04143531116	0.0282813454083	0.0288362291276	0.03091880546	0.0365055064382	0.0341993649839	0.0394101550497
m	0.4247605212	0.31208671	0.058434636094	0.0299363689586	0.0290721035486	0.0308064164557	0.0334687147453	0.0441618914627	0.0372725788746
à	0.2122927392	0.254236962	0.07088282726	0.168394723434	0.059326727178	0.054708823512	0.047733417562	0.0464389057417	0.0859848435045
t	0.1279592332	0.4697457	0.1952867262	0.034219962698	0.0296399371483	0.0288692533217	0.0299506984655	0.0282280052483	0.0561004349179
i	0.11269145	0.4541062494	0.1398424104	0.09891308488	0.0352724856811	0.0386636317255	0.0223445711877	0.0400401293934	0.0581259815902
è	0.090221066	0.14583187	0.523588402	0.06105892272	0.0297876888768	0.0303193872914	0.0293375472185	0.0316224407615	0.0582327629287
n	0.04620621712	0.1765251288	0.457678495	0.1413799794	0.027914208588	0.0235941583266	0.0230235307697	0.0216169793872	0.0820613274025
a	0.0671274871	0.15122829	0.37530044	0.20921422	0.0490840958	0.026434080084	0.0260071834107	0.026332765459	0.0692713354974
p	0.05045543552	0.0566518475	0.3611262192	0.282653588	0.06890544812	0.05132947616	0.0363536121024	0.0319076700555	0.0606166743821
r	0.04548481927	0.04405958964	0.2033493994	0.340500286	0.1400857724	0.0677748579	0.03495590016	0.036514301996	0.087275126218
à	0.12707262646	0.06553182504	0.1541541282	0.321431424	0.167155706	0.03762159652	0.0307647997	0.0324859292046	0.0637819939836
m	0.02611778234	0.0424390656	0.233128329	0.2502527276	0.202361762	0.0791105346	0.04462769764	0.024982242098	0.0969797216027
a	0.01877126858	0.032441952	0.0967177068	0.270303086	0.2790376166	0.0821092192	0.04092537352	0.03941830468	0.140275455857
n	0.02833496896	0.03019996322	0.0923157152	0.0923544616	0.4130549984	0.1498953688	0.0417476646	0.031400121614	0.1206966595
a	0.0163454675746	0.025182995662	0.03980414376	0.155905723	0.346593224	0.197332468	0.03258229152	0.03191648892	0.15433721629
s	0.01488740901	0.015313231668	0.03095558586	0.034111551	0.2546582364	0.39003998	0.1086643738	0.04071094874	0.1106586406
t	0.0123731333816	0.014140502536	0.013331612872	0.0545639378	0.2550122728	0.439288298	0.05117904294	0.0666280664	0.0934830589
u	0.072075389152	0.01848856276	0.02516408844	0.0584301602	0.2359596	0.298066192	0.0753214516	0.0809000536	0.1355945702
d	0.012479174014	0.0132970447	0.01914224112	0.0245747333	0.1285556769	0.295841238	0.1980818828	0.1189339908	0.1890938826
i	0.004203868652	0.005997803194	0.00926036872	0.0282429317	0.0913425708	0.428285524	0.1427780694	0.1469456872	0.1429430818
è	0.010487304906	0.011439842774	0.029983163914	0.026105430728	0.1052585347	0.1914733274	0.2687406886	0.149646784	0.2068646986
t	0.005736276124	0.00741748132	0.017305990268	0.01596023686	0.06289623634	0.2769362968	0.3250692808	0.1839623366	0.10471583188
s	0.00704738351	0.00971798172	0.011522343368	0.021939754106	0.07468747824	0.27708031	0.288002738	0.230807172	0.079194996
i	0.049853043429	0.006513551312	0.01127537138	0.01750265456	0.08670050486	0.098358681	0.2515876896	0.301279478	0.1769291533
è	0.0073885239628	0.008625526466	0.008861592698	0.009511712444	0.01728605766	0.04611807738	0.356281658	0.31240102	0.2335258208
n	0.005786617075	0.007617093808	0.009860477596	0.008478595146	0.01716528828	0.06308122002	0.2820949212	0.475468876	0.1304468312
a	0.008560550794	0.00976425872	0.01139793097	0.017612962164	0.0278156331	0.0758902934	0.297692762	0.440818468	0.1104471506
p	0.011994977764	0.0120344773108	0.012661086309	0.012261934228	0.014875507006	0.02037244534	0.1713127156	0.50379401	0.240692814
r	0.0116821146458	0.0076393687306	0.002589971476	0.016632023522	0.02881029104	0.05288570802	0.1205664198	0.642196306	0.1169979064
à	0.002786081598	0.002556037006	0.001614337598	0.003675220096	0.009181056506	0.0208931178	0.1442614846	0.64147667	0.1735559156
m	0.0048990528752	0.005105653308	0.008102351366	0.006040757282	0.012679896666	0.02398625528	0.136043427	0.530561816	0.272580912
a	0.0080745017778	0.0102474413388	0.014089088834	0.02631626523	0.0450406765	0.05787252806	0.1108363564	0.51363632	0.213886652
</S>	0.0084559885425	0.0087299136772	0.010836113352	0.009036722104	0.012904841266	0.01538117644	0.06257919382	0.424895976	0.447179966
