 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.531015193	0.06852331612	0.0790573185	0.07609610304	0.0757007465248	0.0708143150306	0.0987932051557
c	0.63513971	0.04858377644	0.043083895488	0.0483458764096	0.0475657767188	0.086755592645	0.09052538947
h	0.447219428	0.327474024	0.0477824234	0.038804414236	0.0419812041256	0.0474801957811	0.0492584403122
a	0.429278182	0.318189524	0.086481011	0.04334752796	0.0407856021	0.0410797934413	0.04083837161
n	0.393232204	0.40346441	0.0421906382	0.0356214952139	0.0357109141805	0.0394273776816	0.0503529785443
a	0.29887147	0.42865203	0.0675882488	0.039409931	0.042001127914	0.0447946603063	0.0786826570011
v	0.1389564784	0.5268472948	0.1295187276	0.03692972024	0.0502658190697	0.034964116945	0.0825178528873
o	0.05359838986	0.2780738628	0.2012432834	0.1817869218	0.121337452	0.051397625301	0.11256248969
r	0.0660558816	0.267527094	0.352239544	0.0510324622	0.0616504986386	0.0360132479018	0.165481259735
à	0.0295498515	0.3072505124	0.207442258	0.1073445588	0.1341929768	0.07179716988	0.142422430274
s	0.0572796316	0.155319601	0.41060348	0.1249986468	0.086231671806	0.0368721157731	0.128694931049
o	0.03320963292	0.2754051228	0.363012238	0.118475152	0.0868781479	0.035658707928	0.087360896504
t	0.02434393454	0.0587936132	0.407635668	0.282452204	0.0912007748	0.030344545327	0.105229226676
o	0.014922960532	0.0502719214	0.455174957	0.20957531	0.1196517748	0.03337192724	0.117031148346
t	0.02947382956	0.0578915788	0.2264485448	0.333221668	0.1172794248	0.082227850664	0.153457336414
s	0.00905935032	0.02056599094	0.200430114	0.464803568	0.1273941774	0.06400917912	0.11373757976
o	0.0232426499227	0.0393647110944	0.152967802	0.497544738	0.1314408118	0.0648514285146	0.090587908192
m	0.0138562352	0.01494538	0.082201166	0.1732859004	0.2127335844	0.2283836906	0.27459408914
ì	0.00691115254	0.0089614922	0.03821535666	0.2744339894	0.1558118658	0.305450576	0.2102154286
k	0.0155008472	0.0261094836	0.05257062006	0.0984479046	0.3334964966	0.2673675968	0.2065070347
à	0.0083509769	0.01011280648	0.0394954198	0.22868287	0.207450624	0.2191130872	0.2867942272
i	0.011836316596	0.01526035008	0.02663132572	0.05140590392	0.2853064492	0.34399004	0.265569558
m	0.007463395368	0.00838581326	0.01268939586	0.034824410954	0.17560178622	0.49842125	0.262614088
è	0.00875951678	0.00788982666	0.02593662712	0.057665971	0.1529927698	0.475825182	0.270930176
r	0.008256327894	0.019492396062	0.021705101364	0.025875218054	0.0972657148	0.52658517	0.300820188
i	0.006672943804	0.0073561265692	0.01111390043	0.03013908784	0.0765982724	0.519080022	0.349039684
</S>	0.0119434054768	0.011349991072	0.015381077622	0.017195558884	0.0280570752	0.351679686	0.564393372
