 	è	che	stanno	ancora	svegli	</S>
è	0.78363143	0.06163767578	0.041395299692	0.036448463746	0.0394818251036	0.0374052882918
n	0.626943042	0.163514404	0.0512160836	0.0620814478152	0.0411093993908	0.0551355882981
a	0.308215554	0.46692214	0.0923095012	0.03964516591	0.044510613257	0.0483970956183
s	0.1561215492	0.551178318	0.140171768	0.077324062597	0.0345391076339	0.0406652328018
t	0.0755355682	0.442715712	0.304245862	0.05184127914	0.05478219502	0.07087953869
a	0.0922957548	0.40525683	0.30767447	0.05077780732	0.048062158562	0.09593305642
t	0.0669362306	0.205648669	0.516198779	0.108068707668	0.029180521788	0.0739668897698
ù	0.0467566976	0.126997748	0.493560462	0.0836343535	0.0654037542094	0.1836470546
n	0.0558023042	0.105382191	0.5762933728	0.1158660602	0.02482982408	0.121826131095
e	0.0428934626	0.159821896	0.465661374	0.1001689484	0.035166700308	0.19628764876
a	0.05162646	0.0715955932	0.198210994	0.48269994	0.0641274524	0.13173955826
n	0.02660872546	0.03404202632	0.1963140924	0.503810196	0.1167181672	0.1225067078
k	0.042251756156	0.06756190918	0.1682458244	0.45088929	0.095679745286	0.1753714516
ò	0.07719459528	0.0662706354	0.1419984772	0.2665785486	0.06096731994	0.386990332
r	0.02309983568	0.0556130064	0.175113434	0.329576332	0.185355574	0.2312417416
a	0.04304530961	0.05299832466	0.10565763	0.478873956	0.1277002792	0.1917245327
a	0.0450538824	0.04964237812	0.0719627576	0.3240247436	0.2145798768	0.2947363588
t	0.01629703891	0.0192786182	0.05661843774	0.1457896486	0.458846708	0.303169394
s	0.01882873854	0.03155546336	0.0780771962	0.155044198	0.294042292	0.4224520968
ù	0.01315234802	0.0165049644	0.042974769	0.0609984154	0.24939408748	0.616975326
n	0.01694536542	0.02564577074	0.0363302056	0.1094606422	0.535298306	0.276319628
n	0.010693572774	0.020617166528	0.03853090868	0.1362434802	0.50668848	0.287226322
i	0.08566721526	0.03233947994	0.02555735672	0.0911482036	0.3061063364	0.459181326
t	0.026141636754	0.02893875854	0.069814091874	0.05724012486	0.47000816	0.347857242
i	0.068060271212	0.076375528928	0.048265368	0.0282068702	0.35724304764	0.421848948
</S>	0.0211835927424	0.02281713723	0.02419871778	0.03484830426	0.3064143092	0.59053786
