 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.616634758	0.1785270972	0.04122879792	0.0396621631494	0.0378866593219	0.0459960854403	0.040064402191
a	0.53679742	0.127483312	0.09061869928	0.047809677992	0.0633501447404	0.0663904041336	0.0675503758905
n	0.573355574	0.2091716701	0.0568754927942	0.0391711284881	0.0342066063112	0.0445148524705	0.0427046601488
o	0.309325864	0.346898004	0.1104960062	0.03360219938	0.0467114616444	0.0661783416151	0.0867880938833
n	0.259241952	0.441397038	0.1362968975	0.042703627928	0.0320507823401	0.0423927275113	0.0459169738492
ò	0.110320756	0.350250526	0.1555223218	0.07220819	0.07301373294	0.107682655164	0.131001731327
n	0.1560549432	0.378218092	0.2788374234	0.049050205675	0.0318718030006	0.0453012468309	0.0606664110488
t	0.0764589986	0.449868702	0.221908902	0.06753925382	0.0483994286334	0.0527836052626	0.0830409370091
a	0.2348501262	0.317059064	0.157573388	0.094784245486	0.06814537	0.0603269116906	0.0672607798748
t	0.0617789082	0.2318758904	0.356611454	0.1717548184	0.0456309982916	0.0438644130619	0.0884835680037
a	0.08688455238	0.181160546	0.252151804	0.1213186231	0.0925151407	0.093521020292	0.172448378654
s	0.0423419792	0.0869123182	0.401648758	0.258232386	0.051301038866	0.0529683677083	0.106595132068
ì	0.024095335266	0.0551275996	0.3208259676	0.1825274292	0.1731864248	0.10529702266	0.1389402014
n	0.0347540313	0.06077367	0.339290696	0.292546256	0.1044403068	0.0647625301371	0.103432656489
n	0.019004803328	0.055234703	0.3039024956	0.1912993244	0.115102794	0.099524727225	0.215931242912
e	0.022896376346	0.0298219854	0.235785403	0.255349979	0.0976165468	0.119374251324	0.23915547434
f	0.01380014541	0.01600834254	0.04915365468	0.2883066606	0.2522587348	0.099394417508	0.2810780578
a	0.028378770806	0.03066068378	0.0661385904	0.22239068	0.2898697	0.1524772276	0.2100843186
n	0.017572853114	0.017592344332	0.034420503066	0.2292462598	0.302261498	0.17906939006	0.2198369974
o	0.007868092098	0.0140472874048	0.03163715532	0.1528167436	0.387108606	0.16835257668	0.2381697066
ò	0.0135884447264	0.0133348053528	0.02249028707	0.0896150767	0.2711421498	0.3695795164	0.2202496708
k	0.008300242594	0.010760784602	0.0183910144	0.07520654948	0.2886557144	0.4913606705	0.1073251091
a	0.016352068946	0.01869764681	0.02900917008	0.0716395213	0.3278222394	0.326310486	0.2101689418
v	0.0103330118034	0.0104927510676	0.01211539287	0.0233371199066	0.0798605627	0.605356032	0.2585052068
r	0.008448534848	0.00739206862	0.00770745428	0.02551115658	0.1219379396	0.475656308	0.353346498
è	0.00494237578	0.015488499734	0.11569123062	0.046108140808	0.1359049672	0.490759822	0.1911051498
c	0.008392339968	0.0087977953734	0.011714077206	0.022744749306	0.052782344	0.448861504	0.446707114
h	0.0094549122557	0.0119645999472	0.018167083358	0.0455391774	0.0875379518	0.46025965	0.367076532
i	0.0100111235358	0.0245887153606	0.0655918440016	0.086938552584	0.0821820972	0.3715796512	0.3591080668
</S>	0.00338747726816	0.009663728582	0.010705840772	0.0154670688	0.042107445	0.358314398	0.56035397
