 	non	mi	aspetti	che	non	vengo	</S>
m	0.57557023	0.070590764144	0.22614633112	0.0309031191782	0.0318623690711	0.0322312620178	0.0326960334372
ì	0.2423432994	0.04280882212	0.07196707402	0.118332470546	0.04766076966	0.275505938912	0.201381557445
m	0.327064293	0.26778062194	0.2041430554	0.057286809868	0.0331266700656	0.0584074430081	0.0521910646649
e	0.2044859228	0.1235517292	0.10704400158	0.0960802938	0.0389573544492	0.280532374399	0.149348274874
m	0.1785082826	0.3083100352	0.29697305472	0.10712874808	0.0350478130502	0.0359109888663	0.0381209901259
ì	0.0330799096	0.2154012258	0.044025542	0.1614303292	0.03908401936	0.3150303934	0.191948511148
n	0.1183828758	0.1401775752	0.1813378336	0.377108336	0.0286592448	0.0476399691	0.106694065209
i	0.07863119462	0.160927539	0.164343222	0.3567947994	0.056398815	0.09380952842	0.08909497047
k	0.02956150168	0.0475758868	0.0768199124	0.486178936	0.1993801668	0.068810296748	0.091673246968
a	0.042187688732	0.068129440068	0.0479371926	0.471427182	0.0615280804	0.0931293612	0.2156612066
e	0.021864507512	0.03690376824	0.0388604976	0.222342363	0.3592837392	0.09636835646	0.2243769264
n	0.0135899978272	0.016229624066	0.02528482752	0.149163728	0.4296938554	0.1766512618	0.18938684108
è	0.025349443226	0.0244947938	0.0196366677	0.0678244292	0.2016521914	0.396700916	0.2643415888
r	0.0298989950862	0.0197450188648	0.01689517412	0.0786787904	0.1503815304	0.424364788	0.2800357322
k	0.01969028782	0.02331152402	0.0237413532	0.0777853476	0.22492497312	0.384057486	0.2464890124
o	0.014603748358	0.131536158668	0.02552737456	0.0543361626	0.14248796806	0.373038954	0.258469351
m	0.013713447898	0.025664163236	0.029650663606	0.026819732706	0.09497816074	0.300868316	0.50830548
e	0.00955142835538	0.0167845372354	0.013260975078	0.0288520121	0.11201104338	0.551003594	0.2685363288
</S>	0.0127308470525	0.024479121128	0.025164283412	0.0232594037	0.0903004116	0.2895183246	0.534547694
