 	se	vieni	a	casa	ogni	sabato	</S>
a	0.713911514	0.11660233692	0.03565104718	0.03352190062	0.032544986968	0.0346389292502	0.033129301155
n	0.4474691168	0.301849078	0.056153549392	0.0517952342552	0.0688701227797	0.0401809541259	0.0336820970635
è	0.1883595996	0.2235763128	0.20856949	0.1455650536	0.0666727178	0.082569561948	0.0846871112565
r	0.133996056	0.1957554646	0.31878302	0.205509388	0.0459300204	0.053544017416	0.0464820311671
t	0.1046025649	0.2371166848	0.355116922	0.12719042	0.043319896528	0.072907616841	0.0597458507378
i	0.1908972584	0.155206312	0.3102765234	0.143188638185	0.049170234017	0.0913802462965	0.059880816788
è	0.0478812222	0.1342457706	0.4394464008	0.202178264	0.03992638346	0.0393420115507	0.0969798550177
s	0.03273482998	0.067097888	0.250007251	0.483260414	0.0967080806	0.0300064566856	0.0401851203632
s	0.03674357752	0.05537439524	0.2217887124	0.473805804	0.1146115966	0.04182298012	0.055852792245
u	0.03154951984	0.04048538048	0.2528819766	0.314620382	0.1737616041	0.08471639964	0.101984638937
k	0.0263848686	0.03460615402	0.1306942178	0.2573663354	0.3075829432	0.1119121384	0.131453402972
u	0.0257205002996	0.021259848438	0.08649989172	0.2754833972	0.260422672	0.1537648768	0.1768489244
à	0.019144946337	0.0206926996982	0.040941506128	0.12439404736	0.4736382	0.231362181	0.0898266468
i	0.0073873703292	0.0083963012	0.036252962616	0.10886760654	0.4583045912	0.324825618	0.05596550974
s	0.0151944258339	0.0146230693218	0.028315328856	0.074248855252	0.402730145	0.34415738	0.1207308304
à	0.0093111093586	0.00936533361936	0.015326659334	0.04191054221	0.1686147368	0.683221752	0.0722499856
m	0.0093364359246	0.010229050554	0.013087595058	0.02263374454	0.1699428588	0.673548414	0.101222019
b	0.0070603040618	0.008703149825	0.024749446862	0.033997781628	0.0852740244	0.724470886	0.1157443588
a	0.00353337414512	0.0018032116024	0.010991215272	0.01834284274	0.101184868	0.766486078	0.09765828054
</S>	0.00692892349026	0.007227966732	0.007916539	0.010268895386	0.08709230712	0.453768076	0.426797344
