 	le	ragazze	vogliono	guardate	</S>
t	0.790552368	0.06949496712	0.048405920638	0.0458804186393	0.0456663686249
a	0.753981436	0.0814574366	0.0537353907388	0.0517995167365	0.0590262769216
k	0.635423676	0.1740390846	0.0570646315217	0.0585440273695	0.0749286371252
o	0.365005678	0.398720672	0.0721894736	0.053664698308	0.110419405487
r	0.351651264	0.41714998	0.065776247	0.0634864618278	0.10193596054
à	0.17106553	0.545913748	0.0784527268	0.07948980404	0.12507821006
s	0.150860262	0.583478562	0.1230398032	0.0392859040029	0.103335621333
i	0.117024935	0.561387188	0.1013667762	0.086160558144	0.13406041872
a	0.1407590626	0.263071182	0.38331532	0.055898509626	0.156955765491
t	0.05631843594	0.1541154366	0.549145636	0.12671754016	0.11370276316
è	0.04109487858	0.166869941	0.39988735	0.1514178792	0.2407300478
l	0.0537197314	0.138567178	0.47230014	0.1273672124	0.2080456408
o	0.02422650668	0.0838612018	0.5625811	0.1061323288	0.2231988378
n	0.04822140064	0.04826018456	0.2085181612	0.429749762	0.265250538
e	0.02051322966	0.0944093532	0.275986344	0.248243632	0.360847428
k	0.02446925932	0.0282212556	0.06326853848	0.618332188	0.2657088252
a	0.03250664308	0.041423961	0.1071527648	0.355448424	0.463468187
n	0.01947580874	0.026239767592	0.0481416076	0.58296856	0.323174396
o	0.00793200227	0.02948552948	0.0776613618	0.512734172	0.372186891
n	0.01510415152	0.015864715038	0.04220585174	0.510476762	0.41634856
i	0.00838128227	0.02901246306	0.049152975	0.437316742	0.476136552
m	0.01490899356	0.013643104968	0.04147849408	0.499932412	0.430036994
m	0.0207402153	0.02642200302	0.0553166722	0.3137039552	0.583817234
è	0.03231098622	0.101123486124	0.0515871986	0.2048454988	0.610132824
n	0.01100922832	0.02479059306	0.094784066	0.36517434	0.504241774
a	0.05461987068	0.0541872232	0.14798508	0.448370536	0.29483739
</S>	0.01849490364	0.01847076172	0.0910279942	0.3234761268	0.548530134
