 	la	pasta	vuole	sale	</S>
i	0.794987414	0.0659797486	0.04586169642	0.048707240421	0.0444638932599
p	0.473809368	0.3581539352	0.05517405355	0.0532888193354	0.0595737936918
à	0.360783982	0.325842551	0.1292231074	0.08886561416	0.095284960055
s	0.173588372	0.63485732	0.074244736	0.0484986194503	0.0688110920743
t	0.1487738122	0.529076982	0.1370229544	0.070845804266	0.114280415597
a	0.0451768166	0.441370178	0.252583992974	0.164436336203	0.0964327988058
t	0.055795387	0.306719546	0.4453811	0.06586478624	0.12623928779
è	0.03746725698	0.11061806	0.41745085	0.1577016538	0.2767624114
l	0.035489954	0.1080850112	0.596913088	0.116230391	0.143281452
i	0.02416755676	0.071238739	0.508424398	0.138932124	0.2572370884
à	0.0277654267	0.0404123875	0.0906361378	0.574691044	0.266495042
l	0.006729808722	0.01272136277	0.097124125	0.773356592	0.1100681824
a	0.0103381958118	0.01678500732	0.0922014342	0.734766348	0.1459089592
</S>	0.019482509594	0.021784220838	0.02338617654	0.534118534	0.40122868
